osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,emergency,emergency:phone,fixme,id,image,indoor,level,location,name,opening_hours,operator,phone,ref,source,survey:date,wheelchair
5193587098,node,46.3397326,8.8025666,yes,,,,,,,,,,,defibrillator,144,,node/5193587098,,,,,,,,,,,,
5562466236,node,46.1537938,8.7687732,,,,,,,,,,,,defibrillator,144,,node/5562466236,,,,,,,,,,,,
5812071447,node,46.1492479,8.9521133,yes,,,,,,,An der Kreuzung,,,,defibrillator,144,,node/5812071447,,,,,,24/7,,,,,,
5813154990,node,46.2043343,8.6090775,,,,,,,,,,,,defibrillator,144,,node/5813154990,,,,,,,,,,,,
6159959285,node,46.281189,9.0040582,yes,,,,,,,Sede patriziale,,,,defibrillator,144,,node/6159959285,,no,,,,,,,,,,
6159959287,node,46.3005593,8.9843088,yes,,,,,,,,,,,defibrillator,144,,node/6159959287,,,,,,24/7,,,,,,
6159959288,node,46.3298294,8.9675539,yes,,,,,,,Posizionato sotto la tettoia dell'entata dell'ufficio tecnico,,,,defibrillator,144,,node/6159959288,,no,,,,24/7,,,,,,
6177297273,node,46.1885488,8.8398306,yes,,,,,,,,,,,defibrillator,144,,node/6177297273,,no,,,,24/7,,,,,,
6425234749,node,45.8719326,8.9861807,,,,,,,,,,,,defibrillator,144,,node/6425234749,,,,,,,,,,,,
6638279372,node,45.9336273,8.9714997,,,,,,,,Outside wall,,,,defibrillator,144,,node/6638279372,,,,,,,,,,,,
6689642658,node,46.1809501,8.859779,,,,,,,,"Outside the building, on a wall",,,,defibrillator,144,,node/6689642658,,no,,,,,,,,,,
6763683719,node,46.3392392,8.6076239,,,,,,,,In front of the Post-Building right of the Bus Stop,,,,defibrillator,144,,node/6763683719,,no,,,,24/7,,,,,,
6929658784,node,46.0237648,8.8563472,,,,,,,,,,,,defibrillator,144,,node/6929658784,,,,,,,,,,,,
7283302487,node,46.0048885,8.9470139,yes,,,,,,,Accanto alla macchina automatica Selecta tra il binario 1 e l'uscita della stazione.,,Next to the Selecta snack vending machine between track 1 and the exit of the station.,,defibrillator,144,,node/7283302487,,no,0,,,24/7,,,,,,yes
7638069888,node,46.0162283,8.9409619,,,,,,,,Next to bus shelter,,,,defibrillator,144,,node/7638069888,,no,,,,,,,,,,
7717033908,node,46.0038168,8.9496406,,,,,,,,über dem Postkasten neben WC Anlage,,,,defibrillator,144,,node/7717033908,,,,,,24/7,,,,,,
7837844946,node,46.5099973,8.5247523,yes,,,,,,,Entrata casa comunale,,,,defibrillator,144,,node/7837844946,,,,,,24/7,,,,,,
7907946969,node,46.1696157,8.8540598,,,,,,,,an der Rückwand der Reception,,,auf dem Campingplatz 24h verfügbar,defibrillator,144,,node/7907946969,,no,,,,24/7,,,,,,
7927653113,node,46.1664784,8.8541696,yes,,,,,,,beim Beach-Office an der Wand,,,Öffentlich 24h verfügbar,defibrillator,144,,node/7927653113,,no,,,,24/7,,,,,,
8018136583,node,46.1682877,9.0867225,yes,,,,,,,Dorfeingang bei den Briefkästen,,,24h erreichbar,defibrillator,144,,node/8018136583,,yes,,,,24/7,,,,,,
8171444951,node,46.1516671,8.8814217,,,,,,,,,,,,defibrillator,144,,node/8171444951,,,,,,24/7,,,,,,
8220574317,node,46.1741956,8.7584953,,,,,,,,,,,,defibrillator,144,,node/8220574317,,,,,,24/7,,,,,,
8446568017,node,46.5286567,8.5861489,,,,,,,,"Kaserne Bedrina, Haupteingang in der Mitte",,,,defibrillator,144,,node/8446568017,,yes,,,,24/7,Militär,+41 79 330 46 72,,,,
8479519264,node,46.2107328,8.7455099,,,,,,,,,,,,defibrillator,144,,node/8479519264,,no,,,,24/7,,,,,,
8483212888,node,46.3088969,8.585232,,,,,,,,Next to parking,,,,defibrillator,144,,node/8483212888,,no,,,,24/7,,,,,,
8483212900,node,46.3086237,8.5463303,,,,,,,,,,,,defibrillator,144,,node/8483212900,,,,,,24/7,,,,,,
8485766400,node,46.4435938,8.6644827,,,,,,2026-04-04,,,,,,defibrillator,144,,node/8485766400,,no,,,,24/7,,,,,,
8486598185,node,46.1697693,8.7951374,yes,,,,,,,all'esterno sul muro ,,,,defibrillator,144,,node/8486598185,,no,,,,24/7,,,,,,yes
8522070175,node,46.1627132,8.7426268,,,,,,,,,,,,defibrillator,144,,node/8522070175,,,,,,24/7,,,,,,
8574112527,node,46.2286277,8.7199038,yes,,,,,,,All'entrata del comune,,,,defibrillator,144,,node/8574112527,,yes,,,,24/7,Commune,+41 91 649 74 37,,,,
8588875208,node,46.178222,8.8414529,yes,,,,,,,"Outside, on the left side of the entrance",,,,defibrillator,144,,node/8588875208,,no,,,,24/7,,,,,,
8635945817,node,46.1535972,8.9738337,yes,,,,,,,"Scuole Elementari, Sant'	Antonino",,,,defibrillator,144,,node/8635945817,,no,,,,,,,,,,
8660576017,node,45.9957539,8.8090989,yes,,,,,,,Monteggio,,,beim grossen Parkplatz,defibrillator,144,,node/8660576017,,no,,,,24/7,,,,,,
8673304572,node,46.0198506,8.9838309,,,,,,,,,,,,defibrillator,144,,node/8673304572,,,,,,,,,,,,
8690598517,node,46.144647,8.7273613,yes,,,,,,,Sala Consiglio,,,,defibrillator,144,,node/8690598517,,no,,,,24/7,,,,,,
8694138617,node,46.2107699,8.8481089,yes,,,,,,,Casa Comunale,,,,defibrillator,144,,node/8694138617,,no,,,,24/7,,,,,,
8728635217,node,46.1746191,8.8442637,yes,,,,,,,Waschhaus,,,,defibrillator,144,,node/8728635217,,no,,,,,campingplatz,,,,,
8792403073,node,45.9687879,8.8599227,yes,,,,,,,sulla facciata dell'edificio,,,,defibrillator,144,,node/8792403073,,no,,,,24/7,,,,,,limited
8820989186,node,45.870062,8.9886561,yes,,,,,,,neben der Unterführung,,,,defibrillator,144,,node/8820989186,,no,,,,24/7,,,,,,no
8840856419,node,46.1772508,8.9166639,yes,,,,,,,Primarschulhaus Cugnasco Gerra,,,,defibrillator,144,,node/8840856419,,no,,,,24/7,,,,,,
8841083918,node,46.155692,8.6098408,yes,,,,,,,"Fassade, Strassenseitig",,,,defibrillator,144,,node/8841083918,,no,,,,24/7,,,,,,
8852617754,node,46.2108668,8.7456308,yes,,,,,,,Am Gebäude neben dem Grotto,,,,defibrillator,144,,node/8852617754,,no,,,,24/7,,,,,,
8852617755,node,46.1981918,8.7505983,yes,,,,,,,"Bei der Waschanlage, 50m vis-à-vis Tourist-Info",,,,defibrillator,144,,node/8852617755,,no,,,,24/7,,,,,,
8852622684,node,46.3983973,8.6526829,yes,,,,,,,,,,,defibrillator,144,,node/8852622684,,no,,,,24/7,,,,,,
8852622685,node,46.3608584,8.6407318,yes,,,,,,,"in alter Telefonkabine, gegenüber Osteria dal Paes",,,,defibrillator,144,,node/8852622685,,no,,,,24/7,,,,,,
8852622686,node,46.2456702,8.7048313,yes,,,,,,,"Am Gebäude, Seite Parkplatz",,,,defibrillator,144,,node/8852622686,,no,,,,24/7,,,,,,
8852622687,node,46.2351457,8.7179464,yes,,,,,,,,,,,defibrillator,144,,node/8852622687,,no,,,,24/7,,,,,,
8852622688,node,46.2236121,8.7414198,yes,,,,,,,,,,,defibrillator,144,,node/8852622688,,no,,,,24/7,,,,,,
8865473817,node,46.0116185,8.818602,,,,,,,,Gemeindehaus Astano,,,während Öffnungszeiten,defibrillator,144,,node/8865473817,,yes,,,,Mo-Fr 08:30-11:30; Th 16:00-19:00,Gemeinde,+41916081533,,,,
8870217496,node,46.0058327,9.0035435,yes,,,,,,,An der Wand,,,,defibrillator,144,,node/8870217496,,,0,,,24/7,,,,,2021-06-27,limited
8871047011,node,46.4109668,8.6161566,yes,,,,,,,,,,,defibrillator,144,"de: Bitte vor Ort prüfen. Der Ort ist gemäss Luftbild unwahrscheinlich.
en: Please survey on site. Location looks unreasonable on aerial imagenery.",node/8871047011,,no,,,,24/7,,,,,,
8873005517,node,46.1440934,8.8438928,yes,,,,,,,Ente Turistico Gambarogno,,,,defibrillator,144,,node/8873005517,,no,,,,24/7,,,,,,
8879700761,node,46.0106642,8.9961085,,,,,,,,,,,,defibrillator,144,,node/8879700761,,no,0,,,24/7,,,,,,yes
8880216131,node,46.1637962,8.7576599,yes,,,,,,,an der Kreuzung,,,,defibrillator,144,,node/8880216131,,no,,,,24/7,,,,,,
8880216132,node,46.1486783,8.8561365,yes,,,,,,,in alter Telefonkabine,,,,defibrillator,144,,node/8880216132,,no,,,,24/7,,,,,,
8881035046,node,46.007297,8.9795912,,,,,,,,,,,,defibrillator,144,,node/8881035046,,,,,,24/7,,,,,2021-07-02,
8881111968,node,46.003916,8.9778343,yes,,,,,,,At the wall of the parking spot.,,,,defibrillator,144,,node/8881111968,,no,0,,,24/7,,,,,,yes
8881834856,node,46.1289211,8.9852943,,,,,,,,,,,,defibrillator,144,,node/8881834856,,,,,,24/7,,,,,,
8881834857,node,46.0328474,8.9584477,,,,,,,,,,,,defibrillator,144,,node/8881834857,,,,,,24/7,,,,,,
8881834859,node,46.0328131,8.8698996,,,,,,,,,,,,defibrillator,144,,node/8881834859,,,,,,24/7,,,,,,
8881834860,node,46.0262956,8.9087722,,,,,,,,,,,,defibrillator,144,,node/8881834860,,,,,,24/7,,,,,,
8881834861,node,46.0145663,8.9082102,yes,,,,,,,,,,,defibrillator,144,,node/8881834861,,no,,,,24/7,,,,,,
8881834862,node,46.0997632,8.9288418,yes,,,,,,,,,,,defibrillator,144,,node/8881834862,,no,,,,24/7,,,,,,
8881834863,node,46.1231989,8.7841929,yes,,,,,,,,,,,defibrillator,144,,node/8881834863,,no,,,,24/7,,,,,,
8881834864,node,46.1427041,8.9442859,yes,,,,,,,,,,,defibrillator,144,,node/8881834864,,no,,,,24/7,,,,,,
8883006329,node,46.1546426,8.6309335,yes,,,,,,,Seite Parkplatz,,,,defibrillator,144,,node/8883006329,,no,,,,24/7,,,,,,
8883685018,node,46.3497073,8.7863283,yes,,,,,,,Aussenwand links neben Grotto,,,,defibrillator,144,,node/8883685018,,no,,,,24/7,Gemeinde,,,,,
8889456279,node,46.0012791,8.978109,,,,,,,,Visibile alla strada,,,,defibrillator,144,,node/8889456279,,no,,,,24/7,,,,,2021-07-02,
8894783059,node,46.4125503,8.9774638,yes,,,,,,,,,,,defibrillator,144,,node/8894783059,,no,,,,24/7,,,,,,
8894783060,node,46.4827776,8.9351631,yes,,,,,,,,,,,defibrillator,144,,node/8894783060,,no,,,,24/7,,,,,,
8894783061,node,46.557253,8.9375254,yes,,,,,,,,,,,defibrillator,144,,node/8894783061,,no,,,,24/7,,,,,,
8894783062,node,46.5293239,8.9356978,yes,,,,,,,A fianco della fermata,,,,defibrillator,144,,node/8894783062,,no,0,,,24/7,,,,,,yes
8894783063,node,46.5025137,8.9504384,yes,,,,,,,,,,,defibrillator,144,,node/8894783063,,no,,,,24/7,,,,,,
8894783064,node,46.4886607,8.950862,yes,,,,,,,,,,,defibrillator,144,,node/8894783064,,no,,,,24/7,,,,,,
8894783065,node,46.4549363,8.9386266,yes,,,,,,,sul muro verso la strada cantonale,,,,defibrillator,144,,node/8894783065,,no,0,,,24/7,,,,,,yes
8894783066,node,46.4392913,8.952637,yes,,,,,,,Gebäude neben Apotheke,,,,defibrillator,144,,node/8894783066,,no,,,,24/7,,,,,,
8894783067,node,46.4188851,8.9715761,yes,,,,,,,,,,,defibrillator,144,,node/8894783067,,no,,,,24/7,,,,,,
8894783068,node,46.4025813,8.9731365,yes,,,,,,,,,,,defibrillator,144,,node/8894783068,,no,,,,24/7,,,,,,
8894783069,node,46.3645219,8.9437569,yes,,,,,,,,,,,defibrillator,144,,node/8894783069,,no,,,,24/7,,,,,,
8894783070,node,46.3510693,8.9693292,yes,,,,,,,All'entrata nord delle scuole medie,,,,defibrillator,144,,node/8894783070,,no,,,,24/7,,,,,,
8894783071,node,46.3601837,8.9713173,yes,,,,,,,,,,,defibrillator,144,,node/8894783071,,no,,,,24/7,,,,,,
8894783072,node,46.2808113,8.9848047,yes,,,,,,,,,,,defibrillator,144,,node/8894783072,,no,,,,24/7,,,,,,
8894783073,node,46.2166334,9.0312653,yes,,,,,,,An der Fahnenstange,,,,defibrillator,144,,node/8894783073,,no,,,,24/7,,,,,,
8894783074,node,46.1878633,8.9962869,yes,,,,,,,,,,,defibrillator,144,,node/8894783074,,no,,,,24/7,,,,,,
8940448119,node,46.0006014,8.8167522,yes,,,,,,,Gemeindehaus Sessa,,,,defibrillator,144,,node/8940448119,,no,,,,,,,,,,
8967730029,node,46.1504794,8.8939171,yes,,,,,,,Süielplatz,,,draussen,defibrillator,144,,node/8967730029,,no,,,,24/7,,,,,,
8989555322,node,45.9905036,8.9438777,yes,,,,,,,Aussen am Zugang zum Lift des Autosilos Paradiso beim Gemeindehaus.,,,,defibrillator,144,,node/8989555322,,no,,,,24/7,Municipio di Paradiso,,,,,
8998079692,node,46.4564697,8.9235798,,,,,,,,"On the wall, next to the door",,,,defibrillator,144,,node/8998079692,,no,,,,,,,,,,
9020226909,node,46.007084,8.941309,yes,,,,,,,,,,,defibrillator,144,,node/9020226909,,no,0,,,24/7,,,,,,yes
9020311517,node,46.1199186,8.7088783,yes,,,,,,,Parkhotel Brenscino,,,Eingang Hotel,defibrillator,144,,node/9020311517,,no,,,,24/7,Parkhotel Brenscino (REKA Ferienkasse),+41917868111,,,,
9128916744,node,46.154175,8.7738109,yes,,,,,,,Via Muraccio,,,,defibrillator,144,,node/9128916744,,no,,,,24/7,Gemeinde,,,,,
9137595221,node,46.2311252,9.0657632,yes,,,,,,,,,,,defibrillator,144,,node/9137595221,,no,,,,24/7,,,,,,
9158311018,node,45.9528594,8.9493862,yes,,,,,,,Lido Melide ,,,Immer Verfügbar,defibrillator,144,,node/9158311018,,no,,,,,Gemeinde,,,,,
9165152374,node,46.1100634,8.7728693,,,,,,,,,,,,defibrillator,144,,node/9165152374,,,,,,,,,,,,
9177157832,node,46.1068814,8.7654691,,,,,,,,,,,,defibrillator,144,,node/9177157832,,,,,,,,,,,,
9177738540,node,46.1177753,8.7087468,yes,,,,,,,,,,,defibrillator,144,,node/9177738540,,no,,,,24/7,SUSPI,,,,,
9197347058,node,45.977248,8.8761521,yes,,,,,,,all'entrata del parcheggio,,,,defibrillator,144,,node/9197347058,,no,,,,24/7,,,,,,limited
9241286617,node,46.1650929,8.8044208,yes,,,,,,,Hafen Locarno,,,Grüner Schrank beim Hafenmeister,defibrillator,144,,node/9241286617,,no,,,,08:00-18:00,Hafen Locarno,+41 91 752 30 40,,,,
9317853521,node,46.1406743,8.9163228,,,,,,,,In der Krankenabteilung,,,"Während Öffnungszeiten, zum Teil auch ausserhalb Öffnungszeiten über die Tel.-Nummer erreichbar",defibrillator,144,,node/9317853521,,yes,,,,Mo-Fr 08:00-16:00,Krankenabteilung Monte Ceneri (Militär),+41584698050,,,,
9370114417,node,46.1355365,8.8249953,yes,,,,,,,kleines Häuschen,,,,defibrillator,144,,node/9370114417,,no,,,,24/7,,,,,,
9388573185,node,45.9703451,8.8733122,yes,,,,,,,Neben dem Eingang des Fussballfeld,,,,defibrillator,144,,node/9388573185,,no,,,,24/7,,,,,,limited
9491874517,node,45.8260716,9.0129837,yes,,,,,,,,,,,defibrillator,144,,node/9491874517,,,,,,,,,,,,
9498474639,node,46.0012708,8.949354,,,,,,,,Bei Bucherer,,,,defibrillator,144,,node/9498474639,,yes,,,,Mo-Fr 10:00-18:30; Sa 10:00-18:00,Bucherer SA,,,,,
9498474640,node,46.1704956,8.7991355,,,,,,,,Bei Bucherer,,,,defibrillator,144,,node/9498474640,,yes,,,,Mo-Fr 10:00-19:00; Sa 09:00-17:00,Bucherer SA,,,,,
9563481048,node,46.0112144,8.9547595,yes,,,,,,,"In the street, attached to a column",,,,defibrillator,144,,node/9563481048,,no,0,,,24/7,,,,,,yes
9604744901,node,46.0037679,8.9535007,yes,,,,,,,"VZ: An der Reception, im Büchergestell unten rechts",,,,defibrillator,144,,node/9604744901,,yes,,,,Mo-Fr 08:00-17:00,"Reaplus GmbH, Buhaldenstrasse 8d, 5023 Biberstein",+41 43 536 69 15,,,,
