osm_id,osm_type,lat,lon,access,access:conditional,access:delivery,addr:city,addr:full,addr:housenumber,addr:postcode,addr:street,alt_name,amenity,check_date,colour,contact:phone,covered,defibrillator:location,description,email,emergency,emergency:phone,fixme,healthcare,healthcare:speciality,id,indoor,latitude,level,loc_name,location,longitude,mapillary,name,note,note:de,opening_hours,operator,operator:phone,outdoor,phone,ref,source,website,wheelchair,wikipedia:de
5387108677,node,46.8824002,8.6454334,yes,,,,,,,,,,2024-08-14,,,,Rechts von Eingangstür,,,defibrillator,144,,,,node/5387108677,no,,,,,,,Mehrzweckgebäude Winkel,,,24/7,,,,,,,,,
5401265428,node,46.9612052,8.3645563,,,,,,,,,,,,,,,,bei der Sammelstelle Gemeindeparkplatz,,defibrillator,144,,,,node/5401265428,no,,,,,,,,,,24/7,,,,,,,,,
5523221438,node,46.8793331,8.6494954,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/5523221438,,,,,,,,,,,,,,,,,,,,
5723650345,node,46.9576735,8.3696857,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/5723650345,,,,,,,,Schulhaus Pestalozzi,,,24/7,,,,,,,,,
5746459151,node,47.1106334,8.2337902,,,,,,,,,,,,,,,Nach zweiter Tür links,,,defibrillator,144,,,,node/5746459151,yes,,,,,,,,,,,,,,,,,,,
5848180590,node,47.1270965,8.3958869,,,,,,,,,,,,,,,4. OG beim Empfang Implenia Engineering.,,,defibrillator,144,,,,node/5848180590,yes,,4,,,,,,,,,Implenia Schweiz AG,,,,,,,,
5859259865,node,46.9554125,8.3843037,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/5859259865,,,,,,,,,,,24/7,,,,,,,,,
5859260420,node,46.9588231,8.3672221,,,,,,,,,,,,,,,An der Fassade,Postgebäude,,defibrillator,144,,,,node/5859260420,no,,,,,,,,,,24/7,,,,,,,,,
5890735756,node,47.0543555,8.3397201,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/5890735756,,,,,,,,,,,24/7,,,,,,,,,
6032534439,node,47.0096442,8.4830476,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/6032534439,,,,,,,,,,,,,,,,,,,,
6095068433,node,47.1664692,8.2918067,,,,,,,,,,,,,,,Aussen. Links neben den amtlichen Anzeigen der Gemeinde Hochdorf,,,defibrillator,144,,,,node/6095068433,no,,,,,,,,,,,,,,,,,,,
6151468472,node,46.9551559,8.3710651,,,,,,,,,,,,,,,Ausserhalb,Bei Gerätedepot,,defibrillator,144,,,,node/6151468472,no,,,,,,,,,,24/7,,,,,,,,,
6352620985,node,47.1143129,8.2882804,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/6352620985,,,,,,,,,,,,,,,,,,,,
6417918686,node,47.0398825,8.3252879,,,,,,,,,,,2025-12-17,,,,Neben dem Eingang an der Wand,,,defibrillator,144,,,,node/6417918686,no,,,,,,,,,,,,,,,,,,,
6445519986,node,47.0508592,8.3037169,,,,,,,,,,,,,,,im Ladenlokal gegenueber Eingang,,,defibrillator,144,,,,node/6445519986,yes,,,,,,,,,,,,,,,,,,,
6459359556,node,46.9493514,8.6209514,yes,,,,,,,,,,2024-12-05,,,,Gemeindehausplatz,"Rechts von WC Eingang, am Wand.",,defibrillator,144,,,,node/6459359556,no,,0,,,,,,,,24/7,,,,,,,,yes,
6548331070,node,47.0738888,8.3248131,,,,,,,,,,,,,,,Rootsee-Badi,,,defibrillator,144,,,,node/6548331070,,,,,,,,,,,,,,,,,,,,
6635532681,node,46.894496,8.6076517,yes,,,,,,,,,,2026-04-04,,,,Aussenwand Toiletteneingang,,,defibrillator,144,,,,node/6635532681,no,,,,,,,,,,24/7,,,,,,,,,
6695076756,node,47.0524972,8.3358406,customers,,,,,,,,,,,,,,Bei erste Hilfe Raum,,,defibrillator,144,,,,node/6695076756,yes,,,,,,,,,,,Verkehrshaus Luzern,,,,,,,,
6695138663,node,47.052733,8.3373959,,,,,,,,,,,,,,,Bei Zugang zu Treppenhaus Süd,,,defibrillator,144,,,,node/6695138663,yes,,,,,,,,,,,Verkehrshaus Luzern,,,,,,,limited,
6743908485,node,47.0050039,8.2195504,yes,,,,,,,,,,,,,,Damen WC neben Lindenstübli,,,defibrillator,144,,,,node/6743908485,no,,0,,,,,,,,24/7,Pro Eigenthal Schwarzenberg,,,,,,,no,
6834528285,node,46.7892768,8.1294483,yes,,,,,,,,,,,,,,365 T/J zugänglich,,,defibrillator,144,,,,node/6834528285,no,,0,,,,,,,,24/7,Härz fir Obwaldä,,,+41 79 961 62 41,,,,,
6875363551,node,46.9807249,8.3992363,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/6875363551,,,,,,,,,,,24/7,,,,,,,,,
6983731020,node,47.1567949,8.1156743,yes,,,,,,,,,,,,,,neben Bancomat der LUKB,,,defibrillator,144,,,,node/6983731020,no,,0,,,,,,,,24/7,Gemeinde Oberkirch,,,,,,,,
7141192786,node,47.0379819,8.3157181,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7141192786,yes,,,,,,,,,,,,,,,,,,,
7261584286,node,47.0435312,8.3052861,,,,,,,,,,,,,,,"on the wall, left of the door",,,defibrillator,144,,,,node/7261584286,yes,,,,,,,,,,,,,,,,,,,
7574554227,node,47.134206,8.3187546,,,,,,,,,,,,,,,,,,defibrillator,144,,,,node/7574554227,no,,,,,,,,,,24/7,,,,,,,,,
7580385818,node,46.9121729,8.2624657,yes,,,,,,,,,,,,,,Beim Kanal,,,defibrillator,144,,,,node/7580385818,,,,,,,,,,,24/7,,,,,,,,,
7580387589,node,46.8660303,8.2360446,private,,,,,,,,,,,,,,Im Schulhaus (während Schulbetrieb),,,defibrillator,144,,,,node/7580387589,,,,,,,,,,,Mo-Fr 07:30-16:30,,,,,,,,,
7611640462,node,47.0596684,8.2776511,yes,,,,,,,,,,,,,,Vorraum der Aufbahrung,Der Defibrillator befindet sich im Vorraum der Aufbahrung,,defibrillator,144,,,,node/7611640462,yes,,,,,,,,,,Mo-Fr 08:00-20:00,Stadt Luzern,,,,,,,,
7611640463,node,47.0408749,8.3100709,yes,,,,,,,,,,,,,,6. OG,,,defibrillator,144,,,,node/7611640463,yes,,,,,,,,,,24/7,Stadt Luzern,,,,,,,,
7611640464,node,47.0409882,8.3101112,yes,,,,,,,,,,,,,,Zwischenstock EG/UG,,,defibrillator,144,,,,node/7611640464,yes,,,,,,,,,,24/7,Stadt Luzern,,,,,,,,
7611640465,node,47.038144,8.2991973,yes,,,,,,,,,,,,,,Gerät vom Kulturbetrieb Südpol betreut,immer zugänglich an Werktagen von 08.00 bis 18.00 Uhr,,defibrillator,144,,,,node/7611640465,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7611640466,node,47.0486811,8.3036457,yes,,,,,,,,,,,,,,"Eingang Obergrundstr. 1, Ebene 1",immer zugänglich an Werktagen von 08.00 bis 18.00 Uhr,,defibrillator,144,,,,node/7611640466,yes,,,,,,,,,,Mo-Fr 08:00-18:00,Stadt Luzern,,,,,,,,
7611640467,node,47.048884,8.3048406,private,,,,,,,,,,,,,,Ebene 1;Beim Eingang vom Durchgang in das alte Gebäude,Zugang nur für Mitarbeitende der Stadt Luzern.,,defibrillator,144,,,,node/7611640467,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7611640468,node,47.0487734,8.3045617,yes,,,,,,,,,,,,,,Eingang Winkelriedstrasse 12a in der Ebene 1 neben Kopierraum,während den offiziellen Öffnungszeiten,,defibrillator,144,,,,node/7611640468,yes,,,,,,,,,,Mo-Fr 07:45-17:00,Stadt Luzern,,,,,,,,
7611640469,node,47.0493583,8.3044678,yes,,,,,,,,,,,,,,Stadthaus: Haupteingang beim Zerfa Gerät,während den offiziellen Öffnungszeiten,,defibrillator,144,,,,node/7611640469,yes,,,,,,,,,,Mo-Fr 07:45-17:00,Stadt Luzern,,,,,,,,
7611640470,node,47.0482425,8.3038911,yes,,,,,,,,,,,,,,Sozial Zentrum REX: 1. OG im Treppenhaus,immer zugänglich an Werktagen von 08.30 bis 17.00 Uhr,,defibrillator,144,,,,node/7611640470,yes,,1,,,,,,,,Mo-Fr 08:30-17:00,Stadt Luzern,,,,,,,,
7611640471,node,47.0513475,8.300415,yes,,,,,,,,,,,,,,KJF: 2. Stock neben Lift,Während den Bürozeiten ist die Haustüre im Zentrum KJF offen,,defibrillator,144,,,,node/7611640471,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7611640472,node,47.0486784,8.3055782,yes,,,,,,,,,,,,,,KESB: 4. OG (Anmeldung),Der Defi ist bei der KESB im 4.OG (Anmeldung) während der offiziellen Öffnungszeiten verfügbar,,defibrillator,144,,,,node/7611640472,yes,,,,,,,,,,"Mo-Fr 08:00-12:00,13:30-17:00",Stadt Luzern,,,,,,,,
7611640473,node,47.0627463,8.274529,yes,,,,,,,,,,,,,,Haus der Informatik: 3. OG Treppenhaus,Im Haupttreppenhaus ist der Defi immer zugänglich,,defibrillator,144,,,,node/7611640473,yes,,,,,,,,,,24/7,Stadt Luzern,,,,,,,,
7611640474,node,47.0570518,8.3110794,yes,,,,,,,,,,,,,,Bourbaki Panorama,Beim Bourbaki Panorama Luzern,,defibrillator,144,,,,node/7611640474,yes,,,,,,,,,,24/7,Stadt Luzern,,,,,,,,
7611640475,node,47.0487257,8.3051166,yes,,,,,,,,,,,,,,"Betreibungsamt Ebene 4, rechts neben Eingang",Während den offiziellen Öffnungszeiten öffentlich zugänglich,,defibrillator,144,,,,node/7611640475,yes,,,,,,,,,,"Mo-Fr 07:30-12:00,13:30-17:00",Stadt Luzern,,,,,,,,
7612024034,node,47.0396393,8.3164962,yes,,,,,,,,,,,,,,"Korridor UG, Neben WC und Garderobe",während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024034,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024036,node,47.0517825,8.2668471,yes,,,,,,,,,,,,,,"EG Eingangshalle, vor Hauswartbüro",während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024036,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024037,node,47.0518209,8.2674909,yes,,,,,,,,,,,,,,EG Eingang neben Lehrerzimmer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024037,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024038,node,47.0613814,8.2708463,yes,,,,,,,,,,,,,,EG bei Papiercontainer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024038,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024039,node,47.0607565,8.2724503,yes,,,,,,,,,,,,,,vor dem Schulleiterbüro,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024039,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024040,node,47.0610799,8.272756,yes,,,,,,,,,,,,,,"UG, vor Eingang Turnhalle 1",während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024040,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024041,node,47.0509236,8.2758889,yes,,,,,,,,,,,,,,1. UG Eingang Turnhalle,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024041,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024042,node,47.0566333,8.2845578,yes,,,,,,,,,,,,,,Eingangsbereich vor Turnhalle,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024042,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024043,node,47.0521608,8.2598197,yes,,,,,,,,,,,,,,"Trakt A, Eingang EG",während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024043,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024044,node,47.0517002,8.2598037,yes,,,,,,,,,,,,,,Eingang EG,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024044,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024045,node,47.0539224,8.3428314,yes,,,,,,,,,,,,,,Trakt A vor Lehrerzimmer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024045,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024046,node,47.0536721,8.3419316,yes,,,,,,,,,,,,,,beim Eingang,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024046,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024047,node,47.0534034,8.352887,yes,,,,,,,,,,,,,,Beim Eingang rechts vor Lehrerzimmer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024047,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024048,node,47.0401602,8.3240533,yes,,,,,,,,,,,,,,Korridor 1. OG,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024048,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024049,node,47.0414571,8.3254894,yes,,,,,,,,,,,,,,Eingangshalle EG,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024049,yes,,,,,,,SH Tribschen / Wartegg Villa Schröder,,,,Stadt Luzern,,,,,,,,
7612024050,node,47.0407506,8.325448,yes,,,,,,,,,,,,,,Eingang EG vor dem Treppenabgang,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024050,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024051,node,47.0410815,8.327001,yes,,,,,,,,,,,,,,Treppenhaus EG,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024051,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024052,node,47.0408886,8.3263325,yes,,,,,,,,,,,,,,Eingang EG vor dem Treppenabgang,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024052,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024053,node,47.0453027,8.2947408,yes,,,,,,,,,,,,,,Eingang rechte Seite,Im Korridor T11 neben Haupteingang,,defibrillator,144,,,,node/7612024053,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024054,node,47.0452177,8.296688,yes,,,,,,,,,,,,,,1. OG Vorplatz neben Schulleitungszimmer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024054,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024055,node,47.0565977,8.2915704,yes,,,,,,,,,,,,,,Eingang Schulhaus/Turnhalle Links,nur während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024055,yes,,0,,,,,,,,MO-FR 08:00-16:00,Stadt Luzern,,,,,,,,
7612024056,node,47.0394748,8.3044088,yes,,,,,,,,,,,,,,Korridor OG 1.02,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024056,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024057,node,47.0468206,8.3023971,yes,,,,,,,,,,,,,,1. UG Treppenhaus vor den WC Anlagen,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024057,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024058,node,47.0468864,8.3023488,yes,,,,,,,,,,,,,,2.OG Korridor neben Zimmer 204,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024058,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024059,node,47.0461325,8.302137,yes,,,,,,,,,,,,,,Eingang EG vor dem Treppenabgang,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024059,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024060,node,47.0460384,8.3030516,yes,,,,,,,,,,,,,,Vorraum Ost neben Mädchen WC,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024060,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024061,node,47.0465684,8.3029953,yes,,,,,,,,,,,,,,Vorraum T000 neben Lift,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024061,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024062,node,47.0548909,8.3037758,yes,,,,,,,,,,,,,,EG Korridor West,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024062,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024063,node,47.0536885,8.3058344,yes,,,,,,,,,,,,,,EG Eingangsbereich,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024063,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024064,node,47.0538804,8.3057794,yes,,,,,,,,,,,,,,EG Eingang West,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024064,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024065,node,47.0623955,8.3084375,yes,,,,,,,,,,,,,,Windfang Turnhalle,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024065,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024066,node,47.0623133,8.3082122,yes,,,,,,,,,,,,,,UG vor dem Sanitätszimmer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024066,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024067,node,47.0360126,8.3071098,yes,,,,,,,,,,,,,,UG 01802,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024067,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024068,node,47.0360382,8.3073753,yes,,,,,,,,,,,,,,UG Treppenhalle,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024068,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024069,node,47.0366076,8.3068094,yes,,,,,,,,,,,,,,EG Pavillon H,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024069,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024070,node,47.0366387,8.3061925,yes,,,,,,,,,,,,,,im Windfang,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024070,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024071,node,47.0370655,8.3073163,yes,,,,,,,,,,,,,,Korridor 1.OG,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024071,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024072,node,47.0519287,8.2804888,yes,,,,,,,,,,,,,,Lehrerzimmer Turnhalle,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024072,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024073,node,47.0522576,8.2817012,yes,,,,,,,,,,,,,,Seite Pavillon 1,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024073,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024074,node,47.0519122,8.2812801,yes,,,,,,,,,,,,,,Pavillon 2 Haupteingang,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024074,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024075,node,47.0612371,8.3262822,yes,,,,,,,,,,,,,,1.06 gegenüber Lehrerzimmer,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024075,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024076,node,47.0616555,8.3265236,yes,,,,,,,,,,,,,,1. OG vor Naturlehre,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024076,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024077,node,47.061661,8.3254588,yes,,,,,,,,,,,,,,Bei Eingang unten,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024077,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024078,node,47.0661994,8.3220229,yes,,,,,,,,,,,,,,"Boden B, beim Ausgang",während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024078,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024079,node,47.0582148,8.3145905,yes,,,,,,,,,,,,,,Oberer Eingang rechte Seite,während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024079,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612024080,node,47.058562,8.3142927,yes,,,,,,,,,,,,,,"Pavillion 3, oberer Eingang Bei der Treppe",während Schulbetrieb verfügbar,,defibrillator,144,,,,node/7612024080,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7612069782,node,47.0409371,8.3060878,yes,,,,,,,,,,,,,,Bei der Feuerwehr,nicht öffentlich zugänglich,,defibrillator,144,,,,node/7612069782,yes,,,,,,,,,,,Stadt Luzern,,,,,,,,
7623836819,node,47.2291784,7.8991089,yes,,,,,,,,,,,,,,Beim Eingang,,,defibrillator,144,,,,node/7623836819,no,,,,,,,,,,24/7,,,,,,,,,
7637812535,node,47.1373928,7.9228063,,,,,,,,,,,,,,,,im Küchenbereich,,defibrillator,144,,,,node/7637812535,,,,,,,,Cafe-Bar-Lounge Time Out,,,,,,,,,,,,
7637812537,node,47.1371635,7.9281034,,,,,,,,,,,,,,,,in der Migros (Lager),,defibrillator,144,,,,node/7637812537,,,,,,,,Märtgass AG,,,,,,,,,,,,
7637812538,node,47.1381658,7.9250806,,,,,,,,,,,,,,,,Eingangsbereich (Schlüssel im FW-Kasten),,defibrillator,144,,,,node/7637812538,,,,,,,,Martinshalle,,,,,,,,,,,,
7637812539,node,47.1381802,7.9230783,permissive,,,,,,,,,,,,,,"medici ärztezentrum, St. Urbanstrasse 8, 6144 Zell",In der Praxis,,defibrillator,144,,,,node/7637812539,yes,,0,,,,,"Medici Ärztezentrum, Praxis",,,,medici ärztezentrum,,,+41419897070,,,,,
7637812540,node,47.1364542,7.9235492,,,,,,,,,,,,,,,,im Schalterraum,,defibrillator,144,,,,node/7637812540,,,,,,,,Valiant Bank,,,,,,,,,,,,
7637812541,node,47.1400721,7.9222771,yes,,,,,,,,,,,,,,"Aufbahrungsraum Aussenwand, Zugang von unten, direkt neben den WC-Anlagen",,,defibrillator,144,,,,node/7637812541,,,,,,,,Kath. Kirchgemeinde Zell,,,24/7,,,,,,,,,
7637812543,node,47.0561878,8.0703318,restricted,,,,,,,,,,,,,,Beim Kundendienst (weiterer AED bei Haupteingang),,,defibrillator,144,,,,node/7637812543,yes,,,,,,,MIGROS Kundendienst Dorfmärit,,,Mo-Do 8-19 /Fr 8-21 / Sa 8-17 / So X,MIGROS Wolhusen,,,+41 41 492 50 40,,,,,
7637812544,node,47.0640194,8.066014,unknown,,,,,,,,,,,,,,bei Kasse innerhalb Tor,Kasse,connection@csw-gruppe.ch,defibrillator,144,,,,node/7637812544,no,,,,,,,Schwimmbad,,,Saison: Öffnungszeiten Schwimmbad | Off-season: 24/7,Connection Wolhusen,,,+41 41 490 40 40,,,,,
7637812545,node,46.9227755,8.3981791,,,,,,,,,,,,,,,"Innerhalb ehemaliger Reception, nicht zugänglich von aussen.",Eingang Verwaltungsgebäude,,defibrillator,144,,,,node/7637812545,yes,,,,,,,Bettermann AG,,,,,,,,,,,,
7637812546,node,46.9088469,8.3953162,,,,,,,,,,,,,,,An der Aussenwand neben der Kellertreppe.,re. bei der Eingangstreppe,,defibrillator,144,,,,node/7637812546,no,,,,,,,Gemeindeverwaltung,,,,,,,,,,,,
7637812547,node,46.9090628,8.3993113,,,,,,,,,,,,,,,An nördlicher Aussenwand (Schmalseite) links neben der Tür.,Haupteingang,,defibrillator,144,,,,node/7637812547,no,,,,,,,Schulhaus Dönni,,,,,,,,,,,,
7637812548,node,46.7826204,8.417103,,,,,,,,,,,,,,,Rechts der Türe des Sanitätszimmers,,,defibrillator,144,,,,node/7637812548,,,,,,,,Bergbahnen Engelberg-Trübsee-Ttilis AG,,,,,,,,,,,,
7637812549,node,46.778635,8.386694,,,,,,,,,,,,,,,Im Sanitätszimmer,,,defibrillator,144,,,,node/7637812549,,,,,,,,Bergbahnen Engelberg-Trübsee-Ttilis AG,,,,,,,,,,,,
7637812550,node,46.9110689,8.3590186,,,,,,,,,,,,,,,Feuerwehrgebäude,Ausserhalb Feuerwehrgebeude,,defibrillator,144,,,,node/7637812550,no,,,,,,,Feuerwehrlokal Wirzweli Aussenmauer,,,24/7,,,,,,,,,
