osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,defibrillator:location,description,emergency,emergency:phone,id,indoor,latitude,level,longitude,name,opening_hours,opening_hours:note,operator,phone,source,website,wheelchair
8840728618,node,47.4081237,9.4601844,yes,,,,,,"Kantonsschule Trogen, Schulhaus ""Arche""",Bei Treppenaufgang im Haupteingang links an der Wand,defibrillator,144,node/8840728618,yes,,,,,Mo-Fr 07:00-18:00,,Kantonsschule Trogen,+41 71 343 61 11,,,
8864826661,node,47.3177824,9.2839753,yes,,,,,,Erdgeschoss bei der 24h Zone,,defibrillator,144,node/8864826661,yes,,,,,24/7,,Raiffeisenbank Appenzeller Hinterland,+41 71 354 80 60,,,
8864833139,node,47.3860539,9.2785466,yes,,,,,,Erdgeschoss bei der 24h Zone,,defibrillator,144,node/8864833139,yes,,,,,24/7,,Raiffeisenbank Appenzeller Hinterland,+41 71 354 80 60,,,
8864838091,node,47.3574488,9.2848467,yes,,,,,,Erdgeschoss bei der 24h Zone,,defibrillator,144,node/8864838091,yes,,,,,24/7,,Raiffeisenbank Appenzeller Hinterland,+41 71 354 80 60,,,
8868396817,node,47.413868,9.4382968,yes,,,,,,"Bengtson Zahnmedizin, bei Empfang",Während Öffnungszeiten,defibrillator,144,node/8868396817,yes,,,,,,,Praxis,+41 71 344 22 66,,,
9138626317,node,47.4622481,9.5288476,no,,,,,,"Haus A, Tan 840, Wienacht-Tobel AR, EG, Eingang im Treppenhaus neben Heizkörper",Tags/Nachts evt. an jeder Klingel Drücken,defibrillator,144,node/9138626317,yes,,,,,,,"STWEG Tan 840, Mike Etter, Roland Beleffi",+41786003641,,,
9215557997,node,47.4309339,9.5160904,,,,,,,Appenzeller Heilbad im Fitnesscenter,während Öffnungszeiten verfügbar,defibrillator,144,node/9215557997,yes,,,,,,,"Appenzeller Heilbad, Marlene Kellenberger, Postfach 131, 9410 Heiden",+41 71 898 33 88,,,
9329074717,node,47.4153478,9.4375127,,,,,,,"In der Berit Klinik, EG, Eingang Restaurant",Tagsüber offen,defibrillator,144,node/9329074717,yes,,,,,07:00-20:00,,Berit Klinik,+41713350606,,,
9355814377,node,47.3897291,9.3877731,yes,,,,,,"Altes Feuerwehrhaus Dorf, Aussenstandort, rechts neben Haupteingang",,defibrillator,144,node/9355814377,no,,,,,24/7,,Gemeinde Teufen,+41713350054,,,
9355814378,node,47.3884652,9.3849957,yes,,,,,,"Werkhof Forstamt Aussenstandort, Gebäudemitte",,defibrillator,144,node/9355814378,no,,,,,24/7,,Gemeinde Teufen,+41713350054,,,
9355814379,node,47.3866754,9.393326,yes,,,,,,"WC-Haus Aussenstandort, gegen Rasenplatz",,defibrillator,144,node/9355814379,no,,,,,24/7,,Gemeinde Teufen,+41713350054,,,
9355814381,node,47.3943348,9.3637177,yes,,,,,,"Turnhalle Niederteufen Aussenstandort, links vor dem Haupteingang",,defibrillator,144,node/9355814381,no,,,,,24/7,,Gemeinde Teufen,+41713350054,,,
9355814382,node,47.3904272,9.3875438,,,,,,,"Gemeindeverwaltung Front-Office, EG",,defibrillator,144,node/9355814382,yes,,,,,"Mo-Th 08:30-11:30, 14:00-17:00; Fr 08:30-11:30, 14:00-16:00",,Gemeinde Teufen,+41713350054,,,
9355814383,node,47.3915222,9.3855053,,,,,,,"Turnhalle Dorf Vorraum Turnhalle, rechts nach dem Eingang",während Öffnungszeiten verfügbar,defibrillator,144,node/9355814383,yes,,,,,,,Gemeinde Teufen,+41713350054,,,
9355814384,node,47.3919652,9.3868196,,,,,,,"Sekschulhaus Hörli Lehrerzimmer, neues Hörli",während Öffnungszeiten verfügbar,defibrillator,144,node/9355814384,yes,,,,,,,Gemeinde Teufen,+41 71 333 55 03,,,
9355814385,node,47.386888,9.3928398,,,,,,,Lindensaal Kasten vor dem Office,während Öffnungszeiten verfügbar,defibrillator,144,node/9355814385,yes,,,,,,,Gemeinde Teufen,+41713350054,,,
9355814386,node,47.3905961,9.3935466,,,,,,,Primarschulhaus Landhaus Nach dem Haupteingang rechts,während Öffnungszeiten verfügbar,defibrillator,144,node/9355814386,yes,,,,,,,Gemeinde Teufen,+41 71 333 55 03,,,
9355814387,node,47.3898091,9.3930143,,,,,,,"Sporthalle Landhaus, Saubergang vor dem Eingang in die Sporthalle",während Öffnungszeiten verfügbar,defibrillator,144,node/9355814387,yes,,,,,,,Gemeinde Teufen,+41713350054,,,
9355814388,node,47.3901712,9.3934608,,,,,,,Turnhalle Landhaus Nach dem Haupteingang rechts,während Öffnungszeiten verfügbar,defibrillator,144,node/9355814388,yes,,,,,,,Gemeinde Teufen,+41 71 335 00 54,,,
9355814389,node,47.3838353,9.3944102,,,,,,,"Freibad Teufen Sanitätsraum Freibad, beim Büro Bademeister",während Öffnungszeiten verfügbar,defibrillator,144,node/9355814389,yes,,,,,,,Gemeinde Teufen,+41 71 333 55 03,,,
9508202117,node,47.3143037,9.2798365,yes,,,,,,"Schopfrückwand, Weg zur Schule",,defibrillator,144,node/9508202117,no,,,,,24/7,,Privat,+41763054171,,,
9591617736,node,47.4094104,9.4653332,,,,,,,Im Feuerwehrdepot auf dem Samariteranhänger auf der Seite der Deichsel rechts,während Öffnungszeiten verfügbar,defibrillator,144,node/9591617736,yes,,,,,,,Samariterverein Trogen,,,,
9604794918,node,47.3968686,9.3859076,yes,,,,,,Beim Eingang des Haupthauses,,defibrillator,144,node/9604794918,yes,,,,,24/7,,"Bad Sonder, St.Gallisches Sonderschulheim",+41 71 355 75 00,,,
9625603389,node,47.3716879,9.423928,yes,,,,,,Eingang Sporthalle Hermoos 9,,defibrillator,144,node/9625603389,no,,,,,24/7,,"Gemeinde Bühler, Peter Aemisegger",+41 71 791 70 27,,,
9625714739,node,47.3920361,9.29427,yes,,,,,,"Erdgeschoss, Haupteingang (östlich) von Waldeggstrasse her, Seitlich an den Bewohnerbriefkästen",,defibrillator,144,node/9625714739,yes,,,,,Mo-Sa 06:00-18:00,,Stiftung Leben im Alter Herisau,+41713547575,,,
9625734328,node,47.3919598,9.2937764,yes,,,,,,"Erdgeschoss, Treppenhaus zu Tiefgarage Haus Park, Kasernenstrasse 91",,defibrillator,144,node/9625734328,yes,,,,,24/7,,Stiftung Leben im Alter Herisau,+41713547575,,,
9625734329,node,47.3874873,9.2803118,yes,,,,,,"Erdgeschoss, Haupteingang, rechts neben den Bewohnerbriefkästen",,defibrillator,144,node/9625734329,yes,,,,,Mo-Su 08:00-18:00,,Stiftung Leben im Alter Herisau,+41713547575,,,
9625734330,node,47.3835411,9.2856789,yes,,,,,,"Haupteingang Erdgeschoss, bei Treppe , unterhalb des gelben Briefkasten",,defibrillator,144,node/9625734330,yes,,,,,Mo-Su 09:00-18:00,,Stiftung Leben im Alter Herisau,+41713547575,,,
9649197962,node,47.4465707,9.6047397,,,,,,,Haupthaus 1. Stock / Empfang,,defibrillator,144,node/9649197962,yes,,,,,24/7,,,,,,
9790660018,node,47.4110486,9.461553,,,,,,,Turnhalle Kantonsschule Trogen,Beim Eingang rechts der Treppe,defibrillator,144,node/9790660018,yes,,,,,07:00 - 18:00,,Kantonsschule Trogen,,,,
9917845021,node,47.3866338,9.2745886,yes,,,,,,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917845021,yes,,,,,,,LIDL Schweiz,+41716278074,,,
10048432426,node,47.3883486,9.2864616,yes,,,,,,,,defibrillator,144,node/10048432426,no,,,,,24/7,,,,,,
10099461617,node,47.3882785,9.2810131,,,,,,,Zeughaus Herisau / Polizeiposten,,defibrillator,144,node/10099461617,yes,,,,,24/7,,Kantonale Verwaltung AR,+41 71 343 66 66,,,
10108177466,node,47.3851233,9.2777563,yes,,,,,,Eingang rechts,,defibrillator,144,node/10108177466,yes,,,,,"Mo 08:00-11:30, 14:00-18:00; Tu 08:00-11:30, 14:00-17:00; Th 8:00-11:30, 14:00-17:00; Fr 08:00-16:00",,Gemeinde Herisau,+41 71 354 54 54,,,
10118325587,node,47.3908649,9.2768329,,,,,,,"Im Fabrikgebäude VC999 Verpackungssysteme AG, 1.OG",,defibrillator,144,node/10118325587,yes,,1,,,Mo-Fr 08:00-17:00,,VC999 Verpackungssysteme AG,+41 713535900,,,
10257884309,node,47.3831135,9.3882926,no,,,,,,Stiftung Waldheim,"Wochentags geöffnet, sonst Tagesverantwortung anrufen",defibrillator,144,node/10257884309,yes,,0,,,,,Wohnheim,,,,
10271036609,node,47.4515605,9.5475835,,,,,,,Luchten  75 Empfang,Während Arbeitszeit verfügbar,defibrillator,144,node/10271036609,yes,,,,,Mo-Fr 7:00  - 17:00,,Firma,+41718985060,,,
10613728305,node,47.3894085,9.2902279,,,,,,,Sonnenfeldstrasse 7,,defibrillator,144,node/10613728305,yes,,,,,Mo-Fr 07:30-21:30; Sa-Su 09:00-20:30,,Verein,+41 71 353 95 10,"local_knowledge, defikarte.ch",,
10613728306,node,47.3867282,9.2850566,,,,,,,Untere Harfenbergstrasse 3,,defibrillator,144,node/10613728306,yes,,,,,Mo-Fr 07:30-21:30; Sa-Su 09:00-20:30,,Verein,+41 71 353 95 20,"local_knowledge, defikarte.ch",,
10613737705,node,47.3934977,9.2882913,,,,,,,Schützenstrasse 38W,,defibrillator,144,node/10613737705,yes,,,,,Mo-Th 08:00-16:00,,Verein,+41 71 353 95 75,"local_knowledge, defikarte.ch",,
10613739205,node,47.3916747,9.2717099,,,,,,,Gossauerstrasse 91,,defibrillator,144,node/10613739205,yes,,1,,,Mo-Fr 07:30-21:30; Sa-Su 09:00-20:30,,Verein,+41 71 353 95 40,"local_knowledge, defikarte.ch",,
10763310570,node,47.44457,9.53929,,,,,,,Bei Anlieferung,oranger Koffer,defibrillator,144,node/10763310570,yes,,,,Bach Heiden AG,"Mo-Th 07:00-12:00, 13:15-17:00; Fr 07:00-12:00, 13:15-16:00",,Lifetec AG Schweiz,+41 800 122 144,,,
10781853605,node,47.3858711,9.2804217,,,,,,,"9102 Herisau, Kasernenstrasse 1",während Banköffnungszeiten,defibrillator,144,node/10781853605,yes,,,,,"Mo-Fr 09:00-12:00,14:00-17:00",,St.Galler Kantonalbank AG,+41 71 231 39 41,"local_knowledge, defikarte.ch",,
10781966705,node,47.3912062,9.3911862,,,,,,,"9053 Teufen, Speicherstrasse 10",während Banköffnungszeiten,defibrillator,144,node/10781966705,yes,,,,,"Mo-Fr 09:00-11:30,14:00-17:00",,St.Galler Kantonalbank AG,+41 71 231 39 41,"local_knowledge, defikarte.ch",,
10887258205,node,47.3732476,9.3432205,yes,,,,,,"FW Depot, rechts neben Fahrzeughalle",via Schlüsselkasten 24h zugänglich,defibrillator,144,node/10887258205,yes,,0,,,24/7,,Gemeinde,,,,
10946129905,node,47.375265,9.4053892,,,,,,,Goba AG,,defibrillator,144,node/10946129905,yes,,,,,Mo-Fr 07:30-17:00; Sa 08:30-12:00,,Goba AG,+41 71 795 30 30,"local_knowledge, defikarte.ch",,
10957979805,node,47.4421862,9.5345175,no,,,,,,"Schwimmbad Heiden, Haupteingang","nur Sommersaison, wenn die Badi offen ist beim Eingang erhältlich",defibrillator,144,node/10957979805,yes,,0,,,,,Gemeinde,+41718911223,,,
11037266748,node,47.445675,9.5335136,,,,,,,"2.OG, Bei Brandschutztüre;EG, Bei Eingang",,defibrillator,144,node/11037266748,yes,47.44567498,,9.533513611,Hotel Heiden,,,Lifetec AG,+41 800 122 144,,,
11066524105,node,47.3845717,9.2827351,,,,,,,"Tiefgarage der Häuser Toracker Park 1,3,5,7,9,11","Tiefgarage der Häuser Toracker Park 1,3,5,7,9,11. Mit Haus-/Wohnungsschlüssel, bzw. Garagenschlüssel, ca. 50 Wohneinheiten haben Zugang, im Notfall Eintritt über Hausglocken eines Hauses",defibrillator,144,node/11066524105,yes,,-1,,,24/7,,"Stockwerkeigentümer Toracker Park 5, 7, 9",+41 79 396 90 04,"local_knowledge, defikarte.ch",,
11136165305,node,47.3901131,9.2806149,yes,,,,,,"Berufsbildungszentrum Herisau, Waisenhausstrasse 6, 9100 Herisau",während den Öffnungszeiten,defibrillator,144,node/11136165305,yes,,,,,Mo-Fr 07:00-18:00,,Berufsbildungszentrum Herisau,+41 71 353 50 20,"local_knowledge, defikarte.ch",,
11192840737,node,47.4026737,9.470306,,,,,,,"Pflegeheim Haus Lindenbühl, Stationszimmer",rund um die Uhr verfügab,defibrillator,144,node/11192840737,no,,1,,,24/7,,Haus Lindenbühl AG,+41713443434,"local_knowledge, defikarte.ch",,
11483109770,node,47.4264396,9.4393158,yes,,,,,,"Kindergarten Speicherschwendi, gedeckter Eingangsbereich nach Passarelle 1. OG",24/7 verfügbar,defibrillator,144,node/11483109770,no,,1,,,24/7,,Gemeinde Speicher,,"local_knowledge, defikarte.ch",,
11491164769,node,47.4108315,9.4473661,yes,,,,,,"Schulhaus / Sportplatz Buchen, bei Aussengeräteraum des Sportplatzes",24/7 verfügbar,defibrillator,144,node/11491164769,no,,0,,,24/7,,Gemeinde Speicher,,"local_knowledge, defikarte.ch",,
11491166869,node,47.4094914,9.4453308,yes,,,,,,"Schulhaus Zentral, im Windfang des Haupteingangs",24/7 verfügbar,defibrillator,144,node/11491166869,yes,,0,,,24/7,,Gemeinde Speicher,,"local_knowledge, defikarte.ch",,
11522031673,node,47.4476437,9.5088416,yes,,,,,,Beim Schulhauseingang / an der Hauptstrasse,,defibrillator,144,node/11522031673,no,,,,,,,,,,,
11669972569,node,47.4408897,9.5357521,yes,,,,,,Clubhaus Tennisclub Heiden,während den Öffnungszeiten,defibrillator,144,node/11669972569,yes,,0,,,07:00 - 22:00,,Verein,,,,
11682185170,node,47.4374495,9.5374632,yes,,,,,,Schulhaus Wies,Aussengerät,defibrillator,144,node/11682185170,no,,,,,24/7,,Gemeinde Heiden,+4171898 89 89,"local_knowledge, defikarte.ch",,
11682201069,node,47.4414262,9.5311975,yes,,,,,,Schulhaus Gerbe (Velounterstand),Aussengerät,defibrillator,144,node/11682201069,no,,,,,24/7,,Gemeinde Heiden,+4171898 89 89,"local_knowledge, defikarte.ch",,
11690284470,node,47.4373806,9.5373827,yes,,,,,,"Schulhaus Wies, links von der Haupteingangstreppe",,defibrillator,144,node/11690284470,no,,,,,24/7,,Gemeinde Heiden,,"local_knowledge, defikarte.ch",,
11836721769,node,47.4130134,9.4428188,yes,,,,,,"Reformierte Kirche, Haupteingang innen rechts",während offener Kirche verfügbar,defibrillator,144,node/11836721769,yes,,,,,07:00-19:00,,Gemeinde Speicher,,"local_knowledge, defikarte.ch",,
11917909469,node,47.3899453,9.2687987,no,,,,,,Eingang bei Kletterhalle,,defibrillator,144,node/11917909469,yes,,0,,,,,,,,,
11975012069,node,47.3652762,9.4645302,yes,,,,,,"Freibad Rotenwies, Gäbrisstr. 22, beim Eingang",n/A,defibrillator,144,node/11975012069,no,,0,,,24/7,,Gemeinde Gais,+41717918080,,,
12033297369,node,47.3553282,9.2811721,yes,,,,,,Mehrzweckgebäude rechts vom Eingang,,defibrillator,144,node/12033297369,no,,,,,24/7,,Gemeinde Waldstatt,+41 79 231 53 14,"local_knowledge, defikarte.ch",,
12040988769,node,47.41179,9.4469762,yes,,,,,,"Hallenbad / Buchensaal, im gedeckten Eingangsbereich",24/7 verfügbar,defibrillator,144,node/12040988769,no,,,,,24/7,,Gemeinde Speicher,,"local_knowledge, defikarte.ch",,
12063751969,node,47.3850702,9.2431674,yes,,,,,,Bahnhofgebäude Westseite,"aussen, an der Wand",defibrillator,144,node/12063751969,no,,0,,,24/7,,Schweizerische Südostbahn,,,,
12126435501,node,47.4592781,9.5859644,,,,,,,Hauptgebäude (Haus C),"bei Anforderung telefonisch melden, da im Gebäude verschlossen",defibrillator,144,node/12126435501,yes,,,,,24/7,,Reha Lutzenberg,+41718863087,,,
12166168001,node,47.3877557,9.2855448,permissive,,,,,,Aufenklinik,,defibrillator,144,node/12166168001,yes,,2,,,Mo - Fr 8:00 - 17:00,,Augenklinik Herisau Appenzell AG,+41 71 351 11 51,"local_knowledge, defikarte.ch",,
12351526301,node,47.3559792,9.2833225,yes,,,,,,Primarschulhaus Waldstatt Schulstrasse links neben dem Eingang,7x24,defibrillator,144,node/12351526301,no,,,,,24/7,,Gemeinde Waldstatt,+41 79 231 53 14,"local_knowledge, defikarte.ch",,
12361677901,node,47.3882173,9.2708784,yes,,,,,,Hölzilstrasse 1,,defibrillator,144,node/12361677901,no,,,,,24/7,,Metrohm AG,+41 79 649 52 99,"local_knowledge, defikarte.ch",,
12461568001,node,47.4094789,9.4613592,yes,,,,,,"Schulhaus Nideren, bei Turnhalleneingang",immer verfügbar,defibrillator,144,node/12461568001,no,,0,,,,,Gemeinde Trogen,+41 71 343 78 76,,,
12522851101,node,47.4550652,9.5644043,yes,,,,,,Zivilschutz Mühltobel,,defibrillator,144,node/12522851101,no,,,,,24/7,,Gemeinde Wolfhalden,+4171 898 82 82,"local_knowledge, defikarte.ch",,
12525832101,node,47.4532013,9.5486984,yes,,,,,,Volg Eingang Theorieraum,,defibrillator,144,node/12525832101,no,,,,,24/7,,Gemeinde Wolfhalden,+4171 898 82 82,"local_knowledge, defikarte.ch",,
12595681201,node,47.354372,9.2467278,yes,,,,,,Mehrzweckanlage Schwellbrunn,frei zugänglich,defibrillator,144,node/12595681201,no,,,,,24/7,,Gemeinde Schwellbrunn,+41713533819,"local_knowledge, defikarte.ch",,
12628448101,node,47.4266997,9.482564,,,,,,,Dorfhus Gupf AG,während Öffnungszeiten verfügbar,defibrillator,144,node/12628448101,yes,,0,,,,,Dorfhus Gupf AG,+41718787000,,,
12811725601,node,47.4035742,9.4557631,yes,,,,,,Bei Haupteingang Büro Erdgeschoss links nach Windfang an der Wand,während Öffnungszeiten verfügbar,defibrillator,144,node/12811725601,yes,,,,,"Mo-Th 07:00-12:00, 13:00-17:00, Fr 07:00-12:00, 13:00-16:00",,TUBEForce AG,,"local_knowledge, defikarte.ch",,
12912533090,node,47.249516,9.3423229,private,,,,,,Swisscom Broadcast,Präsentationsraum,defibrillator,144,node/12912533090,yes,,-3,,,24/7,,Swisscom Broadcast,+41 800 817 620,,,limited
12951486601,node,47.4146869,9.5825136,yes,,,,,,"Pflegeheim, im Keller neben der Brandmeldeanlage",24/7,defibrillator,144,node/12951486601,yes,,-1,,,24/7,,Pflegeheim Watt,+41 71 891 15 29,"local_knowledge, defikarte.ch",,
12951488001,node,47.4056582,9.5726591,yes,,,,,,Pflegeheim beim Eingang neben der Brandmeldeanlage,24/7,defibrillator,144,node/12951488001,yes,,-1,,,24/7,,Pflegeheim Sonnenschein,+41 71 775 90 70,"local_knowledge, defikarte.ch",,
13049573701,node,47.4414189,9.6145713,yes,,,,,,Bushaltestelle Walzenhausen Bild,,defibrillator,144,node/13049573701,no,,,,,24/7,,Einwohnergemeinde Walzenhausen,+41718864980,"local_knowledge, defikarte.ch",,
13070455102,node,47.3885078,9.3856287,permissive,,,,,,Haus Bächli,Im Zwischengeschoss 2. und 3. OG,defibrillator,144,node/13070455102,yes,,2,,,Mo-Fr 07:00 - 19:00,,Gemeinschaftspraxis für Kinder und Jugendliche Teufen AGGemeinschaftspraxis für Kinder und Jugendliche Teufen AG,,"local_knowledge, defikarte.ch",,
13123013607,node,47.3911114,9.2805875,,,,,,,Haupteingang Innenbereich,während Öffnungszeiten verfügbar,defibrillator,,node/13123013607,,,0,,,Mo-Fr 08:00-16:00,,Appenzeller Bahnen,,,,
13536358001,node,47.4389863,9.5360652,permissive,,,,,,"Migros, bei bedienter Kasse (vis a vis von Selfscanning Kasse)",Während Öffnungszeiten Verfügbar,defibrillator,144,node/13536358001,yes,,,,,Mo-Fr 07:30-19:00,,,,,,
13649067101,node,47.4196914,9.5734379,,,,,,,Bushaltestelle Reute Dorf AR,,defibrillator,144,node/13649067101,no,,,,,24/7,,Gemeinde,,,,
13660696901,node,47.4041864,9.4599357,permissive,,,,,,Kinderdorf Pestalozzi Besucherzentrum,während Öffnungszeiten Verfügbar,defibrillator,144,node/13660696901,yes,,0,,,Mo-Fr 08:00-17:00,,Stiftung Kinderdorf Pestalozzi,+41 71 343 73 43,,,
13660726801,node,47.384596,9.2719289,yes,,,,,,"restaurant connect, entrance room",Available during opening hour,defibrillator,144,node/13660726801,yes,,0,,,Mo-Fr 06:00-15:00,,Huber + Suhner AG,+41 71 353 41 11,,,
13660739901,node,47.3849342,9.2722649,yes,,,,,,Entrance Huber+Suhner AG behind the welcome desk,Available during opening hours,defibrillator,144,node/13660739901,yes,,0,,,Mo-Fr 07:00-17:00,,Huber+Suhner AG,+41 71 353 43 75,,,
13695443001,node,47.3711222,9.4738865,permissive,,,,,,Haupteingang Klinik an Reception,,defibrillator,144,node/13695443001,yes,,0,,,Mo-Su 08:00-20:00,,Rehaklinik Gais,+41 58 511 21 11,,,
