osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,colour,contact:phone,defibrillator:location,description,emergency,emergency:phone,id,image,indoor,level,name,note,opening_hours,operator,outdoor,phone,ref,source,wheelchair
6976938386,node,47.1940121,8.8521178,yes,,,,,,,,Seeanlage,,defibrillator,144,node/6976938386,,no,,AED Seeanlage,,24/7,resQshock GmbH,,+41 55 460 22 44,,,yes
6976938387,node,46.9734921,8.758979,yes,,,,,,,,Feuerwehrlokal,,defibrillator,144,node/6976938387,,,,,,24/7,Samariterverein Muotathal,,+41 41 830 24 28,,,
6976938388,node,47.0426493,8.4871149,yes,,,,,,,,Rigi Klösterli Bahnstation Eingangsbereich,Eingangsbereich,defibrillator,144,node/6976938388,,yes,,,Tel. 041 811 15 55,24/7,Rigi Bahnen AG,,,,,
6976938389,node,47.0096017,8.6353428,yes,,,,,,,,Elektrizitätswerke Schwyz AG (EWS),,defibrillator,144,node/6976938389,,,,,,24/7,Elektrizitätswerk Schwyz AG,,+41 41 818 33 33,,,
6976938390,node,47.0041782,8.645532,yes,,,,,,,,Sand und Kies AG Schwyz,,defibrillator,144,node/6976938390,,,,,,24/7,Sand und Kies AG Schwyz,,+41 41 811 13 33,,,
6976938391,node,47.0736116,8.8357445,yes,,,,,,,,Nordic Haus,,defibrillator,144,node/6976938391,,,0,,,24/7,Langlaufclup Studen,,+41 55 414 50 37,,,limited
6976938392,node,47.1917053,8.8301169,yes,,,,,,,,Gemeindeverwaltung im Zwischengang,,defibrillator,144,node/6976938392,,no,,,,24/7,Gemeinde Altendorf,,+41 55 451 77 77,,,
6976938393,node,47.1486359,8.7292388,yes,,,,,,,,Schulhaus,,defibrillator,144,node/6976938393,,,,,,24/7,Samariterverein Einsiedeln,,+41 55 534 41 48,,,
6976938394,node,47.1275382,8.7453386,yes,,,,,,,,Raiffeisenbank,,defibrillator,144,node/6976938394,,,,,,24/7,Samariterverein Einsiedeln,,+41 55 534 41 48,,,
6976938395,node,47.020052,8.6502169,yes,,,,,,,,Amt für Migration,,defibrillator,144,node/6976938395,,,,,,24/7,Amt für Migration,,+41 41 819 12 85,,,
6976938396,node,47.0810607,8.4393594,yes,,,,,,,,Monséjour Zentrum am See,,defibrillator,144,node/6976938396,,,,,,24/7,Monséjour Abwart,,+41 41 850 30 20,,,
6976938397,node,47.0214408,8.649038,yes,,,,,,,,Steuerverwaltung,,defibrillator,144,node/6976938397,,no,,,,24/7,Steuerverwaltung,,+41 41 819 23 45,,,
6976938398,node,47.0496519,8.6118478,yes,,,,,,,,Schwyzer Kantonalbank,,defibrillator,144,node/6976938398,,,,,,24/7,Gemeinde Steinen,,+41 41 833 81 00,,,
6976938399,node,47.213806,8.8038225,yes,,,,,,,,Heim St. Antonius,,defibrillator,144,node/6976938399,,no,,,,24/7,Heim St. Antonius,,+41 55 415 50 83,,,
6976938400,node,47.000904,8.6160685,yes,,,,,,,,Parkplatz Friedhof,,defibrillator,144,node/6976938400,,,,,,24/7,Gemeinde Ingenbohl-Brunnen,,+41 41 825 05 62,,,
6976938401,node,47.0264061,8.6327838,yes,,,,,,,,Sicher Schilter,,defibrillator,144,node/6976938401,,,,,,24/7,Rettungsdienst Schwyz AG,,+41 41 811 15 55,,,
6976938402,node,47.0964883,8.462845,yes,,,,,2025-07-19,,,Dorfladen,,defibrillator,144,node/6976938402,,,,,,24/7,Rettungsdienst Küssnacht,,+41 79 101 93 00,,,
6976938404,node,47.10561,8.9198493,yes,,,,,,,,Gemeindeverwaltung,,defibrillator,144,node/6976938404,,,,,,24/7,Gemeinde Innerthal,,+41 55 446 11 49,,,
6976938405,node,47.1227835,8.8975343,yes,,,,,,,,Mehrzweckgebäude,,defibrillator,144,node/6976938405,,,,,,24/7,Gemeinde Vorderthal,,+41 55 446 60 01,,,
6976938406,node,47.0274855,8.5222035,yes,,,,,,,,Bergstation Rigi Scheidegg,Im Eingangsbereich,defibrillator,144,node/6976938406,,yes,,,Tel. 041 811 15 55,24/7,Rigi Bahnen AG,,,,,
6976938407,node,47.0077044,8.7105015,yes,,,,,,,,Berggasthaus Hand,,defibrillator,144,node/6976938407,,,,,,24/7,Berggasthaus Hand,,+41 41 811 23 62,,,
6976938408,node,47.2004128,8.7218157,yes,,,,,,,,Aussenwand Badihaus,,defibrillator,144,node/6976938408,,yes,,,,24/7,Gemeinde Wollerau,,+41 79 129 77 00,,,
6976938409,node,47.1999026,8.752413,yes,,,,,,,,"Parkplatzseitig, rechts am Kassenschalter",,defibrillator,144,node/6976938409,,,,,,24/7,Gemeinde Freienbach,,+41 79 629 54 30,,,
6976938410,node,47.0210058,8.7030502,yes,,,,,,,,Bergstation Restaurant Gipfelstubli,Im Eingangsbereich links,defibrillator,144,node/6976938410,,,,,,24/7,Luftseilbahn Rotenfluebahn AG,,+41 41 819 70 00,,,
6976938411,node,47.0558885,8.5356205,yes,,,,,,,,"Frohsinn, Zentrum für aktives Alter, im Eingangsbereich",,defibrillator,144,node/6976938411,,,,,,24/7,"Frohsinn, Zentrum für aktives Alter",,+41 41 859 03 77,,,
6976938412,node,46.9950307,8.5991887,yes,,,,,,,,Hallenbad,,defibrillator,144,node/6976938412,,no,,,,24/7,Gemeinde Ingenbohl-Brunnen,,+41 41 825 05 62,,,
6976938413,node,46.9980729,8.6122984,yes,,,,,,,,Dreifachturnhalle,,defibrillator,144,node/6976938413,,,,,,24/7,Gemeinde Ingenbohl-Brunnen,,+41 41 825 05 62,,,
6976938414,node,46.9815211,8.6184715,yes,,,,,,,,Tourist Info Pavillon,,defibrillator,144,node/6976938414,,no,,,,24/7,Gemeinde Morschach,,+41 41 825 13 30,,,
6976938415,node,46.9471062,8.6658732,yes,,,,,,,,"Schulhaus, bei WC Anlage",,defibrillator,144,node/6976938415,,,,,,24/7,Gemeinde Riemenstalden,,+41 41 820 03 23,,,
6976938416,node,47.1882653,8.7488363,yes,,,,,,,,Primarschulhaus,,defibrillator,144,node/6976938416,,,,,,24/7,Schulhausabwart,,+41 44 784 43 22,,,
6976938418,node,46.9864052,8.7141906,yes,,,,,,,,Schulhaus,,defibrillator,144,node/6976938418,,,,,,24/7,Samariterverein Muotathal,,+41 41 830 24 28,,,
6976938419,node,47.0156166,8.6481037,yes,,,,,,,,"Mythen Center Aussenbereich, Eingang Schmiedgasse",,defibrillator,144,node/6976938419,,no,,,,24/7,Keller Apotheke,,+41 58 800 20 20,,,
6976938420,node,47.0453865,8.5489517,yes,,,,,2024-03-10,,,"Spitex Regio Arth-Goldau - Rechte Seite des Gebäudes, montiert an der Wand unter dem Balkon",,defibrillator,144,node/6976938420,,,0,,,24/7,Spitex Regio Arth-Goldau,,+41 41 859 14 00,,,
6976938421,node,46.9965689,8.6070299,yes,,,,,,,,Schwyzer Kantonalbank,,defibrillator,144,node/6976938421,,no,,,,24/7,Gemeinde Ingenbohl,,+41 58 800 20 20,,,
6976938422,node,47.1049058,8.6769322,yes,,,,,,,,Gemeindeverwaltung,,defibrillator,144,node/6976938422,,no,,,,24/7,Gemeindeverwaltung Rothenthurm,,+41 41 839 80 20,,,
6976938423,node,47.0314567,8.6444616,yes,,,,,,,,"Verkehrsamt Schwyz, Haupteingang links",,defibrillator,144,node/6976938423,,,,,,24/7,Baudepartement des Kt. Schwyz,,+41 41 819 25 26,,,
6976938424,node,47.0674736,8.6499062,yes,,,,,,,,Bergstation Mostelberg,,defibrillator,144,node/6976938424,,,,,,24/7,Sattel-Hochstuckli AG,,+41 41 836 80 80,,,
6976938425,node,47.0827626,8.6357253,yes,,,,,,,,Turnhalle Schulhaus,,defibrillator,144,node/6976938425,,,,,,24/7,"Samariterverein Sattel, Albert Holdener",,+41 78 662 38 24,,,
6976938426,node,47.0498173,8.5479193,yes,,,,,2024-03-10,,,Schwyzer Kantonalbank,,defibrillator,144,node/6976938426,,no,0,,,24/7,Schwyzer Kantonalbank,yes,+41 58 800 20 20,,,
6976938427,node,47.0246295,8.652912,yes,,,,,,,,"Kantonsschule Kollegium, Haupteingang",,defibrillator,144,node/6976938427,,,,,,24/7,"Kollegium Schwyz, Verwaltung",,+41 41 819 77 00,,,
6976938428,node,47.0332015,8.5840022,yes,,,,,,,,,,defibrillator,144,node/6976938428,,no,,,,24/7,,,,,,
6976938429,node,47.0734204,8.4345293,yes,,,,,,,,Strandbad,,defibrillator,144,node/6976938429,,,,,,24/7,Rettungsdienst Küssnacht,,+41 79 101 93 00,,,
6976938430,node,47.0511799,8.5495852,yes,,,,,,,,"Alterszentrum Mythenpark, im Windfang",,defibrillator,144,node/6976938430,,,,,,24/7,Alterszentrum Mythenpark,,+41 41 859 09 59,,,
6976938432,node,47.0631629,8.5241356,yes,,,,,,,,Schulhaus Hofmatt,,defibrillator,144,node/6976938432,,no,,,,24/7,Gemeindeverwaltung Arth,,+41 41 859 02 02,,,
6976938434,node,47.1269447,8.7492653,yes,,,,,,,,Am Gebäude der Engel-Apotheke,,defibrillator,144,node/6976938434,,,,,,24/7,Engel-Apotheke Einsiedeln AG,,+41 55 418 81 41,,,
6976938435,node,47.0820127,8.43977,yes,,,,,,,,"Schwyzer Kantonalbank, 24h-Zone",,defibrillator,144,node/6976938435,,yes,,,,24/7,Schwyzer Kantonalbank,,+41 58 800 20 20,,,
6976938437,node,47.0487769,8.5478226,yes,,,,,,,,"Bahnstation Hochperron, Rigi Bahnen AG",,defibrillator,144,node/6976938437,,yes,,,,24/7,Rigi Bahnen AG,,+41 41 811 15 55,,,
6976938438,node,47.0534142,8.4741581,yes,,,,,,,,Schalterraum Bahnstation Rigi Bahnen AG,,defibrillator,144,node/6976938438,,yes,,,Tel. 041 811 15 55,24/7,Rigi Bahnen AG,,,,,
6976938439,node,47.1886914,8.7052644,yes,,,,,,,,Freizeitpark Erlenmoos,,defibrillator,144,node/6976938439,,,,,,24/7,Gemeinde Wollerau,,+41 79 848 37 73,,,
6976938440,node,47.196424,8.7210478,yes,,,,,2026-01-26,,,Parkhaus,,defibrillator,144,node/6976938440,https://data.geo.sz.ch/public/Themen/A079a/Bilder/Wollerau_5/5.jpg,no,,,,24/7,Gemeinde Wollerau,,+41 79 129 77 00,,,
6976938441,node,47.1762643,8.7161844,yes,,,,,,,,Eingang Sporthalle Maihof,,defibrillator,144,node/6976938441,,,,,,24/7,Schulhausabwart,,+41 43 888 25 49,,,
6976938442,node,47.020948,8.6523288,yes,,,,,,,,Am Gebäude der Apotheke Hofmatt,,defibrillator,144,node/6976938442,,no,,,,24/7,Apotheke Hofmatt,,+41 41 811 56 16,,,
6976938443,node,46.9942368,8.6054383,yes,,,,,,green,,Am Gebäude der Apotheke Rütli,Apotheke Rütli,defibrillator,144,node/6976938443,,no,,,,24/7,Gemeinde Ingenbohl-Brunnen,,+41 41 825 05 62,,,yes
6976938444,node,47.2029111,8.7782246,yes,,,,,,,,Bahnhof SBB,,defibrillator,144,node/6976938444,,no,0,,,24/7,Gemeinde Freienbach,,+41 79 478 55 99,,,limited
6982050773,node,47.2002003,8.7791222,yes,,,,,,,,Im Eingangsbereich des Pflegeheims,,defibrillator,144,node/6982050773,,yes,0,,,24/7,,,,,,
6985057450,node,47.1814845,8.9009119,customers,,,,,,,,Im Eingangsbereich der Turnhalle,,defibrillator,144,node/6985057450,,yes,0,,,24/7,,,,,,
6992954768,node,47.1731128,8.9291369,,,,,,,,,vor Bistro Kiosk Post,,defibrillator,144,node/6992954768,,no,,,,24/7,ResQshock GmbH,,,,,
6992994100,node,47.1752641,8.9425744,,,,,,,,,vor Schwanen Apotheke,,defibrillator,144,node/6992994100,,no,,,,24/7,,,,,,
7041623546,node,47.1755143,8.9469618,,,,,,,,,vor Haupteingang,,defibrillator,144,node/7041623546,,no,,,,24/7,MuKidi Familienzentrum am Park,,,,,
7637818553,node,47.0552008,8.4837861,yes,,,,,2025-09-16,,+41 41 811 15 55,Bergbahnen Rigi Kulm,Warteraum Seite Bergkapelle,defibrillator,144,node/7637818553,,yes,,Rigi Kulm,,24/7,,,,,,
7637818872,node,47.0833925,8.4416823,,,,,,,,,,,defibrillator,144,node/7637818872,,,,"Ã„rztezentrum Kelmatt, Praxis",,,,,,,,
7637818873,node,47.083513,8.4361138,,,,,,,,,,in der Praxis,defibrillator,144,node/7637818873,,,,"Baumann Katja, Dotfpraxis",,,,,,,,
7637818874,node,47.0859929,8.4405852,,,,,,,,,,"Vor dem Zahnarzt Praxis im Gang, 1. Stock",defibrillator,144,node/7637818874,,,,"Gesundheitszentrum Rigi,Praxis",,,,,,,,
7637818875,node,47.0888387,8.4319324,,,,,,,,,,vor Sekretariat,defibrillator,144,node/7637818875,,,,Golfclub Küssnacht,,,,,,,,
7637818876,node,47.0825096,8.4387422,,,,,,,,,,,defibrillator,144,node/7637818876,,,,"Gössi Beatrice, Praxis",,,,,,,,
7637818877,node,47.080912,8.4393577,yes,,,,,,,,,Eingang,defibrillator,144,node/7637818877,,,,Kirchenzentrum Monsejour,,24/7,,,,,,
7637818878,node,47.1078863,8.4500594,yes,,,,,,,,"EG, im Speditionsbüro 0455LTM",Gelber Koffer Empfang EG,defibrillator,144,node/7637818878,,yes,0,Lifetec Hofstetter PCB AG,,Mo-Fr 00:00-00:00,Lifetec AG Schweiz,,+41800 122 144,,,
7637818879,node,47.1066528,8.4501942,,,,,,,,,,Büro Filialleiter,defibrillator,144,node/7637818879,,,,Lifetec Müller Handels AG,,,,,,,,
7637818880,node,47.0834866,8.44121,,,,,,,,,,Kundendienst,defibrillator,144,node/7637818880,,,,Migros,,,,,,,,
7653018012,node,47.1950231,8.8200103,yes,,,,,,,,Beim Badehäuschen,,defibrillator,144,node/7653018012,,no,,,,24/7,Gemeinde Altendorf,,,,,
7723731351,node,47.1324452,8.7498392,,,,,,,,,Im Altersheim Gerbe,,defibrillator,144,node/7723731351,,yes,,,,,,,,,,
7723731352,node,47.1217951,8.7421051,,,,,,,,,Im Altersheim Langrüti,,defibrillator,144,node/7723731352,,yes,,,,,,,,,,
7723731353,node,47.1300511,8.7398681,,,,,,,,,Bei Medico Plus AG,nur während Öffnungszeiten verfügbar,defibrillator,144,node/7723731353,,yes,,,,,,,,,,
7723731354,node,47.1261598,8.7520384,,,,,,,,,Bei Klosterpforte im Gebäude,nur während Öffnungszeiten verfügbar,defibrillator,144,node/7723731354,,yes,,,,,,,,,,
7723731355,node,47.1286502,8.7459719,,,,,,,,,Im Migros,nur während Öffnungszeiten verfügbar,defibrillator,144,node/7723731355,,yes,0,,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,
7871604517,node,47.0499472,8.557148,customers,,,,,,,,"Beim Kiosk, linke Hausseite",,defibrillator,144,node/7871604517,,,,,,Apr-Oct: Mo-Su 09:00-18:00;Nov-Mar:Mo-Su 09:00-17:00,Tierpark Goldau,,,,,yes
7880596449,node,47.0355737,8.579372,yes,,,,,,,,Gemeindeverwaltung Lauerz,,defibrillator,144,node/7880596449,,no,,,,24/7,LFZ,,,,,
7925859050,node,47.1199912,8.7351887,,,,,,,,,"Nordseite, zum Tennisplatz",,defibrillator,144,node/7925859050,,no,,,,,,,,,,
7977180584,node,47.1871533,8.8455418,yes,,,,,2022-10-14,,,Beim Shop gleich an der Ecke aufgehängt,,defibrillator,144,node/7977180584,,no,,,,24/7,Gemeinde Altendorf,,,,,
7977202585,node,47.1907141,8.8321803,yes,,,,,,,,Beim Eingang Turnhalle,,defibrillator,144,node/7977202585,,no,,,,24/7,Gemeinde Altendorf,,,,,
7977202586,node,47.1939096,8.8228217,yes,,,,,,,,"Draussem, am Bahnhoffassade, richtung Bahnhofstrasse.",,defibrillator,144,node/7977202586,,no,,,,24/7,Gemeinde Altendorf,,,,,
7977202587,node,47.1934554,8.813016,yes,,,,,,,,Bei Trafostation,,defibrillator,144,node/7977202587,,no,,,,24/7,Gemeinde Altendorf,,,,,
7977202588,node,47.1921914,8.8322782,yes,,,,,,,,Beim Eingang des Seniorenzentrum,,defibrillator,144,node/7977202588,,no,,,,24/7,,,,,,
8294500539,node,47.0448655,8.7050026,yes,,,,,,,,Aussen am Gebäude für den Ticketverkauf,,defibrillator,144,node/8294500539,,no,,,,24/7,,,,,,
8361472284,node,47.0243962,8.5898752,yes,,,,,,,,Bergstrasse 8,an der Garage (Tor),defibrillator,144,node/8361472284,,,,,,24/7,,,,,,
8361472285,node,47.0309217,8.5913029,yes,,,,,,,,Distillerie Z´Graggen,"Rechts vom Shop-Eingang, links um die Ecke bei Tanksäule",defibrillator,144,node/8361472285,,no,,,,24/7,,,,,,
8421253581,node,47.1813374,8.8795059,yes,,,,,,,,vor Seiteneingang Hornbach,,defibrillator,144,node/8421253581,,no,0,,,24/7,,,,,,yes
8446642817,node,47.1762052,8.9072039,,,,,,,,,"RuossTech AG, Glarnerstrasse 75, 8853 Siebnen",Während Öffnungszeiten,defibrillator,144,node/8446642817,,yes,,,,07:00-17:00,RuossTech AG (Firma),,+41554503044,,,
