osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,defibrillator:location,defibrillator:location:de,defibrillator:location:fr,description,emergency,emergency:phone,fixme,id,indoor,latitude,level,longitude,name,opening_hours,operator,phone,phone:CH,ref,source,survey:date,wheelchair
9917843260,node,46.1898291,6.1306906,yes,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843260,yes,,,,,,LIDL Schweiz,+41716278074,,,,,
9917843275,node,46.2136555,6.0794735,yes,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843275,yes,,,,,,LIDL Schweiz,+41716278074,,,,,
9917843304,node,46.1868519,6.1106944,yes,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843304,yes,,,,,,LIDL Schweiz,+41716278074,,,,,
9917845029,node,46.1916374,6.1446912,yes,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845029,yes,,,,,,LIDL Schweiz,+41716278074,,,,,
9917845030,node,46.2136971,6.1455443,yes,,,,,Verkaufsfläche LIDL,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845030,yes,,,,,,LIDL Schweiz,+41716278074,,,,,
9967764533,node,46.201601,6.1435111,,,,,,,,,,defibrillator,144,,node/9967764533,yes,,,,AED,,,,,,,,
10048763477,node,46.2162741,6.1395711,,,,,,"As you enter the main doors, the defibrillator is directly to your left.",,,,defibrillator,144,,node/10048763477,yes,,,,,,,,,,,,
10271695774,node,46.2611238,6.2259437,,,,,,,,,,defibrillator,144,,node/10271695774,no,,,,,,,,,,,,
10607600087,node,46.2664514,6.2108231,,,,,,Sur la place.,,,,defibrillator,144,,node/10607600087,no,,,,,,,,,,,,
10712367505,node,46.1987463,6.0857384,no,,,,,"Hopital de Loëx, rez-de-chaussé",,,pendant les heures d’ouverture ,defibrillator,144,,node/10712367505,yes,,0,,,,HUG Hopital de Loëx,,,,,,
10763310403,node,46.20283,6.14158,no,,,,,2.OG neben Drucker,,,Koffer orange,defibrillator,144,,node/10763310403,yes,,,,Walder Wyss AG,,Lifetec AG Schweiz,+41 800 122 144,,,,,
10763310404,node,46.20303,6.14043,no,,,,,1.OG beim Empfang,,,Koffer orange,defibrillator,144,,node/10763310404,yes,,,,Walder Wyss AG,,Lifetec AG Schweiz,+41 800 122 144,,,,,
10763310405,node,46.21724,6.06085,yes,,,,,"Im Eingangsbereich, Serviceempfang",,,Grüner Kasten beleuchtet,defibrillator,144,,node/10763310405,yes,,,,Galati Centre Poids Lourds SA,24/7,Lifetec AG Schweiz,+41 800 122 144,,,,,
10763310406,node,46.19008,6.11166,no,,,,,Nach Eingang Büro links hinter Tür.,,,Koffer orange,defibrillator,144,,node/10763310406,yes,,,,Kessler & Co SA,,Lifetec AG Schweiz,+41 800 122 144,,,,,
10763310407,node,46.17016,6.10796,,,,,,"Produktionshalle, nähe Büro, mitte von der Produktioshalle.",,,Koffer orange,defibrillator,144,,node/10763310407,yes,,,,Jean Gallay SA,"Mo-Fr 08:00-12:00, 13:30-16:00",Lifetec AG Schweiz,+41 800 122 144,,,,,
10763310408,node,46.19522,6.13012,yes,,,,,Befindet sich bei Kundendienst,,,Koffer orange,defibrillator,144,,node/10763310408,yes,,,,Aligro Genève-Les-Vernets,Mo-Sa 08:00-17:00,Lifetec AG Schweiz,+41 800 122 144,,,,,
10763310409,node,46.2036791,6.1428481,,,,,,1.OG;4.OG,,,Koffer Schwarz 0024LTM / 0024LTM,defibrillator,144,,node/10763310409,yes,,,,Rothschild Bank Genf,Mo - Fr 08:00-17:30,Lifetec AG Schweiz,+41 800 122 144,,0024LTM / 0024LTM,,,
10814345327,node,46.1841535,6.1392728,,,,,,À côté de la caisse du parking,,,,defibrillator,144,,node/10814345327,no,,,,,,,,,,,,
10858082105,node,46.1619266,5.9795424,yes,,,,,"caserne Epeisses, entrée principale",,,devant la porte pour le réfectoire,defibrillator,144,,node/10858082105,no,,0,,,24/7,OCPPAM,,,,,,
11034673562,node,46.2301397,6.1114944,yes,,,,,Bei der Zürich Versicherung,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/11034673562,yes,,,,,,Zürich Versicherungs-Gesellschaft,,,,,,
11037266750,node,46.20273,6.15481,no,,,,,"2.OG, Kopierraum;4.OG, bei Kopierer",,,,defibrillator,144,,node/11037266750,yes,46.20273,,6.15481,MLL Meyerlustenberger Lachenal Froriep AG,,Lifetec AG,+41 800 122 144,,,,,
11037266786,node,46.2303798,6.1118498,,,,,,Accenture,,,,defibrillator,144,,node/11037266786,yes,46.23038,3,6.11185,Accenture AG,Mo-Fr 08:00-18:00,Lifetec AG,+41 800 122 144,,,,,
11038063609,node,46.2326373,6.1151844,,,,,,Zurich HelpPoint Genève - Le Lumion,,,während den Öffnungszeiten verfügbar,defibrillator,144,,node/11038063609,yes,,,,,Mo-Fr: 07.00 - 18.00,Zürich Versicherungs-Gesellschaft AG,+41800808080,,,"local_knowledge, defikarte.ch",,
11295292025,node,46.2421126,6.3061904,,,,,,,,,,defibrillator,144,,node/11295292025,,,,,,,,,,,,,
11476056969,node,46.2721304,6.124766,,,,,,,,,,defibrillator,144,,node/11476056969,,,,,,,,,,,,,
11521352765,node,46.2339909,6.247596,,,,,,Contre un mur/on a wall,,,,defibrillator,144,,node/11521352765,no,,,,,,,,,,,,
11579569805,node,46.228724,6.1200709,,,,,,"A l'entrée à droite, puis vers les fleurs",,,,defibrillator,144,,node/11579569805,yes,,,,,,,,,,,,
11584207712,node,46.1944007,6.1345249,yes,,,,,,,,,defibrillator,144,,node/11584207712,,,,,,,,,,,,,limited
11735012269,node,46.2252683,6.1053652,,,,,,Ecole de Cointrin,,,Sur le mur de l’entrée de la salle de sport,defibrillator,144,,node/11735012269,no,,-1,,,24/7,,,,,,,
11773352869,node,46.2105024,6.1463121,yes,,,,,Hotel ibis Genève Centre Lac,,,"Hoteleingang, 24/7 zugänglich",defibrillator,144,,node/11773352869,yes,,0,,,24/7,Hotel (Firma),+41 22 849 20 20,,,,,
11778772782,node,46.2208628,6.1521047,,,,,,In the entrance room,,,,defibrillator,144,,node/11778772782,yes,,,,,,,,,,,,
11809959175,node,46.2327561,6.1123451,yes,,,,,A la sortie des caisses de la Migros,,,Pendant les heures d'ouverture,defibrillator,144,,node/11809959175,yes,,,,,,Migros,,,,,,
11844128573,node,46.1894945,6.0912518,no,,,,,Onex,,,,defibrillator,144,,node/11844128573,no,,,,,,,,,,,,
11844129179,node,46.1895941,6.0915323,no,,,,,Onex,,,,defibrillator,144,,node/11844129179,no,,,,,,,,,,,,
11844254669,node,46.1897345,6.0914867,no,,,,,Onex,,,,defibrillator,144,,node/11844254669,no,,,,,,,,,,,,
11850920092,node,46.1601577,6.0391454,yes,,,,,exterieur buvette et vestiaires stade Laconnex,,,,defibrillator,144,,node/11850920092,no,,0,,,24/7,commune de Laconnex,,,,,,
11879410369,node,46.1961503,6.1387553,yes,,,,,caisse parking ansermet,,,,defibrillator,144,,node/11879410369,no,,0,,,24/7,,,,,,,
11879431353,node,46.1446052,6.0426264,,,,,,"A l'extérieur, àcôté de la porte d'entrée de l'école",,,,defibrillator,144,,node/11879431353,no,,,,,,,,,,,,
11940245482,node,46.1546353,6.0034171,,,,,,"A l'extérieur, sous l'avant toit, à côté de la porte d'entrée",,,,defibrillator,144,,node/11940245482,no,,,,,,,,,,,,
12020214259,node,46.2636508,6.1638867,yes,,,,,"Dans l'espace public, au milieu d'une pelouse",,,,defibrillator,144,,node/12020214259,no,,0,,,,,,,,,,
12071286269,node,46.1553362,6.0900815,,,,,,Gemeindehaus,,,,defibrillator,144,,node/12071286269,no,,,,,24/7,,,,,,,
12096666653,node,46.1447574,6.0076177,,,,,,A gauche de la porte d'entrée du bâtiment,,,,defibrillator,144,,node/12096666653,no,,,,,,,,,,,,
12141363837,node,46.2112592,6.1439623,private,,15,,Rue De Lausanne,8.OG Empfang 0913LTM,,,Schwarzer Koffer,defibrillator,144,,node/12141363837,yes,,8,,,Mo-Fr 08:30-17:30,Lifetec AG,,0800122144,0913ltm,,,
12180557901,node,46.2260694,6.2232033,,,,,,salle communale de Choulex,,,derrier le bar,defibrillator,144,,node/12180557901,yes,,0,,,,commune,,,,,,
12213976220,node,46.3035236,6.2418796,,,,,,,,,,defibrillator,144,,node/12213976220,,,,,,,,,,,,,
12229936101,node,46.2876423,6.1629406,,,,,,,,,,defibrillator,144,,node/12229936101,no,,,,,,,,,,,,
12253344802,node,46.2324352,6.1108481,yes,,,,,"À droite de la porte d'entrée, fixé sur le mur",,,,defibrillator,144,,node/12253344802,no,,,,,,,,,,,,
12265954289,node,46.2030837,6.1357361,,,,,,"A la sortie du parking, vers la caisse",,,,defibrillator,144,,node/12265954289,no,,,,,,,,,,,,
12289834189,node,46.2138703,6.1524487,yes,,,,,"Sur le quai, alimenté par du solaire",,,,defibrillator,144,,node/12289834189,no,,0,,,24/7,,,,,,,
12289852079,node,46.2154396,6.1520343,yes,,,,,"Sur le quai, alimenté par du solaire",,,,defibrillator,144,,node/12289852079,no,,0,,,24/7,,,,,,,
12304859514,node,46.2787025,6.113749,yes,,,,,"Sur une borne, juste derrière le conteneur pour le recyclage des piles.",,,,defibrillator,144,,node/12304859514,no,,,,,,,,,,,,
12328454666,node,46.253324,6.1534589,,,,,,On a wall,,,,defibrillator,144,,node/12328454666,no,,,,,,,,,,,,
12328465786,node,46.2544406,6.1533101,,,,,,"On a wall, next to the ticket parking machine",,,,defibrillator,144,,node/12328465786,no,,,,,,,,,,,,
12543700576,node,46.2233491,6.0805474,,,,,,,,,,defibrillator,144,,node/12543700576,,,,,,,,,,,,,
12548742101,node,46.251997,6.2600082,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548742101,yes,,,,,,,,,,,,
12548742102,node,46.2511994,6.2552602,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548742102,no,,,,,,,,,,,,
12548742103,node,46.2477883,6.232322,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548742103,no,,,,,,,,,,,,
12548742104,node,46.2472155,6.2332856,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548742104,no,,,,,,,,,,,,
12548742105,node,46.2464308,6.2327713,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548742105,yes,,,,,,,,,,,,
12548746601,node,46.2362301,6.2614087,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548746601,no,,,,,,,,,,,,
12548746602,node,46.2345169,6.2647376,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548746602,no,,,,,,,,,,,,
12548747901,node,46.2299578,6.2596561,yes,,,,,Défibrillateur AED,,,,defibrillator,144,,node/12548747901,no,,,,,,,,,,,,
12701917201,node,46.2206355,6.1354029,permissive,,,,,"Deloitte Reception, NBC, Rue du Pré-de-la-Bichette 1, 1202 Genève",,,,defibrillator,144,,node/12701917201,yes,,9,,,Mo-Fr 8:00-18:00,,+4158 279 80 00,,,"local_knowledge, defikarte.ch",,
12718151356,node,46.2044465,6.1621693,,,,,,Sur la paroi à droite directement après la porte,,,,defibrillator,144,,node/12718151356,yes,,,,,,,,,,,,
12870694201,node,46.196147,6.1871943,yes,,,,,contre le mur de la salle communale,,,oui,defibrillator,144,,node/12870694201,no,,,,,,,,,,,,
12871167634,node,46.2316834,6.2933028,,,,,,,,,,defibrillator,144,,node/12871167634,,,,,,,,,,,,,
12905346301,node,46.2207593,6.0985118,permissive,,,,,reception batiment Bird,,,a gauche entrée reception,defibrillator,144,,node/12905346301,no,,0,,,MO-FR 08:00-18:00,Swisslife,+41795592369,,,"local_knowledge, defikarte.ch",,
12942563489,node,46.2449748,6.1933474,yes,,,,,On the left of the Camping Reception,,,,defibrillator,144,,node/12942563489,no,,,,,,CardioRea,,,,,,
12993897601,node,46.1667768,6.1071646,yes,,,,,Entrée,,,disponible pendant les heures d'ouverture,defibrillator,144,,node/12993897601,no,,,,,Mo-Fr 08:00-17:00,Galliker Transport AG,+41 62 748 82 23,,,"local_knowledge, defikarte.ch",,
13057518905,node,46.2264772,6.0841084,yes,,,,,Pfister Center,,,während Öffnungszeiten verfügbar,defibrillator,144,,node/13057518905,yes,,0,,,10:00-19:00,Möbel Pfister AG,+41 22 989 85 56,,,"local_knowledge, defikarte.ch",,
13068307402,node,46.1913103,6.0448591,,,,,,A côté de l'entrée de la salle polyvalente,,,,defibrillator,,,node/13068307402,no,,,,,,,,,,,,
13070416578,node,46.1850081,6.0433156,,,,,,,,,,defibrillator,,,node/13070416578,no,,,,,,,,,,,,
13121170601,node,46.1828578,6.1282454,yes,Grand-Lancy,6,1212,Route des Jeunes,Lapraille hinter Planzer im weissen Container 1.OG bei CTG Amt Genèven la Praille SA,,,KOFFER GELB,defibrillator,144,,node/13121170601,yes,,1,,Rail Care AG,MO-Fr 03:30-20:00,Lifetec AG,+41 800 122 144,,1603LTM,,,
13139988101,node,46.1669877,5.9916721,yes,,,,,Devant la bibliotheque,,,,defibrillator,144,,node/13139988101,yes,,0,,,24/7,,,,,,,
13139988102,node,46.169888,6.002113,yes,,,,,Devant la mairie,,,,defibrillator,144,,node/13139988102,yes,,0,,,24/7,Municipalité,,,,,,
13175832464,node,46.2961939,6.1547155,yes,,,,,Sur le mur,,,,defibrillator,,,node/13175832464,no,,,,,24/7,,,,,,,
13191340619,node,46.2441471,6.2191016,yes,,,,,Contre le mur des vestiaires,,,,defibrillator,,,node/13191340619,no,,,,,24/7,,,,,,,
13240128773,node,46.1674246,6.1149699,,,,,,"Après l'entrée principale, juste à coté de la Migros",,,,defibrillator,,,node/13240128773,yes,,,,,,,,,,,,
13272817701,node,46.1736128,6.0719397,yes,,,,,"Ancienne école du Signal, à l’entrée du bâtiment",,,,defibrillator,144,,node/13272817701,no,,,,,,Mairie Bernex,,,,,,
13272817702,node,46.1723181,6.0715457,yes,,,,,"Pavillon du foot, à l’entrée des WC",,,,defibrillator,144,,node/13272817702,no,,,,,,Mairie Bernex,,,,,,
13272824101,node,46.1721389,6.0734242,yes,,,,,"Tennis club, à l’entrée des vestiaires",,,,defibrillator,144,,node/13272824101,no,,,,,,Mairie Bernex,,,,,,
13272831001,node,46.1749605,6.0651612,yes,,,,,"Ecole de Robert Hainard, à l’entrée de la salle polyvalente vers les boites aux lettres et à l’entrée côté parking",,,,defibrillator,144,,node/13272831001,no,,,,,,Mairie Bernex,,,,,,
13272831002,node,46.1782142,6.0742773,yes,,,,,"Salle communale de Luchepelet, à l’entrée des cuisines",,,,defibrillator,144,,node/13272831002,no,,,,,,Mairie Bernex,,,,,,
13272837301,node,46.1626932,6.0681433,yes,,,,,"Ecole de Lully, à l’entrée de la salle de gym",,,,defibrillator,144,,node/13272837301,no,,,,,,Mairie Bernex,,,,,,
13361581001,node,46.1825332,6.1296889,yes,,,,,"DANS LE BATIMENT, A LA RECEPTION A DROITE",,,Disponible pendant les horaires d'ouvertures,defibrillator,144,,node/13361581001,yes,,0,,,7:30-17:00,ENTREPRISE MANUTENTION ET CHARIOTS,+41 22 342 55 30,,,,,
13372718820,node,46.1784307,5.9980815,,,,,,,,,,defibrillator,,,node/13372718820,no,,,,,,,,,,,,
13506632101,node,46.1654181,6.1069616,permissive,,,,,Locaux GPA SA,,,,defibrillator,144,,node/13506632101,yes,,5,,,24/7,Ets privée,+41 79 648 87 54,,,,,
13506709201,node,46.2137726,6.0347906,yes,,,,,rue des Etourneaux 12,,,A coté de la porte de l’allée.,defibrillator,144,,node/13506709201,no,,0,,,24/7,Ne sais pas,,,,,,
13509980801,node,46.213984,6.0343354,yes,,,,,rue des Etourneaux 10,,,devant la porte de l’immeuble,defibrillator,144,,node/13509980801,no,,0,,,24/7,ne sais pas,,,,,,
13521737201,node,46.2566035,6.1407885,yes,,,,,centre sportif vigne blanche,,,,defibrillator,144,,node/13521737201,no,,0,,,,Bellevue,,,,,,
13638964101,node,46.1938158,6.1516325,customers,,,,,au 3 ème étage=niveau du sol côté Champel ,,,,defibrillator,,,node/13638964101,yes,,,,,,unige,,,,,,
13647457245,node,46.2317742,6.1051073,,,,,,,,,,defibrillator,,,node/13647457245,yes,,0,,,,,,,,,,
13782738401,node,46.2049355,6.0979298,yes,,,,,Lignon cité,,,,defibrillator,,,node/13782738401,no,,,,,,,,,,,,
