osm_id,osm_type,lat,lon,access,access:conditional,addr:city,addr:housenumber,addr:postcode,addr:street,addr:street:en,check_date,covered,defibrillator:location,description,description:en,emergency,emergency:phone,fixme,id,image,image:license,indoor,latitude,level,location,longitude,name,opening_hours,operator,phone,phone:mobile,postal_code,ref,source,website,wheelchair,wheelchair:description
7559459424,node,47.4647049,8.9963222,yes,,,,,,,,,"Schulhaus Grünau, Grünaustrasse 18, 8370 Sirnach, beim Eingang der Sekundarschule, an einer Säule links vor dem Eingang",,,defibrillator,144,,node/7559459424,,,no,,,,,,24/7,Gemeinde Sirnach,,,,,,,,
7559459425,node,47.4662589,8.991411,yes,,,,,,,,,"Mehrzweckgebäude Kett, Kettstrasse 28, 8370 Sirnach, beim Feuerwehrdepot, in der Mitte beim roten Bereich rechts",,,defibrillator,144,,node/7559459425,C:\Users\SA0JSCHL\Desktop\Foto Defibrillator Kett.JPG,,no,,,,,,24/7,Gemeinde Sirnach,,,,,,,,
7559459426,node,47.4705906,8.9999458,yes,,,,,,,,,"EW Sirnach AG, Mattenrainstrasse 9, 8370 Sirnach, bei der EW-Sirnach AG, rechts um die Ecke neben den E-Tankstellen, an der Wand rechts neben der Türe",,,defibrillator,144,,node/7559459426,,,no,,,,,,24/7,,,,,,,,,
7568207583,node,47.5070989,9.412086,yes,,,,,,,,,Gebäude 209 MoMö,,,defibrillator,144,,node/7568207583,,,,,,,,,24/7,,,,,,,,,
7592934224,node,47.5433357,9.3000153,yes,,,,,,,,,Beim Bademeister,,,defibrillator,144,,node/7592934224,,,,,,,,,24/7,,,,,,,,,
7592934225,node,47.5891649,9.3330735,yes,,,,,,,,,Bei der Rezeption des Campings,,,defibrillator,144,,node/7592934225,,,,,,,,,24/7,,,,,,,,,
7650062375,node,47.5123385,9.422729,yes,,,,,,,,,Einsatzfahrzeuge (3 mobile Defis),"Kommandofahrzeug 1x, TLF 1x, Sani-Fz 1x",,defibrillator,144,,node/7650062375,,,,,,,,,,,,,,,,,,
7650062376,node,47.5161518,9.4349653,yes,,,,,,,,,Haupteingang Parterre rechts Büro Abteilung Sicherheitsdienste,,,defibrillator,144,,node/7650062376,,,,,,,,,,,,,,,,,,
7650062377,node,47.5194433,9.4333371,yes,,,,,,,,,Halle im Schrank,Defi-Signet Kennzeichnung,,defibrillator,144,,node/7650062377,,,,,,,,,,,,,,,,,,
7650062378,node,47.5192476,9.4339594,yes,,,,,,,,,Haupteingang rechts an der Wand,,,defibrillator,144,,node/7650062378,,,no,,,,,,24/7,,,,,,,,,
7650062379,node,47.5242469,9.4206718,yes,,,,,,,,,Durchgang Reception / Aufenthaltsraum,,,defibrillator,144,,node/7650062379,,,no,,,,,,24/7,,,,,,,,,
7650062381,node,47.5184497,9.4361615,yes,,,,,,,,,Gegenüber Kassenhaus beim Haupteingang,,,defibrillator,144,,node/7650062381,,,,,,,,,24/7,,,,,,,,,
7650062382,node,47.5137382,9.4380349,yes,,,,,,,,,vis-a-vis Bootstankstelle an Wand,bei den öffentlichen WC,,defibrillator,144,,node/7650062382,,,,,,,,,24/7,,,,,,,,,
7650062383,node,47.5090883,9.4215596,yes,,,,,,,,,Ebene Spielfeld im Sanitätszimmer,,,defibrillator,144,,node/7650062383,,,,,,,,,,,,,,,,,,
7650062384,node,47.5206533,9.4209266,yes,,,,,,,,,Garderobe Lehrer,,,defibrillator,144,,node/7650062384,,,,,,,,,,,,,,,,,,
7650099585,node,47.5155631,9.4272378,yes,,,,,,,,,1. UG vor TUrnhalle,,,defibrillator,144,,node/7650099585,,,,,,,,,,,,,,,,,,
7650099586,node,47.5150559,9.4333291,yes,,,,,,,,,Haupteingang rechts vor Turnhalle,,,defibrillator,144,,node/7650099586,,,,,,,,,,,,,,,,,,
7650099587,node,47.5063506,9.4207549,yes,,,,,,,,,Turnhalle Erdgeschoss neben Garderobe im Vorraum Heizungskelle,Türe gekennzeichnet mit Defi-Signet,,defibrillator,144,,node/7650099587,,,,,,,,,,,,,,,,,,
7650099588,node,47.5066315,9.4195184,yes,,,,,,,,,Durchgang zwischen innen und aussen Garderobe,,,defibrillator,144,,node/7650099588,,,,,,,,,,,,,,,,,,
7656504598,node,47.4374167,8.9759317,yes,,,,,,,,,Haupteingang,Bei Firma Urs Schatt Tiefbau,,defibrillator,144,,node/7656504598,,,,,,,,,24/7,,,,,,,,,
7660699268,node,47.4280909,8.9677674,yes,,,,,,,,,Eingang zur Hörnli Halle,Rund um die Uhr verfügbar,,defibrillator,144,,node/7660699268,,,,,,,,,24/7,,,,,,,,,
7746261011,node,47.4903114,8.899202,yes,,,,,,,,,Beim Procamed Hauptsitz,,,defibrillator,144,,node/7746261011,,,no,,,,,,24/7,,,,,,,,,
7746298075,node,47.5490731,8.9098209,yes,,,,,,,,,Im Parkhaus bei der Kasse,,,defibrillator,144,,node/7746298075,,,yes,,,,,,24/7,,,,,,,,,
7746520891,node,47.5654125,8.9100873,customers,,,,,,,,,"Beim Eingang, im Laden",,,defibrillator,144,,node/7746520891,,,yes,,0,,,,,Jumbo,,,,,,,limited,
7749932442,node,47.5367596,9.4006902,yes,,,,,,,,,Außenwand Gebäude,,,defibrillator,144,,node/7749932442,,,,,,,,,,,,,,,,https://www.aed.ch/,,
7816744864,node,47.5093406,9.4316178,yes,,,,,,,,,"Gleich beim Eingang links, Admin-Tresen",Ausserhalb Öffnungszeiten über Pflegeabteilung per Klingel erreichbar,,defibrillator,144,,node/7816744864,,,yes,,,,,,Mo-Su 07:00-22:30,Casa Giesserei AG,,,,,,,,
7860331949,node,47.6637056,8.9776888,yes,,,,,,,,,Aussenkasten am Gebäude vom Sozialen Dienst,AED ist 24h verfügbar,,defibrillator,144,,node/7860331949,,,no,,,,,,24/7,,,,,,,,,
7860331950,node,47.6665525,8.9816101,yes,,,,,,,,,Aussenkasten am Gemeindehaus / Seestrasse 123,,,defibrillator,144,,node/7860331950,,,no,,,,,,24/7,www.first-responder.ch,,,,,,,,
7860331951,node,47.6648364,8.9856751,yes,,,,,,,,,Aussenkasten am Feuerwehrdepot,AED ist 24h verfügbar,,defibrillator,144,,node/7860331951,,,,,,,,,24/7,,,,,,,,,
7959195670,node,47.6475902,9.1807344,yes,,,,,,,,,im Gebäude P,,,defibrillator,144,,node/7959195670,,,yes,,,,,,"Mo-Th 07:30-12:00,13:15-17:00, Fr 07:30-15:00",,,,,,,,,
7959247837,node,47.5095569,9.2608441,yes,,,,,,,,,im Restaurant,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7959247837,,,,,,,,,,,,,,,,,,
7959247838,node,47.5098436,9.2619617,yes,,,,,,,,,im C-Büro,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7959247838,,,,,,,,,,,,,,,,,,
7959250846,node,47.6452282,9.1990025,yes,,,,,,,,,bei der Kasse,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7959250846,,,no,,,,,,,,,,,,,,,
7959250847,node,47.6457143,9.2011429,yes,,,,,,,,,Im Bistro,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7959250847,,,no,,,,,,,,,,,,,,,
7959251586,node,47.6460435,9.1805198,yes,,,,,,,,,Campus Aula,,,defibrillator,144,,node/7959251586,,,yes,,,,,,"Mo-Th 07:30-12:00,13:15-17:00, Fr 07:30-15:00",,,,,,,,,
7959251587,node,47.6460244,9.1816647,yes,,,,,,,,,Lehrerzimmer Sportanlagen,,,defibrillator,144,,node/7959251587,,,yes,,,,,,"Mo-Th 07:30-12:00,13:15-17:00, Fr 07:30-15:00",,,,,,,,,
7991115073,node,47.6445507,9.1944055,yes,,,,,,,,,bei Mercedes-Benz im Werkstattleiterbüro,,,defibrillator,144,,node/7991115073,,,yes,,,,,,Mo-Fr 07:00-18:00; Sa 09:00-17:00,Auto Lang,,,,,,,,
8015703128,node,47.5672974,8.9066385,yes,,,,,,,,,,,,defibrillator,144,,node/8015703128,,,no,,0,,,,24/7,Aivia,,,,,,,limited,
8025656651,node,47.5666308,8.9088714,yes,,,,,,,,,Mercedes Benz: Kundenwartezone / Bistro,,,defibrillator,144,,node/8025656651,,,no,,,,,,"Mo-Fr 07:00-18:00, Sa 09:00-17:00",,,,,,,,,
8236879420,node,47.6344054,9.0051463,yes,,,,,,,,,Rechts neben der Haupteingangstüre,24h öffentlich zugänglich,,defibrillator,144,,node/8236879420,,,yes,,,,,,24/7,Politische Gemeinde Homburg (Ressort Sicherheit),+41 58 346 13 56,,,,,,,
8236884867,node,47.6313692,8.9677602,yes,,,,,,,,,"Links aussen, wenn man vor der Ladentüre steht.",24h öffentlich verfügbar,,defibrillator,144,,node/8236884867,,,no,,,,,,24/7,Politische Gemeinde Homburg (Ressort Sicherheit),+41 58 346 13 56,,,,,,yes,
8382752968,node,47.5040199,9.3586328,yes,,,,,,,,,Perron Gleis 2 / 3,,,defibrillator,144,,node/8382752968,,,no,,,,,,24/7,SOB,+41 58 580 70 70,,,,,,limited,You need an Eurokey to use the stair lift.
8382799472,node,47.4856565,9.3917764,yes,,,,,,,,,Perron Gleis 1 / 2,,,defibrillator,144,,node/8382799472,,,no,,,,,,24/7,SOB,+41 58 580 70 70,,,,,,,
8382799843,node,47.5387477,9.3758444,yes,,,,,,,,,Aufnahmegebäude,,,defibrillator,144,,node/8382799843,,,no,,,,,,24/7,SOB,+41 58 580 70 70,,,,,,,
8410716123,node,47.5401154,8.8502945,yes,,,,,,,,,Eingang Gemeindekanzlei bei den Briefkästen,,,defibrillator,144,,node/8410716123,,,no,,,,,,24/7,Politische Gemeinde Gachnang,+41 58 346 28 28,,,,,,,
8417406017,node,47.501323,9.3965754,yes,,,,,,,,,Eingang Verwaltungsgebäude / Kindergarten,,,defibrillator,144,,node/8417406017,,,no,,,,,,24/7,"Primarschulgemeinde Roggwil TG, Schulverwaltung",+41 71 454 66 41,,,,,,,
8422259328,node,47.6546939,9.1317624,yes,,,,,,,,,Befindet sich im Überdachten Eingangsbereich des Schulhauses Castell,,,defibrillator,144,,node/8422259328,,,no,,,,,,24/7,Volksschulgemeinde Tägerwilen / Schulverwaltung,+41 71 666 85 85,,,,,,,
8422268431,node,47.6570465,9.1305888,yes,,,,,,,,,Eingangsbereich der 3-Fachturnhalle neben der Glastüre / Überdacht,,,defibrillator,144,,node/8422268431,,,no,,0,,,,24/7,Volksschulgemeinde Tägerwilen / Schulverwaltung,+41 71 666 85 85,,,,,,yes,
8445496417,node,47.5668098,9.1065909,yes,,,,,,,,,"Im Eingangsbereich der Raiffeisenbank, rechts neben dem Geldautomaten, weisser Metallkasten.",während den Öffnungszeiten offen,,defibrillator,144,,node/8445496417,,,yes,,0,,,,,Raiffeisen Mittelthurgau,,,,,,,yes,
8445661617,node,47.6215678,9.1953674,yes,,,,,,,,,Werkhof Lengwil / Feuerwehrdepot,,,defibrillator,144,,node/8445661617,,,no,,,,,,24/7,,,,,,,,,
8460775817,node,47.5934578,9.3166726,yes,,,,,,,,,Kirchgemeindehaus,In Box an Fassade,,defibrillator,144,,node/8460775817,,,no,,,,,,24/7,,,,,,,,,
8481817691,node,47.579855,8.9498556,yes,,,,,,,,,Beim Empfang im 1.Stock,,,defibrillator,144,,node/8481817691,,,yes,,,,,,Mo-Fr 07:00-17:00,B. Heer AG,+41 71 313 94 94,,,,,,,
8486039717,node,47.5695866,8.8830751,yes,,,,,,,,,Ausbildungszentrum Galgenholz,,,defibrillator,144,,node/8486039717,,,yes,,,,,,Mo -Fr 08:00 - 17:00,Amt für Bevölkerungsschutz und Armee,+41583456161,,,,,,,
8521054294,node,47.5752312,8.9413943,,,,,,,,,,in der Turnhalle,während Hallenöffnungszeiten verfügbar,,defibrillator,144,,node/8521054294,,,yes,,,,,,"Mo-Fr 07:00-12:00, 13:00-18:00","Severin Curiger, Hauswart",+41 52 766 02 41,,,,,,,
8521070901,node,47.5756486,8.9445902,yes,,,,,,,,,Haupteingang links an der Wand,,,defibrillator,144,,node/8521070901,,,no,,,,,,24/7,"Severin Curiger, Hauswart",+41 52 766 02 41,,,,,,,
8523403519,node,47.5572258,8.8962768,,,,,,,,,,Passage Frauenfeld,1. UG Kundendienst Migros,,defibrillator,144,,node/8523403519,,,yes,,,,,,Mo-Fr 09:00-20:00; Sa 09:00-17:00,,,,,,,,,
8523422317,node,47.5572258,8.8962768,,,,,,,,,,Passage Frauenfeld,1. UG Kundendienst Migros,,defibrillator,144,,node/8523422317,,,yes,,,,,,Mo-Fr 09:00-20:00; Sa 09:00-17:00,Migros,,,,,,,,
8540800018,node,47.6612548,8.7024233,yes,,,,,,,,yes,"Gemeindehaus Schlatt TG, neben Haupteingang",,,defibrillator,144,,node/8540800018,,,no,,0,,,,24/7,Gemeinde Schlatt,,,,,,,yes,
8544840017,node,47.6687859,9.083912,,,,,,,,,,Raiffeisenbank,während Öffnungszeit der Bank,,defibrillator,144,,node/8544840017,,,yes,,,,,,"Mo-Fr 08:30-12:00,13:30-16:30; Tu,PH off",Raiffeisenbank,,,,,,,,
8544843017,node,47.6678681,9.083445,no,,,,,,,,,Mehrzweckhalle Schule,während Schulzeiten - im Eingang rechts,,defibrillator,144,,node/8544843017,,,yes,,,,,,,Gemeinde Ermatingen,,,,,,,,
8547958587,node,47.479612,9.2541632,yes,,,,,,,,,Feuerwehrdepot / Weiherdamm bei der Einfahrt zum Bauamt,,,defibrillator,144,,node/8547958587,,,yes,,,,,,24/7,Samariterverein Hauptwil-Gottshaus / Nadja Rohr,+41 79 513 22 76,,,,,,,
8550783963,node,47.4969218,8.9046996,yes,,,,,,,,,An der Aussenwand zum Parkplatz,,,defibrillator,144,,node/8550783963,,,no,,,,,,24/7,Fussballplatz Aadorf Unterwiesen,+41 79 229 55 20,,,,,,,
8550783965,node,47.4910577,8.8996257,yes,,,,,,,,,In der Eingangshalle,während Öffnungszeiten verfügbar,,defibrillator,144,,node/8550783965,,,yes,,,,,,,,,,,,,,,
8550783968,node,47.4931632,8.905583,,,,,,,,,,Wand bei der Zuschauertribüne,während Öffnungszeiten verfügbar,,defibrillator,144,,node/8550783968,,,yes,,,,,,,,,,,,,,,
8550783971,node,47.4897677,8.9099651,,,,,,,,,,Privatklinik Aadorf,während Öffnungszeiten verfügbar,,defibrillator,144,,node/8550783971,,,yes,,,,,,,,,,,,,,,
8550783972,node,47.4980435,8.8965007,,,,,,,,,,Toggenburger AG,während Öffnungszeiten verfügbar,,defibrillator,144,,node/8550783972,,,yes,,,,,,,,,,,,,,,
8550783974,node,47.4853504,8.9052962,,,,,,,,,,Halle E (Sanitätsraum),,,defibrillator,144,,node/8550783974,,,yes,,0,,,,Mo-Fr 07:00-17:00,Griesser AG,,,,,,,,
8552327943,node,47.4898724,8.9049351,yes,,,,,,,,,"Im Alterszentrum, Garderobe Cafeteria",während Öffnungszeiten verfügbar,,defibrillator,144,,node/8552327943,,,yes,,,,,,,Alterszentrum Aaheim,+41 52 368 82 27,,,,,,,
8554825386,node,47.545161,9.2135528,yes,,,,,,,,,Altes Feuerwehrdepot in Buchackern,,,defibrillator,144,,node/8554825386,,,no,,,,,,24/7,,,,,,,,,
8557009126,node,47.5656906,8.9055401,yes,,,,,,,,,1.OG vor Eingang zur Zustellfiliale der Briefpost Thurgau (Post CH AG),,,defibrillator,144,,node/8557009126,,,yes,,,,,,Mo-Fr 06:00-19:30,,,,,,,,,
8557085832,node,47.6218979,9.0586989,yes,,,,,,,,,Hinter der Rezeption (rechts nach dem Hoteleingang),24h für Hotelgäste / 07.00 bis 24.00 Uhr öffentlich,,defibrillator,144,,node/8557085832,,,yes,,,,,,24/7,Wellnesshotel Golf Panorama,+41 52 208 08 08,,,,,,,
8559682717,node,47.4941088,9.2406801,yes,,,,,,,,,Theorielokal Fahrschule Widmer,24 Stunden zugänglich,,defibrillator,144,,node/8559682717,,,no,,,,,,24/7,Guido Widmer,+41 79 605 12 22,,,,,,,
8560988565,node,47.5651866,9.1119012,yes,,,,,,,,,Links neben Eingang beim kath. Pfarreizentrum,,,defibrillator,144,,node/8560988565,,,no,,,,,,24/7,Katholische Pfarrei Weinfelden,,,,,,,,
8560995882,node,47.4618272,8.9597744,yes,,,,,,,,,Im gedeckten Eingang des Senioren-Mehrfamilienhaus,24h verfügbar / 100m vom Bahnhof entfernt,,defibrillator,144,,node/8560995882,,,no,,,,,,24/7,"Wohnen am Rennweg, Seniorenwohnungen, PrimePark AG, CEO ist Jürg Geiser (der Einsender dieser Mitteilung)",+41793737022,,,,,,,
8561635813,node,47.4942796,9.2404474,yes,,,,,,,,,Theorielokal Fahrschule Widmer,,,defibrillator,144,,node/8561635813,,,no,,,,,,24/7,Fahrschule Guido Widmer,+41 79 605 12 22,,,,,,,
8561655017,node,47.493618,9.2405955,yes,,,,,,,,,"Bogenturm (Zeitglockenturm), Marktgasse 2",öffentlich zugänglich,,defibrillator,144,,node/8561655017,,,no,,,,,,24/7,Stadt Bischofzell,+41 71 424 24 24,,,,,,,
8573818307,node,47.4651855,8.9696731,yes,,,,,,,,,"Vor dem Hauseingang, direkt an der Blumenaustrasse Nr. 19",,,defibrillator,144,,node/8573818307,,,no,,,,,,24/7,Monika Huwyler (nothelfer-centrum Ostschweiz),+41 79 400 65 90,,,,,,,
8574205094,node,47.6019484,9.0024845,yes,,,,,,,,,Am Eingang der Schule,,,defibrillator,144,,node/8574205094,,,no,,,,,,24/7,,,,,,,,,
8576304020,node,47.6388174,9.2099463,yes,,,,,,,,,Gemeindehaus Bottighofen,,,defibrillator,144,,node/8576304020,,,no,,,,,,,,,,,,,,,
8592538601,node,47.5023321,9.0716476,yes,,,,,,,,,"Aussenschrank am Feuerwehrdepot Braunau (Sicherheitsverbund Region Wil SG), beim Entsorgungsplatz der Gemeinde",,,defibrillator,144,,node/8592538601,,,no,,,,,,24/7,"Sicherheitsverbund Region Wil, Feuerwehr Braunau, Thomas Widmer, 9500 Wil SG",+41 58 346 23 00,,,,,,,
8592588023,node,47.5110753,9.1723305,yes,,,,,,,,,am Feuerwehrdepot,,,defibrillator,144,,node/8592588023,,,no,,,,,,24/7,"Dorfverein Neukirch an der Thur, Präsident Erwin Lanker",+41 71 642 40 84,,,,,,,
8597447618,node,47.5220387,9.3625148,yes,,,,,,,,,Südfassade Tierarztpraxis Hofplatz,,,defibrillator,144,,node/8597447618,,,no,,,,,,24/7,"KompetenzHaus GmbH, Christian Lüthi",+41 71 646 04 22,,,,,,,
8599180999,node,47.5217443,9.199642,yes,,,,,,,,,Der ZOLL AED 3 ist ausserhalb des Dorfladens montiert für jedermann zugänglich.,,,defibrillator,144,,node/8599180999,,,no,,,,,,24/7,Gemeinde Kradolf-Schönenberg,,,,,,,,
8600411917,node,47.5468577,8.9649181,yes,,,,,,,,,Feuerwehrdepot,,,defibrillator,144,,node/8600411917,,,no,,,,,,24/7,,,,,,,,,
8625251417,node,47.5167311,9.0325418,yes,,,,,,,,,Dorfmarkt Zentrum Tobel,,,defibrillator,144,,node/8625251417,,,no,,,,,,24/7,Gemeinde Tobel-Tägerschen,+41 58 346 01 00,,,,,,,
8643867217,node,47.5868541,8.8804785,yes,,,,,,,,,Beim Eingang der Mehrzweckhalle/Turnhalle aussen,,,defibrillator,144,,node/8643867217,,,no,,,,,,24/7,Gemeinde Warth-Weiningen,,,,,,,,
8649800884,node,47.4625577,8.9515865,yes,,,,,,,,,"Im Eingangsbereich des Gebäudes, aussen",,,defibrillator,144,,node/8649800884,,,no,,,,,,24/7,"Firmen FactoryXperts, Salto und Werkhof",+41 71 929 91 60,,,,,,,
8662439918,node,47.4621292,8.9598519,yes,,,,,,,,,Bahnhofstrasse 4 + 4a  bei Eingang Seniorenwohnungen,Wegweiser beachten,,defibrillator,144,,node/8662439918,,,no,,,,,,24/7,,,,,,,,,
8682543717,node,47.5476818,9.2976279,,,,,,,,,,Amriville EKZ rechts neben Bancomat,während Öffnungszeiten EKZ,,defibrillator,144,,node/8682543717,,,yes,,,,,,"Mo-We 09:00-19:00; Th,Fr 09:00-20:00; Sa 08:00-17:00",EKZ,,,,,,,,
8692963018,node,47.5448176,9.3748427,yes,,,,,,,,,Tankstelle,An Hauswand,,defibrillator,144,,node/8692963018,,,yes,,,,,,24/7,Garage Meier,+41 71 474 77 22,,,,,,,
8692963919,node,47.5297577,9.3686083,yes,,,,,,,,,MZH Rietzelg,Seiteneingang,,defibrillator,144,,node/8692963919,,,no,,,,,,24/7,Gemeinde Egnach,+41 71 474 77 22,,,,,,,
8692994619,node,47.5274514,9.3738581,yes,,,,,,,,,Dachdecker Hubmann,Hauswand direkt an Hauptstrasse,,defibrillator,144,,node/8692994619,,,no,,,,,,24/7,Herr Hubmann,,,,,,,,
8696903829,node,47.4987703,9.1086066,yes,,,,,,,,,Dorfmarkt VITA PLUS,Im Eingangsbereich,,defibrillator,144,,node/8696903829,,,yes,,,,,,24/7,Dorfmarkt / Gemeinde,+41 71 944 23 30,,,,,,,
8710692217,node,47.6686931,9.080423,yes,,,,,,,,,"Bibliothek, neben Eingang","neben dem Eingang, Glasvitrine",,defibrillator,144,,node/8710692217,,,no,,,,,,24/7,Sekundarschule,,,,,,,,
8722645217,node,47.4801844,9.0001621,no,,,,,,,,,Feuerwehrdepot Münchwilen,,,defibrillator,144,,node/8722645217,,,yes,,,,,,,Gemeinde Münchwilen,+41719663836,,,,,,,
8775887217,node,47.5480389,9.2782074,,,,,,,,,,"Eingang Strassenverkehrsamt Amriswil, Geradeaus im grossen Schrank, auf Kniehöhe",während der Öffnungszeiten verfügbar,,defibrillator,144,,node/8775887217,,,yes,,,,,,,Kanton Thurgau,+41 58 345 36 36,,,,,,,
8809227917,node,47.6037256,8.7776708,yes,,,,,,,,,Schulhaus Rietacker,Eingang Wohnung Hauswart,,defibrillator,144,,node/8809227917,,,no,,,,,,24/7,VSG Neunforn,,,,,,,,
8809232717,node,47.5946751,8.7869033,yes,,,,,,,,,Garage Fiederle Tankstelle,,,defibrillator,144,,node/8809232717,,,no,,,,,,24/7,,,,,,,,,
8828132917,node,47.5213102,8.9324871,yes,,,,,,,,,Schulhaus Chatzenbuggel,,,defibrillator,144,,node/8828132917,,,no,,,,,,24/7,Primarschule Matzingen,+41763362007,,,,,,,
8835033821,node,47.5679682,8.912656,,,,,,,,,,"Der Standort des AEDs ist im 2. OG, Halle, Türe Süd.",,,defibrillator,144,,node/8835033821,,,yes,,,,,,Mo-Fr 08:00-17:00,"B&R Industrie-Automation AG, Safety Officer",+41 52 728 56 00,,,,,,,
8841478117,node,47.5686623,9.1096087,yes,,,,,,,,,Rathaus Weinfelden,Während der Öffnungszeiten,,defibrillator,144,,node/8841478117,,,yes,,,,,,Mo-Fr 08:00-18:00,Gemeinde,,,,,,,,
