osm_id,osm_type,lat,lon,access,access:conditional,addr:city,addr:country,addr:housenumber,addr:place,addr:postcode,addr:street,amenity,check_date,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,description,description:en,emergency,emergency:phone,fixme,id,image,indoor,latitude,leisure,level,longitude,name,note,opening_hours,opening_hours:covid19,opening_hours:note,operator,operator:phone,operator:type,phone,postal_code,ref,source,sport,start_date,website,wheelchair
7559742680,node,47.2292852,8.8194224,yes,,,,,,,,,,,in BWZ Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559742680,,,,,,,,,,,,,,,,,,,,,,
7559742681,node,47.2288654,8.8195673,yes,,,,,,,,,,,in BWZ Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559742681,,,,,,,,,,,,,,,,,,,,,,
7559742682,node,47.2295985,8.8193299,yes,,,,,,,,,,,in BWZ Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559742682,,,,,,,,,,,,,,,,,,,,,,
7559742683,node,47.2218853,8.8463491,yes,,,,,,,,,,,in Sportzentrum,,,während Betrieb beim Empfang melden,,defibrillator,144,,node/7559742683,,,,,,,,,,,,,,,,,,,,,,
7559742684,node,47.2283518,8.8399762,permissive,,,,,,,,,,,Alterswohnungen Porthof,,,"nicht zugänglich, eingeschlossen",,defibrillator,144,,node/7559742684,,yes,,,,,,,,,,"Stadt Rapperswil-Jona, Feuerwehr",,,+41 79 699 63 18,,,,,,,
7559787485,node,47.2240776,8.8281061,yes,,,,,,,,,,,im Altersheim,,,,,defibrillator,144,,node/7559787485,,yes,,,,,,,,,,,,,,,,,,,,
7559787487,node,47.2211111,8.8302129,yes,,,,,,,,,,,in Arztpraxis,,,während Praxiszeiten verfügbar,,defibrillator,144,,node/7559787487,,,,,,,,,,,,,,,,,,,,,,
7559787488,node,47.22994,8.8276327,yes,,,,,,,,,,,,,,,,defibrillator,144,,node/7559787488,,,,,,,,,,,,,,,,,,,,,,
7559787489,node,47.2310492,8.8297409,yes,,,,,,,,,,,Werkhof der Stadtwerke,,,,,defibrillator,144,,node/7559787489,,,,,,,,,,,,,,,,,,,,,,
7559787490,node,47.2273682,8.8239071,yes,,,,,,,,,,,Im Foyer beim Empfang,,,,,defibrillator,144,,node/7559787490,,yes,,,0,,,,Mo-Fr 08:00-17:30,,,Weidmann AG,,,+41 55 221 46 30,,,,,,,
7559787492,node,47.2298162,8.8365483,yes,,,,,,,,,,,in Eventlocation,,,während Betriebszeiten/Events verfügbar,,defibrillator,144,,node/7559787492,,,,,,,,,,,,,,,,,,,,,,
7559787494,node,47.2300293,8.8375702,yes,,,,,,,,,,,Rathaus,,,,,defibrillator,144,,node/7559787494,,yes,,,,,,,,,,,,,,,,,,,,
7559787495,node,47.2262544,8.81694,yes,,,,,,,,,,,in Bibliothek,,,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7559787495,,,,,,,,,,,,,,,,,,,,,,
7559787496,node,47.2209818,8.8423151,yes,,,,,,,,,,,,,,,,defibrillator,144,,node/7559787496,,,,,,,,,,,,,,,,,,,,,,
7559787497,node,47.2220784,8.8442114,yes,,,,,,,,,2025-05-25,,in Turnhalle,,,während Betrieb verfügbar,,defibrillator,144,,node/7559787497,,yes,,,,,,,,,,,,,,,,,,,,
7559787499,node,47.2320445,8.8876783,yes,,,,,,,,,,,beim Haupteingang Schulhaus Wagen,,,beim Haupteingang Schulhaus Wagen,,defibrillator,144,,node/7559787499,,no,,,0,,,,24/7,,,"Stadt Rapperswil-Jona, Feuerwehr",,,+41552257073,,,,,,,
7559787500,node,47.22292,8.83753,yes,,,,,,,,,,,in Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787500,,,,,,,,,,,,,,,,,,,,,,
7559787501,node,47.2234993,8.8305724,yes,,,,,,,,,,,in Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787501,,,,,,,,,,,,,,,,,,,,,,
7559787502,node,47.2341309,8.8425377,yes,,,,,,,,,,,in Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787502,,yes,,,,,,,,,,,,,,,,,,,,
7559787503,node,47.2297706,8.83799,yes,,,,,,,,,,,,,,,,defibrillator,144,,node/7559787503,,,,,,,,,,,,,,,,,,,,,,
7559787504,node,47.2308371,8.8208722,yes,,,,,,,,,,,In Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787504,,,,,,,,,,,,,,,,,,,,,,
7559787505,node,47.2277944,8.8170688,yes,,,,,,,,,,,Schule Herrenberg,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787505,,,,,,,,,,,,,,,,,,,,,,
7559787506,node,47.2310074,8.8417062,yes,,,,,,,,,,,in Schule,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787506,,yes,,,,,,,,,,,,,,,,,,,,
7559787507,node,47.2272516,8.8153776,yes,,,,,,,,,,,Innenhof Schloss,,,,,defibrillator,144,,node/7559787507,,,,,,,,,24/7,,,,,,,,,,,,,
7559787508,node,47.2259438,8.8221234,yes,,,,,,,,,,,,,,,,defibrillator,144,,node/7559787508,,,,,,,,,24/7,,,,,,,,,,,,,
7559787510,node,47.2326757,8.8237971,yes,,,,,,,,,,,Im Hallenbad,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7559787510,,,,,,,,,24/7,,,,,,,,,,,,,
7559787511,node,47.2300038,8.8359368,yes,,,,,,,,,,,Im Amt,,,,,defibrillator,144,,node/7559787511,,,,,,,,,24/7,,,,,,,,,,,,,
7559787512,node,47.2243846,8.8438144,yes,,,,,,,,,,,Geberit,,,Beim Empfang melden während Betriebszeiten,,defibrillator,144,,node/7559787512,,yes,,,,,,,,,,,,,,,,,,,,
7559787513,node,47.2299728,8.8427067,yes,,,,,,,,,,,,,,Tel 118 aufbieten,,defibrillator,144,,node/7559787513,,yes,,,,,,,24/7,,,,,,,,,,,,,
7559787514,node,47.2229236,8.825334,permissive,,,,,,,,,,,im Sanitätszimmer,,,während Spielen verfügbar,,defibrillator,144,,node/7559787514,,yes,,,,,,,,,,,,,,,,,,,,
7559787515,node,47.2166001,8.8440408,yes,,,,,,,,,,,im Sanitätszimmer,,,während Badbetrieb geschultes Personal anwesend,,defibrillator,144,,node/7559787515,,yes,,,,,,,24/7,,,,,,,,,,,,,
7559787516,node,47.2276296,8.8132748,yes,,,,,,,,,,,in der Seebadanstalt,,,bei Badeanstalt,,defibrillator,144,,node/7559787516,,,,,,,,,24/7,,,,,,,,,,,,,
7559787518,node,47.2239474,8.8486478,yes,,,,,,,,,,,,,,Beim Klärwärter melden,,defibrillator,144,,node/7559787518,,,,,,,,,24/7,,,,,,,,,,,,,
7572693313,node,47.1229923,9.314239,yes,,,,,,,,,,,Gemeindeverwaltung,,,,,defibrillator,144,,node/7572693313,,,,,,,,,24/7,,,Feuerwehr Walenstadt,,,,,,,,,,
7572693314,node,47.1259713,9.3028387,yes,,,,,,,,,,,Am Badegebäude neben dem Kiosk an der seeseitigen Wand im grünen Kasten.,,,,,defibrillator,144,,node/7572693314,,no,,,0,,,,24/7,,,Feuerwehr Walenstadt,,,,,,,,,,yes
7573035048,node,47.1925832,9.062385,,,,,,,,,,,,Am Containerhaus,,,24/7,,defibrillator,144,,node/7573035048,,no,,,0,,,,,,,Privatperson,,,,,,,,,,
7574849957,node,47.13431,9.0964973,yes,,,,,,,,,,,Der Defibrillator hängt an der Wand zwischen dem Eingang zur Post und den Postfächern.,,,Öffentlich zugänglich,,defibrillator,144,,node/7574849957,,,,,,,,,24/7,,,,,,,,,,,,,
7577581316,node,47.1489482,9.1419151,yes,,,,,,,,,,,Eingang bei den Bancomaten,,,,,defibrillator,144,,node/7577581316,,yes,,,,,,,24/7,,,,,,,,,,,,,
7595651363,node,47.2241641,8.8635635,private,,,,,,,,,,,Im Gebäude auf Löschposten montiert,,,Nur während Betriebszeiten verfügbar,,defibrillator,144,,node/7595651363,,yes,,,,,,,"Mo-Th 08:00-12:00, 13:30-17:00",,,,,,,,,,,,,
7667048295,node,47.2711781,9.0139228,yes,,,,,,,,,,,Hauseingang,,,immer zugänglich,,defibrillator,144,,node/7667048295,,,,,,,,,24/7,,,,,,,,,,,,,
7667048296,node,47.2467596,8.9713722,yes,,,,,,,,,,,vor dem Haupteingang Schule/Turnhalle,,,immer zugänglich,,defibrillator,144,,node/7667048296,,,,,,,,,24/7,,,,,,,,,,,,,
7667048297,node,47.2847988,8.996349,yes,,,,,,,,,,,bei den Sportbahnen,,,nur während Betriebszeiten verfügbar,,defibrillator,144,,node/7667048297,,,,,,,,,,,,,,,,,,,,,,
7667048298,node,47.2616698,8.9682823,yes,,,,,,,,,,,vor dem Eingang,,,immer zugänglich,,defibrillator,144,,node/7667048298,,yes,,,,,,,24/7,,,,,,,,,,,,,
7667048299,node,47.2629303,8.9642322,yes,,,,,,,,,,,neben Bancomat,,,immer zugänglich,,defibrillator,144,,node/7667048299,,,,,,,,,24/7,,,,,,,,,,,,,
7667048300,node,47.2367661,8.9512771,yes,,,,,,,,,,,Oberholzer Bauleistungen AG,,,während Arbeitszeiten,,defibrillator,144,,node/7667048300,,yes,,,,,,,,,,,,,,,,,,,,
7667048301,node,47.2410183,8.9242619,yes,,,,,,,,,,,bei Media Concept AG,,,während Arbeitszeiten,,defibrillator,144,,node/7667048301,,yes,,,,,,,,,,,,,,,,,,,,
7667048303,node,47.2418596,8.9246938,yes,,,,,,,,,,,Eingang zur Aula/Turnhalle,,,,,defibrillator,144,,node/7667048303,,no,,,,,,,24/7,,,Gemeinde Eschenbach,,,,,,,,,,
7667048304,node,47.2374836,8.9190584,yes,,,,,,,,,,,Seitlicher Eingang Werkdienstgebäude,,,immer zugänglich,,defibrillator,144,,node/7667048304,,,,,,,,,24/7,,,,,,,,,,,,,
7682317918,node,47.1852038,9.3121567,,,,,,,,,,,,im Sanitätszimmer,,,während Betriebszeiten verfügbar,,defibrillator,144,,node/7682317918,,yes,,,,,,,,,,,,,,,,,,,,
7682689975,node,47.1961938,9.3107652,,,,,,,,,,,,beim Eingang an der Wand,,,öffentlich zugänglich,,defibrillator,144,,node/7682689975,,no,,,,,,,24/7,,,,,,,,,,,,,
7684412772,node,47.2001984,9.2263492,,,,,,,,,,,,In der alten Telefonkabine,,,von Aussen gekennzeichnet,,defibrillator,144,,node/7684412772,,yes,,,,,,,24/7,,,,,,,,,,,,,
7721026208,node,47.4598433,9.0303165,yes,,,,,,,,,,,Beim Haupteingang Firma Stihl,,,Beschilderet ab Strasse,,defibrillator,144,,node/7721026208,,,,,,,,,24/7,,,,,,,,,,,,,
7721027984,node,47.4885661,9.550783,yes,,,,,,,,,,,Standort beim Eingang des Areals neben Portierloge,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721027984,,,,,,,,,,,,,,,,,,,,,,
7721045223,node,47.4186218,9.2846806,permissive,,,,,,,,,,,Zoorestaurant,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721045223,,yes,,,0,,,,Mo-Su 9:00-17:00,,,Walter Zoo,,,+41 71 387 50 50,,,,,,,
7721050590,node,47.0317568,9.4387767,yes,,,,13,,,Straubstrasse,,,,Straub Werke: Wand vor Haupteingang,,,Grüner Kasten,,defibrillator,144,,node/7721050590,,no,,,0,,,,24/7,,,Lifetec AG,,,+41 800 122 144,7923,1503LTS,,,,,
7721055966,node,47.3312566,9.4068454,yes,,,,,,,,,,,"SWICA: Bei Kopierer, bei Infoschalter melden",,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721055966,,,,,,,,,,,,,,,,,,,,,,
7721056143,node,47.4380682,9.2000896,yes,,,,,,,,,,,links beim grossen Besucherparkplatz (gegenüber von Odermatt Handels AG),,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721056143,,,,,,,,,,,,,,,,,,,,,,
7721068397,node,47.3782592,9.5412109,yes,,,,,,,,,,,im EG hinter der Treppe,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721068397,,yes,,,,,,,,,,,,,,,,,,,,
7721098228,node,47.3211036,9.4327502,yes,,,,,,,,,,,An der Hauswand bei Feuerwehrhaus,,,,,defibrillator,144,,node/7721098228,,,,,,,,,24/7,,,,,,,,,,,,,
7721098234,node,47.3331968,9.4036317,yes,,,,,,,,,,,"Haupteingang, im 1.OG neben Lift",,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721098234,,,,,,,,,,,,,,,,,,,,,,
7721098235,node,47.3310201,9.4097845,yes,,,,,,,,,,,im Eingangsbereich,,,,,defibrillator,144,,node/7721098235,,no,,,,,,,24/7,,,,,,,,,,,,,
7721102050,node,47.2835879,9.4854671,yes,,,,,,,,,,,Im Eingangsbereich des Drehrestaurant,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721102050,,yes,,,,,,,,,,,,,,,,,,,,
7721108995,node,47.4866765,9.4101237,yes,,,,,,,,,,,Der Defi hängt draussen vis à vis Haupteingang,,,,,defibrillator,144,,node/7721108995,,no,,,0,,,,,,,Gemeinde Berg,,,,,,,,,,
7721220382,node,47.1604637,9.4774327,yes,,,,,,,,,,,"In der Fahrzeughalle Süd, 1.OG im Schrank Nr. 5",,,Bei Feuerwehr melden,,defibrillator,144,,node/7721220382,,,,,,,,,,,,,,,,,,,,,,
7721220383,node,47.1651834,9.4878611,yes,,,,,,,,,,,"Vom Haupteingang her kommend auf der rechten Seite des Beckens, im Pumpenhaus",,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721220383,,,,,,,,,,,,,,,,,,,,,,
7721220384,node,47.1588442,9.481397,yes,,,,,,,,,,,Nach Haupteingang gerade aus - auf der linken Seite neben der Bademeisterkabine / neben dem 25m Schwimmbecken,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721220384,,,,,,,,,,,,,,,,,,,,,,
7721254380,node,47.3726607,9.1967382,yes,,,,,,,,,,,Der AED befindet sich im Bademeister-/Trainerbüro.,,,Nach der Fussballsaison im Oktober wird er im Gemeindehaus (Hauptstrasse 79) deponiert.,,defibrillator,144,,node/7721254380,,,,,,,,,,,,,,,,,,,,,,
7721254381,node,47.3742576,9.2028669,yes,,,,,,,,,,,Der AED befindet sich im Bademeister-/Trainerbüro.,,,Nach der Fussballsaison im Oktober wird er im Gemeindehaus (Hauptstrasse 79) deponiert.,,defibrillator,144,,node/7721254381,,,,,,,,,,,,,,,,,,,,,,
7721254382,node,47.393717,9.1838943,yes,,,,,,,,,,,Der AED befindet sich im Häuschen der Bushaltestelle (Alte Post),,,Immer Verfügbar,,defibrillator,144,,node/7721254382,,yes,,,,,,,,,,Gemeinde Degersheim,,,,,,,,,,
7721254383,node,47.3754225,9.1976005,yes,,,,,,,,,,,"Der AED befindet sich im Foyer, beim Eingang zu den Turnhallen.",,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721254383,,,,,,,,,,,,,,,,,,,,,,
7721282985,node,47.1684348,9.4704401,yes,,,,,,,,,2025-06-01,,Nach Haupteingang gerade aus bis zum hinteren Treppenhaus vor der Schiebetüre auf der rechten Seite,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721282985,,yes,,,,,,,,,,,,,,,,,,,,
7721282986,node,47.1657177,9.4707701,yes,,,,,,,,,,,Auf der linken Seite im Treppenhaus,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721282986,,,,,,,,,,,,,,,,,,,,,,
7721303951,node,47.1997695,9.4393922,yes,,,,,,,,,,,Bei Haupteingang,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721303951,,,,,,,,,,,,,,,,,,,,,,
7721303952,node,47.2030315,9.4398509,yes,,,,,,,,,,,Haupteingang Kirchgemeindehaus Bsetzi,,,Rechts neben Eingangstür,,defibrillator,144,,node/7721303952,,no,,,,,,,24/7,,,,,,,,,,,,,
7721303953,node,47.2038843,9.4419175,yes,,,,,,,,,,,"Im Freien, beim Haupteingang",,,,,defibrillator,144,,node/7721303953,,no,,,,,,,24/7,,,Politische Gemeinde Gams,,,+41 58 228 23 50,,,,,,,
7721303954,node,47.2053658,9.4405094,yes,,,,,,,,,,,Bei Haupteingang Turnhalle Widem,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7721303954,,,,,,,,,,,,,,,,,,,,,,
7721303955,node,47.2049722,9.4425505,yes,,,,,,,,,,,Bei Haupteingang Turnhalle Hof,,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7721303955,,,,,,,,,,,,,,,,,,,,,,
7721321841,node,47.3275612,9.2276502,yes,,,,,,,,,,,Haupteingang MZA,,,,,defibrillator,144,,node/7721321841,,no,,,,,,,24/7,,,Gemeinde Schönengrund,,,+41 71 361 18 18,,,,,,,
7721332842,node,47.450167,9.1558789,yes,,,,,,,,,,,"Links vom Eingang zur Landi, beim Eingang ins Geschäftshaus",,,,,defibrillator,144,,node/7721332842,,no,,,,,,,24/7,,,,,,,,,,,,,
7721332843,node,47.4528413,9.1648628,yes,,,,,,,,,,,"beim Eingang zur Turnhalle, welche sich links vom Schulhaus befindet",,,,,defibrillator,144,,node/7721332843,,,,,,,,,24/7,,,,,,,,,,,,,
7721332844,node,47.4532527,9.1627827,yes,,,,,,,,,,,"Rechts in der Pausenhalle, neben dem Eingang zum Schulhaus",,,,,defibrillator,144,,node/7721332844,,,,,,,,,24/7,,,,,,,,,,,,,
7721332845,node,47.4506631,9.1596499,yes,,,,,,,,,,,neben den Bancomaten,,,,,defibrillator,144,,node/7721332845,,no,,,,,,,24/7,,,,,,,,,,,,,
7721340027,node,47.4369698,9.1977665,yes,,,,,,,,,,,hinter dem Veloständer und vor der Mehrzweckhalle,,,,,defibrillator,144,,node/7721340027,,,,,,,,,24/7,,,,,,,,,,,,,
7721346224,node,47.363642,9.5305994,yes,,,,,,,,,,,"Eingang Turnhalle benutzen, dann gleich links an der Wand",,,während Schulbetrieb verfügbar,,defibrillator,144,,node/7721346224,,,,,,,,,,,,,,,,,,,,,,
7721348582,node,47.4223756,9.5524675,,,,,,,,,,,,Bezirksverwaltung Oberegg,,,,,defibrillator,144,,node/7721348582,,,,,,,,,24/7,,,,,,,,,,,,,
7721367906,node,47.3687451,9.3675828,yes,,,,,,,,,2025-09-14,,"Im Eingang zur Kantonalbank, zu dem jeder Zugang hat.",,,Öffentlich zugänglich,,defibrillator,144,,node/7721367906,,yes,,,,,,,24/7,,,,,,,,,,,,,
7721381194,node,47.4598111,9.1362415,yes,,,,,,,,,,,Links vom Eingang ins Schulhaus,,,,,defibrillator,144,,node/7721381194,,,,,,,,,24/7,,,,,,,,,,,,,
7721412853,node,47.2255103,8.9704683,yes,,,,,,,,,,,EG Mall zwischen der Rolltreppe,,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/7721412853,,,,,,,,,,,,,,,,,,,,,,
7721412854,node,47.2251991,8.9855601,yes,,,,,,,,,,,Rechts der Schaufensterfront EWU AG,,,,,defibrillator,144,,node/7721412854,,,,,,,,,24/7,,,,,,,,,,,,,
