type,features
FeatureCollection,"{'type': 'Feature', 'id': 'node/6071133387', 'properties': {'access': 'yes', 'defibrillator:location': 'an der Säule Gleis 1', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'SOB', 'phone': '+41 58 580 73 35', 'id': 'node/6071133387'}, 'geometry': {'type': 'Point', 'coordinates': [9.0866422, 47.2993023]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6087082124', 'properties': {'access': 'yes', 'defibrillator:location': 'Unterstand Gleis 1 / 2', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'SOB', 'phone': '+41 58 580 73 35', 'id': 'node/6087082124'}, 'geometry': {'type': 'Point', 'coordinates': [9.0830089, 47.3194172]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6140761777', 'properties': {'access': 'yes', 'defibrillator:location': 'Beim Haupteingang AXA. AED befindet sich neben der Tür', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/6140761777'}, 'geometry': {'type': 'Point', 'coordinates': [9.0440696, 47.4659168]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6176622643', 'properties': {'access': 'yes', 'defibrillator:location': 'Perron Gleis 2 / 3', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'SOB', 'phone': '+41 58 580 73 35', 'wheelchair': 'yes', 'id': 'node/6176622643'}, 'geometry': {'type': 'Point', 'coordinates': [9.2005501, 47.3725784]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6488276357', 'properties': {'access': 'yes', 'defibrillator:location': 'Indoor, zwischen Migros-Restaurant und Parfümerie Marionnaud.', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'level': '0', 'wheelchair': 'yes', 'id': 'node/6488276357'}, 'geometry': {'type': 'Point', 'coordinates': [8.8182088, 47.225671]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6513267002', 'properties': {'access': 'yes', 'defibrillator:location': 'Holz-Blockhütte, Hinter dem Gebäude im Behinderten WC', 'description': 'nur während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'id': 'node/6513267002'}, 'geometry': {'type': 'Point', 'coordinates': [9.1434848, 47.3581209]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6604730796', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'id': 'node/6604730796'}, 'geometry': {'type': 'Point', 'coordinates': [9.0275013, 47.2125546]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6604730798', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'operator': 'Feuerwehr', 'id': 'node/6604730798'}, 'geometry': {'type': 'Point', 'coordinates': [9.0278021, 47.2120893]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6604730799', 'properties': {'description': 'AED ist nur bei offener Praxis verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo-Fr 07:30-12:00, 13:30-18:00', 'operator': 'Praxis Dr. Gmür AG', 'id': 'node/6604730799'}, 'geometry': {'type': 'Point', 'coordinates': [9.0266542, 47.2129088]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6604730800', 'properties': {'access': 'yes', 'defibrillator:location': '1. Etage im Rössliguet (in Praxis)', 'description': 'während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'level': '1', 'opening_hours': 'Mo-Th 07:00-12:00,13:00-18:00; We 07:00-12:00,14:00-17:00; Fr 07:30-12:00,13:00-17:00', 'operator': 'Praxis Dr. Dame', 'phone': '+41 55 293 35 25', 'id': 'node/6604730800'}, 'geometry': {'type': 'Point', 'coordinates': [9.0247099, 47.213324]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6604730801', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'operator': 'Defibrillator ihcsf', 'id': 'node/6604730801'}, 'geometry': {'type': 'Point', 'coordinates': [9.0226856, 47.2095355]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6604730806', 'properties': {'defibrillator:location': 'Parallel östlich der Benknerstrasse', 'description': 'Sport- und Tennisplatz Stiggleten', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/6604730806'}, 'geometry': {'type': 'Point', 'coordinates': [9.0247387, 47.2097902]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6712060852', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/6712060852'}, 'geometry': {'type': 'Point', 'coordinates': [9.0015362, 47.1987176]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6712060853', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'id': 'node/6712060853'}, 'geometry': {'type': 'Point', 'coordinates': [8.9987744, 47.1998956]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/6723988024', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'id': 'node/6723988024'}, 'geometry': {'type': 'Point', 'coordinates': [9.0014321, 47.1963579]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7093231385', 'properties': {'access': 'yes', 'defibrillator:location': 'Am Stützpfosten zwischen Gleis 1 und Billetautomat', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'SOB', 'phone': '+41 58 580 73 35', 'website': 'https://aed.ch/', 'wheelchair': 'yes', 'id': 'node/7093231385'}, 'geometry': {'type': 'Point', 'coordinates': [9.1977722, 47.2266489]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7410535756', 'properties': {'defibrillator:location': 'Aussen an der Wand', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Hedinger AG', 'id': 'node/7410535756'}, 'geometry': {'type': 'Point', 'coordinates': [9.0980078, 47.2911596]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559485217', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559485217'}, 'geometry': {'type': 'Point', 'coordinates': [9.1416617, 47.4455404]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559485218', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/7559485218'}, 'geometry': {'type': 'Point', 'coordinates': [9.1349709, 47.4360498]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559489762', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559489762'}, 'geometry': {'type': 'Point', 'coordinates': [9.3805768, 47.1590913]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742677', 'properties': {'access': 'yes', 'defibrillator:location': 'In Kirchgemeindehaus', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742677'}, 'geometry': {'type': 'Point', 'coordinates': [8.8369104, 47.228441]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742678', 'properties': {'access': 'yes', 'defibrillator:location': 'Eventhalle', 'description': 'Zeugen Jehovas, Beschilderung beachten', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742678'}, 'geometry': {'type': 'Point', 'coordinates': [8.8643816, 47.2256432]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742679', 'properties': {'access': 'yes', 'defibrillator:location': 'Kinderzoo', 'description': 'bei Kasse melden', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742679'}, 'geometry': {'type': 'Point', 'coordinates': [8.8225378, 47.224018]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742680', 'properties': {'access': 'yes', 'defibrillator:location': 'in BWZ Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742680'}, 'geometry': {'type': 'Point', 'coordinates': [8.8194224, 47.2292852]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742681', 'properties': {'access': 'yes', 'defibrillator:location': 'in BWZ Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742681'}, 'geometry': {'type': 'Point', 'coordinates': [8.8195673, 47.2288654]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742682', 'properties': {'access': 'yes', 'defibrillator:location': 'in BWZ Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742682'}, 'geometry': {'type': 'Point', 'coordinates': [8.8193299, 47.2295985]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742683', 'properties': {'access': 'yes', 'defibrillator:location': 'in Sportzentrum', 'description': 'während Betrieb beim Empfang melden', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559742683'}, 'geometry': {'type': 'Point', 'coordinates': [8.8463491, 47.2218853]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559742684', 'properties': {'access': 'yes', 'defibrillator:location': 'in BWZ Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559742684'}, 'geometry': {'type': 'Point', 'coordinates': [8.8399762, 47.2283518]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787485', 'properties': {'access': 'yes', 'defibrillator:location': 'im Altersheim', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787485'}, 'geometry': {'type': 'Point', 'coordinates': [8.8281061, 47.2240776]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787486', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787486'}, 'geometry': {'type': 'Point', 'coordinates': [8.83959, 47.2358446]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787487', 'properties': {'access': 'yes', 'defibrillator:location': 'in Arztpraxis', 'description': 'während Praxiszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787487'}, 'geometry': {'type': 'Point', 'coordinates': [8.8302129, 47.2211111]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787488', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787488'}, 'geometry': {'type': 'Point', 'coordinates': [8.8276327, 47.22994]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787489', 'properties': {'access': 'yes', 'defibrillator:location': 'Werkhof der Stadtwerke', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787489'}, 'geometry': {'type': 'Point', 'coordinates': [8.829740900000001, 47.2310492]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787490', 'properties': {'access': 'yes', 'defibrillator:location': 'Weidmann AG', 'description': 'beim Empfang melden', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787490'}, 'geometry': {'type': 'Point', 'coordinates': [8.8240144, 47.2270385]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787492', 'properties': {'access': 'yes', 'defibrillator:location': 'in Eventlocation', 'description': 'während Betriebszeiten/Events verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787492'}, 'geometry': {'type': 'Point', 'coordinates': [8.8365483, 47.2298162]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787493', 'properties': {'access': 'yes', 'defibrillator:location': 'Polizeidienststelle', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787493'}, 'geometry': {'type': 'Point', 'coordinates': [8.8241082, 47.2281259]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787494', 'properties': {'access': 'yes', 'defibrillator:location': 'Rathaus', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787494'}, 'geometry': {'type': 'Point', 'coordinates': [8.8375702, 47.2300293]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787495', 'properties': {'access': 'yes', 'defibrillator:location': 'in Bibliothek', 'description': 'während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787495'}, 'geometry': {'type': 'Point', 'coordinates': [8.81694, 47.2262544]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787496', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787496'}, 'geometry': {'type': 'Point', 'coordinates': [8.8423151, 47.2209818]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787497', 'properties': {'access': 'yes', 'defibrillator:location': 'in Turnhalle', 'description': 'während Betrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787497'}, 'geometry': {'type': 'Point', 'coordinates': [8.8442114, 47.2220784]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787498', 'properties': {'access': 'yes', 'defibrillator:location': 'Bei Seerettung', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787498'}, 'geometry': {'type': 'Point', 'coordinates': [8.8252214, 47.2221422]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787499', 'properties': {'access': 'yes', 'defibrillator:location': 'in Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787499'}, 'geometry': {'type': 'Point', 'coordinates': [8.8877732, 47.2320209]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787500', 'properties': {'access': 'yes', 'defibrillator:location': 'in Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787500'}, 'geometry': {'type': 'Point', 'coordinates': [8.837530000000001, 47.22292]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787501', 'properties': {'access': 'yes', 'defibrillator:location': 'in Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787501'}, 'geometry': {'type': 'Point', 'coordinates': [8.8305724, 47.2234993]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787502', 'properties': {'access': 'yes', 'defibrillator:location': 'in Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787502'}, 'geometry': {'type': 'Point', 'coordinates': [8.8425377, 47.2341309]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787503', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787503'}, 'geometry': {'type': 'Point', 'coordinates': [8.83799, 47.2297706]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787504', 'properties': {'access': 'yes', 'defibrillator:location': 'In Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787504'}, 'geometry': {'type': 'Point', 'coordinates': [8.8208722, 47.2308371]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787505', 'properties': {'access': 'yes', 'defibrillator:location': 'Schule Herrenberg', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787505'}, 'geometry': {'type': 'Point', 'coordinates': [8.8170688, 47.2277944]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787506', 'properties': {'access': 'yes', 'defibrillator:location': 'in Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7559787506'}, 'geometry': {'type': 'Point', 'coordinates': [8.8417062, 47.2310074]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787507', 'properties': {'access': 'yes', 'defibrillator:location': 'Innenhof Schloss', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787507'}, 'geometry': {'type': 'Point', 'coordinates': [8.8153776, 47.2272516]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787508', 'properties': {'access': 'yes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787508'}, 'geometry': {'type': 'Point', 'coordinates': [8.8221234, 47.2259438]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787509', 'properties': {'access': 'yes', 'defibrillator:location': 'in Schule', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787509'}, 'geometry': {'type': 'Point', 'coordinates': [8.8175181, 47.2417103]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787510', 'properties': {'access': 'yes', 'defibrillator:location': 'Im Hallenbad', 'description': 'während Schulbetrieb verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787510'}, 'geometry': {'type': 'Point', 'coordinates': [8.8237971, 47.2326757]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787511', 'properties': {'access': 'yes', 'defibrillator:location': 'Im Amt', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787511'}, 'geometry': {'type': 'Point', 'coordinates': [8.8359368, 47.2300038]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787512', 'properties': {'access': 'yes', 'defibrillator:location': 'Geberit', 'description': 'Beim Empfang melden während Betriebszeiten', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787512'}, 'geometry': {'type': 'Point', 'coordinates': [8.8438144, 47.2243846]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787513', 'properties': {'access': 'yes', 'description': 'Tel 118 aufbieten', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787513'}, 'geometry': {'type': 'Point', 'coordinates': [8.8427067, 47.2299728]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787514', 'properties': {'access': 'yes', 'defibrillator:location': 'im Sanitätszimmer', 'description': 'während Spielen verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787514'}, 'geometry': {'type': 'Point', 'coordinates': [8.825334, 47.2229236]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787515', 'properties': {'access': 'yes', 'defibrillator:location': 'im Sanitätszimmer', 'description': 'während Badbetrieb geschultes Personal anwesend', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787515'}, 'geometry': {'type': 'Point', 'coordinates': [8.8439848, 47.2165348]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787516', 'properties': {'access': 'yes', 'defibrillator:location': 'in der Seebadanstalt', 'description': 'bei Badeanstalt', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787516'}, 'geometry': {'type': 'Point', 'coordinates': [8.8132748, 47.2276296]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787517', 'properties': {'access': 'yes', 'defibrillator:location': 'im Bademeisterzimmer', 'description': 'während Badbetrieb geschultes Personal anwesend', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787517'}, 'geometry': {'type': 'Point', 'coordinates': [8.8263479, 47.2225338]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7559787518', 'properties': {'access': 'yes', 'description': 'Beim Klärwärter melden', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7559787518'}, 'geometry': {'type': 'Point', 'coordinates': [8.8486478, 47.2239474]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7572693313', 'properties': {'access': 'yes', 'defibrillator:location': 'Gemeindeverwaltung', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'operator': 'Feuerwehr Walenstadt', 'id': 'node/7572693313'}, 'geometry': {'type': 'Point', 'coordinates': [9.314239, 47.1229923]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7572693314', 'properties': {'access': 'yes', 'defibrillator:location': 'Am Badegebäude neben dem Kiosk an der seeseitigen Wand im grünen Kasten.', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'level': '0', 'opening_hours': '24/7', 'operator': 'Feuerwehr Walenstadt', 'wheelchair': 'yes', 'id': 'node/7572693314'}, 'geometry': {'type': 'Point', 'coordinates': [9.3028387, 47.1259713]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7573035048', 'properties': {'defibrillator:location': 'am Haus', 'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/7573035048'}, 'geometry': {'type': 'Point', 'coordinates': [9.0623853, 47.192583]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7574849957', 'properties': {'access': 'yes', 'defibrillator:location': 'Der Defibrillator hängt an der Wand zwischen dem Eingang zur Post und den Postfächern.', 'description': 'Öffentlich zugänglich', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7574849957'}, 'geometry': {'type': 'Point', 'coordinates': [9.0964973, 47.13431]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7577581316', 'properties': {'access': 'yes', 'defibrillator:location': 'Eingang bei den Bancomaten', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': '24/7', 'id': 'node/7577581316'}, 'geometry': {'type': 'Point', 'coordinates': [9.1419151, 47.1489482]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7595651363', 'properties': {'access': 'private', 'defibrillator:location': 'Im Gebäude auf Löschposten montiert', 'description': 'Nur während Betriebszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo-Th 08:00-12:00, 13:30-17:00', 'id': 'node/7595651363'}, 'geometry': {'type': 'Point', 'coordinates': [8.8635635, 47.2241641]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7667048295', 'properties': {'access': 'yes', 'defibrillator:location': 'Hauseingang', 'description': 'immer zugänglich', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7667048295'}, 'geometry': {'type': 'Point', 'coordinates': [9.0139228, 47.2711781]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7667048296', 'properties': {'access': 'yes', 'defibrillator:location': 'vor dem Haupteingang Schule/Turnhalle', 'description': 'immer zugänglich', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7667048296'}, 'geometry': {'type': 'Point', 'coordinates': [8.9713722, 47.2467596]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7667048297', 'properties': {'access': 'yes', 'defibrillator:location': 'bei den Sportbahnen', 'description': 'nur während Betriebszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7667048297'}, 'geometry': {'type': 'Point', 'coordinates': [8.996349, 47.2847988]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/7667048298', 'properties': {'access': 'yes', 'defibrillator:location': 'vor dem Eingang', 'description': 'immer zugänglich', 'emergency': 'defibrillator', 'emergency:phone': '144', 'opening_hours': '24/7', 'id': 'node/7667048298'}, 'geometry': {'type': 'Point', 'coordinates': [8.9682823, 47.2616698]}}"
