osm_id,osm_type,lat,lon,access,access:conditional,addr:city,addr:housenumber,addr:place,addr:postcode,addr:street,brand,check_date,colour,covered,defibrillator:location,defibrillator:location:en,description,emergency,emergency:phone,fixme,id,indoor,level,location,locked,manufacturer,name,opening_hours,operator,outdoor,panoramax,phone,recycling:cans,recycling:clothes,recycling:coffee_capsules,recycling:glass,recycling:glass_bottles,recycling:paper,recycling:shoes,recycling:waste,ref,source,survey:date,wheelchair
6442457038,node,46.3848353,6.85698,yes,,,,,,,,,,,Dans une malette contre le mur de la gare,,,defibrillator,144,,node/6442457038,no,,,,,,,Swiss Vapeur Parc,,,,,,,,,,,,,,,
6565869515,node,46.5475418,7.9816272,yes,,Jungfraujoch,,Station,3801,,,,,,"Eis Gateway, links neben Drehtür, an der Wand.",,Nur während Betriebszeiten,defibrillator,144,,node/6565869515,yes,,,,,,,Jungfraubahn,,,+41 33 828 79 36,,,,,,,,,,,,
6576230066,node,46.3146263,6.8674791,,,,,,,,,,,,Sur le mur des toilettes,,,defibrillator,144,,node/6576230066,no,,,,,,,,,,,,,,,,,,,,,,
6611512286,node,46.1757031,7.8024554,,,,,,,,,,,,,,,defibrillator,144,,node/6611512286,,,,,,,,,,,,,,,,,,,,,,,
6657867903,node,46.3633805,7.7578989,,,,,,,,,,,,Er ist außen am Gebäude links an der Hauskante.,,,defibrillator,144,,node/6657867903,yes,,,,,,,,,,,,,,,,,,,,,,
6721515247,node,46.3588167,7.9845285,,,,,,,,,2024-10-16,,,"Aussenseite, unter Treppe",,,defibrillator,144,,node/6721515247,no,,,,,,24/7,,,,,,,,,,,,,,,,
6858729925,node,46.0825162,6.9761805,,,,,,,,,,,,,,,defibrillator,144,,node/6858729925,,,,,,,,,,,,,,,,,,,,,,,
7004033936,node,46.0015896,7.7318347,,,,,,,,,,,,,,,defibrillator,144,,node/7004033936,,,,,,,,,,,,,,,,,,,,,,,
7090814465,node,46.1967419,7.8413368,,,,,,,,,,,,Rechts neben Eingang Kasse,,,defibrillator,144,,node/7090814465,,,,,,,,,,,,,,,,,,,,,,,
7132075155,node,46.4132214,8.1035508,,,,,,,,,,,,,,,defibrillator,144,,node/7132075155,,,,,,,,,,,,,,,,,,,,,,,
7169646671,node,46.3713238,8.0767734,yes,,,,,,,,,green,,Next to the gate of the direct aerial lift to Bettmeralp.,,,defibrillator,144,,node/7169646671,yes,2,,,,,,,,26ad7f61-dcac-4001-b550-b5e9ef965a53,,,,,,,,,,,,,yes
7187716805,node,46.1074984,7.925034,,,,,,,,,,,,,,Beim Eingang zur Gemeindeverwaltung hinter der ersten Türe links an der Wand,defibrillator,144,,node/7187716805,yes,0,,,,,,Gemeinde Saas-Fee,,,,,,,,,,,,,,,
7306084063,node,46.3600634,8.0347502,,,,,,,,,,,,Ausgang Gondelbahn,,,defibrillator,144,,node/7306084063,no,,,,,,24/7,,,,,,,,,,,,,,,,
7739963954,node,46.2100892,7.5814481,,,,,,,,,,,,,,,defibrillator,144,,node/7739963954,,,,,,,,,,,,,,,,,,,,,,,
7952323016,node,46.2317758,7.3683059,,,,,,,,,,,,Dans l'entrée piéton du parking,,,defibrillator,144,,node/7952323016,no,,,,,,,,,,,,,,,,,,,,,,
8125972166,node,46.4429805,8.2026029,yes,,,,,,,,,,,"An Hauswand, Südostecke des Gebädes",,,defibrillator,144,,node/8125972166,no,,,,,,24/7,,,,,,,,,,,,,,,,
8130584733,node,46.4667868,8.2352335,yes,,,,,,,,2024-07-24,,yes,Rechts vor Eingang des Gemeindebüros,,,defibrillator,144,,node/8130584733,,0,,,,,24/7,,,,,,,,,,,,,,,,
8286805250,node,46.3780851,8.0330336,,,,,,,,,,,,Aussenwand zwischen Eingängen Bahn und Tourismusbüro,,Standort löschen - Kein Defi hier,defibrillator,144,,node/8286805250,no,,,,,,24/7,,,,,,,,,,,,,,,,
8559790217,node,46.195725,7.8383883,yes,,,,,,,,,,,Aussen vor Tourismusbüro unter dem Dach,,,defibrillator,144,,node/8559790217,no,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,
8559810417,node,46.181221,7.8251948,yes,,,,,,,,,,,Feuerwehrlokal Ried,,,defibrillator,144,,node/8559810417,no,,,,,,24/7,,,,,,,,,,,,,,,,
8563480417,node,46.2730573,7.8663423,yes,,,,,,,,,,,Feuerwehrlokal,,24/24,defibrillator,144,,node/8563480417,no,,,,,,,Gemeinde,,,,,,,,,,,,,,,
8563513617,node,46.2782498,7.8612021,yes,,,,,,,,,,,Beim Stromverteilkasten,,24/24,defibrillator,144,,node/8563513617,no,,,,,,,Gemeinde,,,,,,,,,,,,,,,
8563563117,node,46.4881403,8.2695937,yes,,,,,,,,,,,Coop Eingang,,24/24,defibrillator,144,,node/8563563117,no,,,,,,24/7,Gemeinde,,,,,,,,,,,,,,,
8574115092,node,46.3254752,7.9875745,yes,,,,,,,,,,,Beim Eingang an der Wand,,,defibrillator,144,,node/8574115092,no,,,,,,24/7,,,,,,,,,,,,,,,,
8574115093,node,46.323878,7.9917734,yes,,,,,,,,,,,Im Unterstand der Bushaltestelle,,,defibrillator,144,,node/8574115093,no,,,,,,24/7,,,,,,,,,,,,,,,,
8577596282,node,46.2382539,7.3650107,yes,,,,,,,,,,,A gauche de l'entrée de la caserne des pompiers,,,defibrillator,144,,node/8577596282,no,,,,,,24/7,Pompier de Sion,,,,,,,,,,,,,,,
8829118118,node,46.4060357,8.1341588,yes,,,,,,,,2024-07-24,,,Eingang zum Zug; eingang bahnhof,Entrance railway station,,defibrillator,144,,node/8829118118,no,,,,,,24/7,,,db725074-2671-4b33-8405-8d46900af3d9,,,,,,,,,,,,,yes
8852813017,node,46.4346021,7.8621863,yes,,,,,,,,,,,"Parkplatz Fafleralp, Bushaltestelle",,,defibrillator,144,,node/8852813017,no,,,,,,24/7,,,,,,,,,,,,,,,,
8895322317,node,46.0169665,7.7861432,no,,,,,,,,,,,im Gebäude,,während Öffnungszeiten,defibrillator,144,,node/8895322317,yes,,,,,,,Bergbahnen,,,,,,,,,,,,,,,
8898103618,node,45.983114,7.7834326,no,,,,,,,,,,,Empfang Hotel,,während Öffnungszeiten,defibrillator,144,,node/8898103618,yes,,,,,,,Hotel,,,,,,,,,,,,,,,
8909402818,node,46.3717505,7.974501,yes,,,,,,,,,,,beim Haupteingang der Bergstation,,,defibrillator,144,,node/8909402818,no,,,,,,24/7,Belalp Bahnen,,,,,,,,,,,,,,,
8912090817,node,46.3986411,8.1440844,yes,,,,,,,,,,,WC bei Kirche Ernen,,,defibrillator,144,,node/8912090817,yes,,,,,,,,,,,,,,,,,,,,,,
8918941018,node,45.9317919,7.0989639,yes,,,,,,,,,,,Info La Foulz,,,defibrillator,144,,node/8918941018,no,,,,,,24/7,TéléLaFouly-ChampexLac SA,,,,,,,,,,,,,,,
8918944974,node,46.2707886,7.8278425,,,,,,,,,,,,,,,defibrillator,144,,node/8918944974,,,,,,,,,,,,,,,,,,,,,,,
8926874880,node,46.3164293,7.6352607,,,,,,,,,,,,,,,defibrillator,144,,node/8926874880,yes,,,,,,,,,,,,,,,,,,,,,,
8946945673,node,46.1056394,7.9276916,,,,,,,,,,,,Neben Eingang links,,,defibrillator,144,,node/8946945673,no,,,,,,24/7,Gemeinde Saas-Fee,,,,,,,,,,,,,,,
8948650946,node,46.1150238,7.9165562,,,,,,,,,,,,Beim Operator-Büro Bergbahn,,,defibrillator,144,,node/8948650946,yes,,,,,,,,,,,,,,,,,,,,,,
8950763724,node,46.0999504,7.7819122,permissive,,,,,,,,,,,Inside building / Innen,,,defibrillator,144,,node/8950763724,no,0,,,,,,,,,,,,,,,,,,,,,
8950763725,node,46.1010486,7.7840664,yes,,,,,,,,,,,On wall outside building / An Aussenwand,,,defibrillator,144,,node/8950763725,no,0,,,,,24/7,,,,,,,,,,,,,,,,yes
8955041731,node,46.0668662,7.7779256,,,,,,,,,,,,Inside building / Innen,,,defibrillator,144,,node/8955041731,yes,0,,,,,,,,,,,,,,,,,,,,,limited
8956922044,node,46.2941678,7.8816796,yes,,,,,,,,,,,In underpass / In Unterführung,,,defibrillator,144,,node/8956922044,yes,-1,,,,,24/7,,,,,,,,,,,,,,,,yes
8957178486,node,46.3033207,7.8701376,yes,,,,,,,,,,,On wall outside building / An Aussenwand,,,defibrillator,144,,node/8957178486,,0,,,,,24/7,,,,,,,,,,,,,,,,yes
8957771331,node,46.3069347,7.8786405,yes,,,,,,,,,,,On wall outside building / An Aussenwand,,,defibrillator,144,,node/8957771331,,0,,,,,24/7,,,,,,,,,,,,,,,,yes
8963747653,node,46.3760856,8.0260116,yes,,,,,,,,,,,eingang Bergbahnen oben (1. Stock),,,defibrillator,144,,node/8963747653,no,,,,,,24/7,,,,,,,,,,,,,,,,
8982974731,node,46.2935811,7.8914049,yes,,,,,,,,,,,Lonza Arena - Nord Eingang ,,An der Wand,defibrillator,144,,node/8982974731,no,,,,,,24/7,?,,,,,,,,,,,,,,,
8995351884,node,46.0942412,7.9573444,yes,,,,,,,,,,,,,,defibrillator,144,,node/8995351884,no,,,,,,,,,,,,,,,,,,,,,,
9004557021,node,46.2545184,7.5333377,,,,,,,,,,,,"Swisspeak Resort, Vercorin, vers le bancomat Raiffeisen",,Bancomat Raiffeisen,defibrillator,144,,node/9004557021,yes,,,,,,24/7,Swisspeak,,,,,,,,,,,,,,,
9014613141,node,46.3994753,7.7722006,,,,,,,,,,,,"In the recycling building, after entering on the left wall",,,defibrillator,144,,node/9014613141,yes,,,,,,,,,,,,,,,,,,,,,,
9025974025,node,46.3357656,8.0157387,,,,,,,,,,,,Aussenwand Migros Partner,,,defibrillator,144,,node/9025974025,no,,,,,,24/7,,,,,,,,,,,,,,,,
9045241417,node,46.3940921,7.7595868,,,,,,,,,,,,Bei der Bushaltestelle,,,defibrillator,144,,node/9045241417,no,,,,,,,,,,,,,,,,,,,,,,
9061117553,node,46.0019752,7.6290238,,,,,,,,,,,,,,,defibrillator,144,,node/9061117553,,,,,,,,,,,,,,,,,,,,,,,
9061117559,node,46.0060618,7.5276775,,,,,,,,,,,,,,,defibrillator,144,,node/9061117559,,,,,,,,,,,,,,,,,,,,,,,
9162239319,node,46.2117066,7.3137988,yes,,,,,,,,,,,Reception TCS Camping Sion,,,defibrillator,144,,node/9162239319,no,,,,,,Mo-Su 07:00-22:00,TCS Camping,,,+41791245169,,,,,,,,,,,,
9209513185,node,46.2325299,7.3629043,yes,,,,,,,,,,,A côté des caisses du parking,,,defibrillator,144,,node/9209513185,no,,,,,,24/7,,,,,,,,,,,,,,,,yes
9210122062,node,46.2341146,7.3643261,yes,,,,,,,,,,,A l'accueil du musée,,,defibrillator,144,"Emplacement
Horaires accès",node/9210122062,yes,0,,,,,,,,,,,,,,,,,,,,,
9233470297,node,46.3114006,8.0116832,yes,,,,,,,,,,,Beim Haupteingang zum Alters- und Pflegeheim rechts an der Wand,,,defibrillator,144,,node/9233470297,no,,,,,,24/7,Coeur Wallis,,,,,,,,,,,,,,,
9233470298,node,46.3166743,8.0170376,yes,,,,,,,,,,,Beim Eingang Volg,,,defibrillator,144,,node/9233470298,no,,,,,,24/7,Coeur Wallis,,,,,,,,,,,,,,,
9233470299,node,46.304364,8.040982,yes,,,,,,,,,,,Bergstation Rosswaldbahn,,,defibrillator,144,,node/9233470299,yes,,,,,,24/7,Rosswald Bahnen AG,,,,,,,,,,,,,,,
9245599382,node,46.3274778,8.020049,yes,,,,,,,,,,,Bei der Gemeindeverwaltung,,,defibrillator,144,,node/9245599382,no,,,,,,24/7,Gemeinde Termen,,,,,,,,,,,,,,,
9245646849,node,46.3257192,8.0281064,yes,,,,,,,,,,,bei der Trafostation Hasel,,,defibrillator,144,,node/9245646849,no,,,,,,24/7,Coeur Wallis/Gemeinde Termen,,,,,,,,,,,,,,,
9282878610,node,46.2837728,7.4126043,,,,,,,,,,,,A côté (gauche) de l'entrée de l'administration communale,Outside the entrance of the municipality building,,defibrillator,144,,node/9282878610,no,,,,,,24/7,,,,,,,,,,,,,,,,
9293592846,node,46.2358972,7.3613613,,,,,,,,,,,,A côté de la caisse (niveau -2) du parking de la Cible,,,defibrillator,144,,node/9293592846,yes,,,,,,24/7,,,,,,,,,,,,,,,,
9356624457,node,46.3115265,7.6436922,yes,,,,,,,,,,,Vor der AXA Geschäftsstelle,,,defibrillator,144,,node/9356624457,no,,,,,,24/7,,,,,,,,,,,,,,,,yes
9356644189,node,46.3114969,7.6407565,yes,,,,,,,,,,,Gemeinde Leuk,,,defibrillator,144,,node/9356644189,no,,,,,,24/7,,,,,,,,,,,,,,,,limited
9386446353,node,46.1945205,7.8412778,,,,,,,,,,,,Eingang Restaurant Sportzentrum,,,defibrillator,144,,node/9386446353,no,,,,,,,,,,,,,,,,,,,,,,
9388480517,node,46.2373854,7.8515248,yes,,,,,,,,,,,Törbel öffentliche Toilette,,,defibrillator,144,,node/9388480517,no,,,,,,24/7,,,,,,,,,,,,,,,,
9388488317,node,46.2385302,7.8530274,yes,,,,,,,,,,,Törbel öffentliche Toilette 2,,,defibrillator,144,,node/9388488317,no,,,,,,24/7,,,,,,,,,,,,,,,,
9388492517,node,46.2385322,7.8529918,yes,,,,,,,,,,,Törbel öffentliche Toilette,,,defibrillator,144,,node/9388492517,no,,,,,,24/7,,,,,,,,,,,,,,,,
9405572930,node,46.1761047,7.5740912,yes,,,,,,,,,,,,,,defibrillator,144,,node/9405572930,,0,,,,,,,,,,,,,,,,,,,,,yes
9444758899,node,46.2557798,7.5296215,,,,,,,,,,,,,,,defibrillator,144,,node/9444758899,,,,,,,,,,,,,,,,,,,,,,,
9489669165,node,46.1036065,7.9249146,yes,,,,,,,,,,,,,,defibrillator,144,,node/9489669165,no,,,,Schiller,,24/7,Gemeinde Saas-Fee,,,,,,,,,,,,,,,yes
9498474642,node,46.023137,7.7476452,,,,,,,,,,,,Bei Bucherer,,,defibrillator,144,,node/9498474642,yes,,,,,,"Mo-Sa 09:00-12:00, 14:00-19:00",Bucherer SA,,,,,,,,,,,,,,,
9498474643,node,46.304897,7.4678375,,,,,,,,,,,,Bei Bucherer,,,defibrillator,144,,node/9498474643,yes,,,,,,"Mo-Sa 10:00-12:30, 14:00-19:00",Bucherer SA,,,,,,,,,,,,,,,
9513349896,node,46.1811733,7.3722289,,,,,,,,,,,,,,,defibrillator,144,,node/9513349896,yes,,,,,,,,,,,,,,,,,,,,,,
9514220322,node,46.1842595,7.386457,,,,,,,,,,,,Next to the kiosk entrance,,,defibrillator,144,,node/9514220322,no,,,,,,,,,,,,,,,,,,,,,,
9523916721,node,46.0800043,7.2699864,yes,,,,,,,,,,,Neben Info & Caisse,,,defibrillator,144,,node/9523916721,no,,,,,,24/7,,,,,,,,,,,,,,,,limited
9600998966,node,46.3751705,8.0680063,,,,,,,,,,,,,,,defibrillator,144,,node/9600998966,yes,,,,,,,,,,,,,,,,,,,,,,
9672359717,node,46.3086941,7.8645581,yes,,,,,,,,,,,Gemeindeverwaltung Baltschieder,,Draussen. Ständig verfügbar.,defibrillator,144,,node/9672359717,no,,,,,,24/7,Gemeinde Baltschieder,,,,,,,,,,,,,,,
9689440917,node,46.3049555,7.8652195,yes,,,,,,,,,,,Feuerwehrmagazin Visp,,Bei Feuerwehrmagazin unten. Nicht bei Kirche oben.,defibrillator,144,,node/9689440917,no,,,,,,24/7,"Feuerwehr Visp, https://coeurvalais.ch/",,,,,,,,,,,,,,,
9690376083,node,46.3861445,6.8541263,yes,,,,,,,,,,,Sur le mur du bâtiment du Sauvetage du Bouveret,,,defibrillator,144,,node/9690376083,no,,,,,,24/7,,,,,,,,,,,,,,,,
9726750152,node,46.0648682,7.146283,,,,,,,,,,,,,,,defibrillator,144,,node/9726750152,,,,,,,,,,,,,,,,,,,,,,,
9726750163,node,46.1325673,7.0449739,,,,,,,,,,,,,,,defibrillator,144,,node/9726750163,no,,,,,,,,,,,,,,,,,,,,,,
9741988578,node,46.3110966,6.9000581,yes,,,,,,,,,,,,,,defibrillator,144,,node/9741988578,,,,,,,24/7,,,,,,,,,,,,,,,,
9781542517,node,46.3192406,7.9859558,,,,,,,,,,,,Bahnhofplatz 7,,Korridor Betriebstrakt,defibrillator,144,,node/9781542517,yes,,,,,,24/7,,,,+41848642442,,,,,,,,,,,,
9781547418,node,46.0680608,7.774979,yes,,,,,,,,,,,Haupteingang von Bus Terminal her,,,defibrillator,144,,node/9781547418,yes,0,,,,,24/7,,,599e6b18-eeb6-4a3b-b2fc-a23c5adf16cb,+41848642442,,,,,,,,,,,,
9804686816,node,46.1417599,7.1226917,,,,,,,,,,,,Devant l'entrée de Carron-Lugon,,,defibrillator,144,,node/9804686816,no,,,,,,,,,,,,,,,,,,,CH1926,,,
9804706317,node,46.144895,7.1283834,,,,,,,,,,,,Devant l'entrepôt,,,defibrillator,144,,node/9804706317,no,,,,,,,,,,,,,,,,,,,,,,
9862344669,node,46.2611679,6.9467868,,,,,,,,,,,,"Dans le hall principal, à gauche depuis l'entrée principale, contre le mur, à coté du magasin MobilZone.",,,defibrillator,144,,node/9862344669,yes,,,,,,,,,,,,,,,,,,,,,,
9862344670,node,46.2542215,6.9488884,permissive,,,,,,,,,,,"Av. du Théâtre 9, Théâtre Crochetan, ans le couloir qui mène au restaurant depuis le foyer du théâtre, dans le couloir qui mène au restaurant depuis le foyer du théâtre",,,defibrillator,144,,node/9862344670,yes,0,,,,,,Commune de Monthey / sécurité civile,,,,,,,,,,,,,,,
9862344672,node,46.254167,6.9497863,yes,,,,,,,,,,,"Av. de la Gare 17a, à droite de l'entrée de la salle de Gym du Vieux-Collège, en dessus de la boite aux lettres",,,defibrillator,144,,node/9862344672,no,0,,,,,24/7,Cœur Valais,,,+41 27 603 62 73,,,,,,,,,,,,
9862344673,node,46.253864,6.9521411,,,,,,,,,,,,"contre le mur, à droite du service client",,,defibrillator,144,,node/9862344673,yes,,,,,,,,,,,,,,,,,,,,,,
9862351992,node,46.2509005,6.9642306,,,,,,,,,,,,"Contre le mur, à gauche de l'entrée de la déchetterie",,,defibrillator,144,,node/9862351992,,0,,,,,24/7,,,,,,,,,,,,,,,,yes
9873260345,node,46.2505499,6.9560276,yes,,,,,,,,,,,"Av. de la Plantaud 48, Soluna, sous le Balcon, façade principale",,Accès direct en voiture,defibrillator,144,,node/9873260345,no,0,,,,,24/7,Coeur Valais,,,+41 27 603 62 73,,,,,,,,,,,,
9917843290,node,46.1025626,7.0891658,yes,,,,,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843290,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,,,,,,,,
9917843312,node,46.2649208,6.9563812,yes,,,,,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917843312,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,,,,,,,,
9917845024,node,46.2846171,7.5164489,yes,,,,,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845024,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,,,,,,,,
9917845083,node,46.3076098,7.9623225,yes,,,,,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845083,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,,,,,,,,
9917845090,node,46.2228557,7.3045265,yes,,,,,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845090,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,,,,,,,,
9917845109,node,46.2935413,7.8937518,yes,,,,,,,,,,,Verkaufsfläche LIDL,,während Öffnungszeiten verfügbar,defibrillator,144,,node/9917845109,yes,,,,,,,LIDL Schweiz,,,+41716278074,,,,,,,,,,,,
9966212418,node,46.3085251,7.8591084,yes,,,,,,,,,,,Postauto Haltestelle Hofmatta,,Unterstand,defibrillator,144,,node/9966212418,no,,,,,,24/7,,,,,,,,,,,,,,,,
9995229040,node,46.2608557,6.9464089,,,,,,,,,,,,"Dans la cafétéria, sur le mur en face de l'accès aux WC.",,,defibrillator,144,,node/9995229040,yes,,,,,,,,,,,,,,,,,,,,,,
10064327656,node,46.2647976,6.9563448,,,,,,,,,,,,"Contre le mur, entre les caisses et la vitrine",,,defibrillator,144,,node/10064327656,yes,,,,,,,,,,,,,,,,,,,,,,
10064327657,node,46.2653903,6.9562696,,,,,,,,,,,,"Contre le mur, entre Office World et Migros.",,,defibrillator,144,,node/10064327657,yes,,,,,,,,,,,,,,,,,,,,,,
10064328892,node,46.2595896,6.9522013,,,,,,,,,,,,"Contre le mur, entre les deux salles de gym, côté vestiaire.",,,defibrillator,144,,node/10064328892,yes,,,,,,,,,,,,,,,,,,,,,,
10066918175,node,45.8993402,7.1934946,,,,,,,,,,,,Just after the toll booth on the left,,,defibrillator,144,,node/10066918175,,,,,,,,,,,,,,,,,,,,,,,
10108687517,node,46.2954471,7.9152286,,,,,,,,,,,,Im LANDI TopShop,,Während Öffnungszeiten LANDI TopShop nutzbar.,defibrillator,144,,node/10108687517,yes,,,,,,06:00-22:00,LANDI Oberwallis AG,,,,,,,,,,,,,,,
10113301636,node,46.208078,7.0066913,,,,,,,,,,,,"Contre le mur du bâtiment, à l'extérieur, à l'extrème gauche de la façade principale.",,,defibrillator,144,,node/10113301636,no,,,,,,,,,,,,,,,,,,,,,,
10159393817,node,46.2001523,7.8928925,yes,,,,,,,,,,,Parkgarage,,24/7 zugänglich,defibrillator,144,,node/10159393817,no,,,,,,24/7,Sanitätsverein,,,+41 79 369 47 34,,,,,,,,,,,,
10198911750,node,46.2280943,7.8814968,yes,,,,,,,,,,,"Beim Durchgang zum Hauseingang, hinterste Garage (mit Service-Türe) - Beschilderung folgen",,,defibrillator,144,,node/10198911750,yes,0,,,,,24/7,Hausgemeinschaft Egga Staldenried,,,+41 78 679 79 70,,,,,,,,,,,,
10203684217,node,46.3147099,7.9415079,,,,,,,,,,,,"Postautowendeplatz Mund, im Bus/WC Häuschen",,immer vorhanden,defibrillator,144,,node/10203684217,no,,,,,,24/7,,,,,,,,,,,,,,,,
10255520909,node,46.1960322,7.3368767,yes,,,,,,,,,,,Volg (rechts neben Eingang),,24/7,defibrillator,144,,node/10255520909,no,0,,,,,24/7,,,,,,,,,,,,,,,,
10272995223,node,46.2930593,6.9373366,,,,,,,,,,,,"Contre le mur, à droite de la porte d'accès principale, à l'extérieur du bâtiment.",,,defibrillator,144,,node/10272995223,no,,,,,,,,,,,,,,,,,,,,,,
10294944050,node,46.3436852,7.6326707,,,,,,,,,,,,,,,defibrillator,144,,node/10294944050,no,,,,,,,,,,,,,,,,,,,,,,
10300250531,node,46.3189397,7.6333866,,,,,,,,,,,,,,,defibrillator,144,,node/10300250531,no,,,,,,,,,,,,,,,,,,,,,,
