type,features
FeatureCollection,"{'type': 'Feature', 'id': 'node/8341301242', 'properties': {'access': 'yes', 'defibrillator:location': 'Neben Eingang Garderobengebäude (Seite Militärstrasse)', 'description': 'nur während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Stadt Liestal / Michael Augsburger', 'phone': '+41 61 927 52 18', 'id': 'node/8341301242'}, 'geometry': {'type': 'Point', 'coordinates': [7.7413191999999995, 47.4803495]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8341301243', 'properties': {'access': 'yes', 'defibrillator:location': 'Im Haupteingang (Salzgasse) zum Rathaus', 'description': 'nur während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo 07:30-11:30; Tu,Th 08:00-11:30,13:30-16:30; We 10:30-18:30; Fr 08:00-11:30', 'operator': 'Stadt Liestal / Michael Augsburger', 'phone': '+41 61 927 52 18', 'id': 'node/8341301243'}, 'geometry': {'type': 'Point', 'coordinates': [7.7346727, 47.4838763]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8418047182', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/8418047182'}, 'geometry': {'type': 'Point', 'coordinates': [7.6917776, 47.3973166]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8418047183', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'id': 'node/8418047183'}, 'geometry': {'type': 'Point', 'coordinates': [7.6964748, 47.3901512]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8446759518', 'properties': {'access': 'yes', 'defibrillator:location': 'Sportplatz Weihermatt Ecken Egertenstrasse', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Reinach', 'id': 'node/8446759518'}, 'geometry': {'type': 'Point', 'coordinates': [7.5921525, 47.497484]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8446778417', 'properties': {'access': 'yes', 'defibrillator:location': 'Tramstation Surbaum', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Reinach', 'id': 'node/8446778417'}, 'geometry': {'type': 'Point', 'coordinates': [7.6018875, 47.5063244]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8557294455', 'properties': {'access': 'yes', 'defibrillator:location': 'Links neben der Eingangstüre zur Gemeindeverwaltung', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Lauwil', 'phone': '+41 61 941 21 21', 'id': 'node/8557294455'}, 'geometry': {'type': 'Point', 'coordinates': [7.67634, 47.3887457]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8558161017', 'properties': {'access': 'yes', 'defibrillator:location': 'Schulhaus Aegelmatt', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Pratteln', 'phone': '+41618252111', 'id': 'node/8558161017'}, 'geometry': {'type': 'Point', 'coordinates': [7.6819546, 47.5191997]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8558170517', 'properties': {'access': 'yes', 'defibrillator:location': 'Migros Gehrenacker', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Pratteln', 'phone': '+41618252111', 'id': 'node/8558170517'}, 'geometry': {'type': 'Point', 'coordinates': [7.7042842, 47.521284]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8558174217', 'properties': {'access': 'yes', 'defibrillator:location': 'KSZ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Pratteln', 'phone': '+41618252111', 'id': 'node/8558174217'}, 'geometry': {'type': 'Point', 'coordinates': [7.6959455, 47.5193719]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8561665442', 'properties': {'access': 'yes', 'defibrillator:location': 'In ehemaliger Swisscom Telefonkabine (In Gebäude eingebaut)', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': '24/7', 'operator': 'Gemeinde Liedertswil - Gemeinderat Andreas Messerli', 'phone': '+41 79 347 81 44', 'id': 'node/8561665442'}, 'geometry': {'type': 'Point', 'coordinates': [7.718723, 47.3913352]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8563854918', 'properties': {'access': 'no', 'defibrillator:location': 'Campus Eidgenössische Zollverwaltung (EZV), beim Empfang', 'description': 'nur während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo-Fr: 07:30-18:00', 'operator': 'Eidgenössische Zollverwaltung', 'id': 'node/8563854918'}, 'geometry': {'type': 'Point', 'coordinates': [7.744466, 47.4796648]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8612272817', 'properties': {'access': 'no', 'defibrillator:location': 'in den Kleematten 13', 'description': 'Privathaus', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'operator': 'Denise und Edi Lüönd', 'phone': '+41792221986', 'id': 'node/8612272817'}, 'geometry': {'type': 'Point', 'coordinates': [7.5258944, 47.5107113]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8612272823', 'properties': {'access': 'no', 'defibrillator:location': 'Feuerwehrmagazin', 'description': 'Feuerwehrauto', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'operator': 'Feuerwehr', 'id': 'node/8612272823'}, 'geometry': {'type': 'Point', 'coordinates': [7.5223267, 47.5071308]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8660342817', 'properties': {'access': 'yes', 'defibrillator:location': 'Turnhalle Itingen, Schulstrasse 7b', 'description': 'Links beim Eingang MZH', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Itingen', 'id': 'node/8660342817'}, 'geometry': {'type': 'Point', 'coordinates': [7.7870927, 47.4663255]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8669129617', 'properties': {'access': 'yes', 'defibrillator:location': 'Schulhaus Fechten Aula', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/8669129617'}, 'geometry': {'type': 'Point', 'coordinates': [7.5872530000000005, 47.4868253]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8709977809', 'properties': {'access': 'yes', 'defibrillator:location': 'Seitlich visavis Schulhaus Parkplatz', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Katholisches Pfarramt Oberdorf', 'id': 'node/8709977809'}, 'geometry': {'type': 'Point', 'coordinates': [7.7535505, 47.3913404]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8711814817', 'properties': {'access': 'yes', 'defibrillator:location': 'schwimmbad', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'operator': 'Gemeinde', 'id': 'node/8711814817'}, 'geometry': {'type': 'Point', 'coordinates': [7.853198, 47.4632924]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8722381418', 'properties': {'access': 'yes', 'defibrillator:location': 'Volgladen, aussen neben dem Eingang', 'description': 'Frei zugänglich', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Einwohnergemeinde Arisdorf', 'id': 'node/8722381418'}, 'geometry': {'type': 'Point', 'coordinates': [7.7650939999999995, 47.5102337]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8742978754', 'properties': {'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'id': 'node/8742978754'}, 'geometry': {'type': 'Point', 'coordinates': [7.8838527, 47.4333153]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8775932605', 'properties': {'access': 'yes', 'defibrillator:location': 'Links neben dem Eingang zur Gemeindeverwaltung', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Einwohnergemeinde Brislach', 'phone': '+41 79 322 76 76', 'id': 'node/8775932605'}, 'geometry': {'type': 'Point', 'coordinates': [7.5434554, 47.418168]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8775959234', 'properties': {'access': 'yes', 'defibrillator:location': 'Beim Eingang des Kirchgemeindehaus', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Reformierte Kirchgemeinde Laufental, Corinne Züllig', 'phone': '+41 61 761 40 43', 'id': 'node/8775959234'}, 'geometry': {'type': 'Point', 'coordinates': [7.5040282, 47.4197769]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8775968100', 'properties': {'access': 'yes', 'defibrillator:location': 'Links am Gebäude beim Eingang zum Gemeindezentrum', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeindeverwaltung Bretzwil, Kirchgasse 3, 4207 Bretzwil', 'phone': '+41 61 943 04 40', 'id': 'node/8775968100'}, 'geometry': {'type': 'Point', 'coordinates': [7.6543218, 47.3987504]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8846606519', 'properties': {'access': 'yes', 'defibrillator:location': 'Gymnasium Oberwil', 'description': 'Haupteingang, Treppe hoch, im Gang des ersten Stockwerks', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo-Fr: 07:00-19:00', 'operator': 'Kanton Baselland', 'phone': '+41 61 552 18 18', 'id': 'node/8846606519'}, 'geometry': {'type': 'Point', 'coordinates': [7.5498407, 47.5230871]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8862818861', 'properties': {'access': 'yes', 'defibrillator:location': 'Rechte Gebäudeseite, beim Hintereingang', 'description': 'Rechts ums Gebäude Hintereingang', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Seltisberg', 'id': 'node/8862818861'}, 'geometry': {'type': 'Point', 'coordinates': [7.7209376, 47.463445]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8874923320', 'properties': {'access': 'yes', 'defibrillator:location': 'Gemeinde Verwaltung ', 'description': 'Aussen bei Bank ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde ', 'id': 'node/8874923320'}, 'geometry': {'type': 'Point', 'coordinates': [7.7594006, 47.4735175]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8880216005', 'properties': {'access': 'no', 'defibrillator:location': 'Personaleingang', 'description': 'während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'phone': '+41 613173384', 'id': 'node/8880216005'}, 'geometry': {'type': 'Point', 'coordinates': [7.6231512, 47.5531018]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8880255212', 'properties': {'access': 'no', 'defibrillator:location': 'Sporthalle Sternenfeld, Garderobenbereich', 'description': 'während Öffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'operator': 'Gemeinde Birsfelden, Herr Daniel Lerch', 'phone': '+41613173384', 'id': 'node/8880255212'}, 'geometry': {'type': 'Point', 'coordinates': [7.6323927, 47.5518216]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8895195918', 'properties': {'access': 'yes', 'defibrillator:location': 'Feuerwehr Magazin Vorderdorf', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/8895195918'}, 'geometry': {'type': 'Point', 'coordinates': [7.9093846, 47.4397028]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8903589917', 'properties': {'access': 'yes', 'defibrillator:location': 'Aussenwand Gemeindeverwaltung', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'operator': 'Gemeinde Bubendorf', 'id': 'node/8903589917'}, 'geometry': {'type': 'Point', 'coordinates': [7.7365, 47.4497232]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8919957619', 'properties': {'access': 'no', 'defibrillator:location': 'Polizei Basel-Landschaft', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': '24/7', 'operator': 'Polizei Basel-Landschaft', 'id': 'node/8919957619'}, 'geometry': {'type': 'Point', 'coordinates': [7.7311426, 47.4865422]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8921679135', 'properties': {'access': 'yes', 'defibrillator:location': 'Eingang Schulhaus/Mehrzweckhalle Mauer in der Nähe des Eingangsbereichs (unter dem Vordach)', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/8921679135'}, 'geometry': {'type': 'Point', 'coordinates': [7.7446915, 47.5242632]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8922244721', 'properties': {'access': 'yes', 'defibrillator:location': 'Migros Innen bei Info ', 'description': 'WÄHREND OEFFUNGSZEITEN VERFÜGBAR ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'MO-Fr 08:00-20:00\nSa.       07:30-18:00', 'operator': 'Migros ', 'phone': '0585757100', 'id': 'node/8922244721'}, 'geometry': {'type': 'Point', 'coordinates': [7.8525644, 47.4650302]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8925724618', 'properties': {'access': 'no', 'defibrillator:location': 'Migros Liestal bei Info Theke Eingang', 'description': 'Während Oeffungszeiten Verfügbar. ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'MO-Fr 08:00-19:00\nSa.       08:00-18:00', 'operator': 'Migros', 'id': 'node/8925724618'}, 'geometry': {'type': 'Point', 'coordinates': [7.7359463, 47.482454]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8956420117', 'properties': {'access': 'yes', 'defibrillator:location': 'Gemeindeverwaltung Seite Hauptstrasse ', 'description': '24/7', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'operator': 'Gemeinde ', 'id': 'node/8956420117'}, 'geometry': {'type': 'Point', 'coordinates': [7.8840682, 47.4332154]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8959492418', 'properties': {'access': 'no', 'defibrillator:location': 'Bücheli Center bei Cafe Brüderli', 'description': 'Während Oeffungszeiten Verfügbar ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'MO-Fr 09:00-19:00\nSa 09:00-19:00', 'id': 'node/8959492418'}, 'geometry': {'type': 'Point', 'coordinates': [7.7357746, 47.4836973]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8960384717', 'properties': {'access': 'yes', 'defibrillator:location': 'Restaurant Jägerstübli', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/8960384717'}, 'geometry': {'type': 'Point', 'coordinates': [7.9395172, 47.4497195]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8960473917', 'properties': {'access': 'yes', 'defibrillator:location': 'Gemeinde Verwaltung /Post Parking', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde', 'id': 'node/8960473917'}, 'geometry': {'type': 'Point', 'coordinates': [7.8110015, 47.4638783]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8984812456', 'properties': {'access': 'yes', 'defibrillator:location': 'Schlössli: Hauseingang, an der Wand rechts', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Biel-Benken', 'phone': '+41 61 726 82 82', 'id': 'node/8984812456'}, 'geometry': {'type': 'Point', 'coordinates': [7.5140288, 47.5052218]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8987760917', 'properties': {'access': 'yes', 'defibrillator:location': 'Turnhalle, Böckten', 'description': 'An Strasse zugewandter Gebäudeseite', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Böckten', 'id': 'node/8987760917'}, 'geometry': {'type': 'Point', 'coordinates': [7.834628, 47.4633011]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8988075518', 'properties': {'access': 'yes', 'defibrillator:location': 'Schulhaus Eingang.  Aussenwand rechts unter dem Vordach', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/8988075518'}, 'geometry': {'type': 'Point', 'coordinates': [7.7160553, 47.4136803]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8998857717', 'properties': {'access': 'yes', 'defibrillator:location': 'Turn Sport Halle ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde ', 'id': 'node/8998857717'}, 'geometry': {'type': 'Point', 'coordinates': [7.8536654, 47.4628016]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8998955517', 'properties': {'access': 'yes', 'defibrillator:location': 'Tennis center Grien ', 'description': 'Während Oeffungszeiten Verfügbar ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo.-Fr 08:30-23:00\nSa.-So 09:00-19:00', 'operator': 'Tennis Center Ergolz', 'id': 'node/8998955517'}, 'geometry': {'type': 'Point', 'coordinates': [7.8000893, 47.4700353]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/8999070117', 'properties': {'access': 'yes', 'defibrillator:location': 'Migros Innen bei Kundendienst Rechte Seite', 'description': 'während oeffnungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo–Fr 08:00–19:00 Sa 08:00 – 18:00', 'operator': 'Migros ', 'id': 'node/8999070117'}, 'geometry': {'type': 'Point', 'coordinates': [7.6935087, 47.5205246]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9001674917', 'properties': {'access': 'yes', 'defibrillator:location': 'Migros Kundendienst /Blumen', 'description': 'während oeffnungszeiten verfügbar.', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo.–Fr. 08:00–19:00\nSa. 08:00–18:00', 'operator': 'Migros ', 'id': 'node/9001674917'}, 'geometry': {'type': 'Point', 'coordinates': [7.501995, 47.4199706]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9004540917', 'properties': {'access': 'yes', 'defibrillator:location': 'Bei Kundendienst Eingang Links ', 'description': 'während oeffungszeiten verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo.–Fr. 08:00–19:00 Sa. 07:30–18:00', 'operator': 'Migros', 'id': 'node/9004540917'}, 'geometry': {'type': 'Point', 'coordinates': [7.5731795, 47.532501]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9006331917', 'properties': {'access': 'yes', 'defibrillator:location': 'Sport Halle Stutz Innen Rechts Parterre', 'description': 'Während Oeffungszeiten Verfügbar ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Die. - Fr. 07:00-12:00\n', 'operator': 'Gemeinde', 'id': 'node/9006331917'}, 'geometry': {'type': 'Point', 'coordinates': [7.7644347, 47.4741765]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9007091596', 'properties': {'defibrillator:location': 'im Foyer des Verwaltungsgebäudes', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'id': 'node/9007091596'}, 'geometry': {'type': 'Point', 'coordinates': [7.7322386, 47.4847942]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9008238117', 'properties': {'access': 'yes', 'defibrillator:location': 'Gemeindeverwaltung', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/9008238117'}, 'geometry': {'type': 'Point', 'coordinates': [7.7804056, 47.4038663]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9045528200', 'properties': {'access': 'yes', 'defibrillator:location': 'Beim Restauranteingang linke Seite aussen', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Bruno Probst', 'phone': '+41 79 962 61 10', 'id': 'node/9045528200'}, 'geometry': {'type': 'Point', 'coordinates': [7.8090651, 47.3692102]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9056541617', 'properties': {'access': 'yes', 'defibrillator:location': 'Unter dem Baum, bei Briefkästen', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/9056541617'}, 'geometry': {'type': 'Point', 'coordinates': [7.7360971, 47.4305138]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9056666517', 'properties': {'access': 'yes', 'defibrillator:location': 'MZH', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/9056666517'}, 'geometry': {'type': 'Point', 'coordinates': [7.761156, 47.4271862]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9074140817', 'properties': {'access': 'yes', 'defibrillator:location': 'Gemeindehaus', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'id': 'node/9074140817'}, 'geometry': {'type': 'Point', 'coordinates': [7.8983655, 47.4266745]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9075763717', 'properties': {'access': 'yes', 'defibrillator:location': 'Schulhaus Diegten', 'description': 'Treppe hoch, aussen im 1.OG. \nSichtbar von der Strasse aus. ', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Diegten', 'id': 'node/9075763717'}, 'geometry': {'type': 'Point', 'coordinates': [7.8121007, 47.4129594]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9076913317', 'properties': {'access': 'yes', 'defibrillator:location': 'Prodega Pratteln ', 'description': 'Beim Bistro', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'yes', 'opening_hours': 'Mo.-Mi. 07:00-18:00\nDo.         07:00-20:00\nSa.          07:00-16:00', 'operator': 'Prodega Pratteln ', 'id': 'node/9076913317'}, 'geometry': {'type': 'Point', 'coordinates': [7.6968665, 47.5261742]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'node/9097131507', 'properties': {'access': 'yes', 'defibrillator:location': 'Am Gemeindehaus', 'description': '24h verfügbar', 'emergency': 'defibrillator', 'emergency:phone': '144', 'indoor': 'no', 'opening_hours': '24/7', 'operator': 'Gemeinde Lupsingen', 'phone': '+41 61 915 90 50', 'id': 'node/9097131507'}, 'geometry': {'type': 'Point', 'coordinates': [7.6952013, 47.4461988]}}"
