osm_id,osm_type,lat,lon,access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,check_date,contact:email,contact:phone,contact:website,defibrillator:location,description,description:de,description:en,email,emergency,emergency:phone,fixme,id,indoor,latitude,level,location,longitude,name,opening_hours,operator,operator:type,outdoor,phone,ref,source,website,wheelchair
7962056790,node,47.2381359,7.5973236,yes,,,,,,,,,,,Beim Feuerwehrmagazin,Notfallsystem mit Defibrillator von Defibtech Lifeline View,,,,defibrillator,144,,node/7962056790,no,,,,,,24/7,,,,,,,,
8127985979,node,47.350148,7.943847,,,,,,,,,,,,Im Gemeindehaus rechts von der Treppe im EG,nur während Öffnungszeiten verfügbar,,,,defibrillator,144,,node/8127985979,yes,,,,,,"Mo 09:30-11:45,15:00-19:00; Tu 09:30-11:45; We,Th 09:30-11:45,15:00-17:30; Fr 09:30-11:45,13:30-15:30",Einwohnergemeinde Dulliken,,,+41 62 285 57 57,,,,
8327355675,node,47.3169045,7.6980808,no,,,,,,,,,,,im Feuerwehrdepot. Nur First Responder haben Zugriff,nur über Notruf verfügbar,,,,defibrillator,144,,node/8327355675,yes,,,,,,,Sanitätsverein Balsthal- Mirjam Fässler,,,+41 77 459 50 40,,,,
8327384164,node,47.3163325,7.6931437,yes,,,,,,,,,,,EG vis à vis Sekretariat im Altersheim,24h über Nachtklingel verfügbar,,,,defibrillator,144,,node/8327384164,yes,,,,,,24/7,Altersheim Inseli,,,,,,,
8376504166,node,47.2062953,7.4529922,yes,,,,,,,,,,,Haupteingang zur Pfarrei (vis-a-vis Kirche).,,,,,defibrillator,144,,node/8376504166,no,,,,,,24/7,,,,,,,,
8376533542,node,47.3968085,7.5811502,yes,,,,,,,,,,,neben dem Eingang des Gemeindesaals,,,,,defibrillator,144,,node/8376533542,no,,,,,,24/7,Einwohnergemeinde Fehren,,,+41 61 791 91 11,,,,
8455386840,node,47.3499199,7.9063963,,,,,,,,2024-09-17,,,,,,,,,defibrillator,144,,node/8455386840,no,,,,,,,,,,,,,,
8481830237,node,47.3508555,7.901254,yes,,,,,,,,,,,Aussen beim Haupteingang,,,,,defibrillator,144,,node/8481830237,no,,,,,,24/7,,,,,,,,
8521981892,node,47.1611994,7.6870491,yes,,,,,,,,,,,Unter dem Vordach. Von aussen sichtbar.,,,,,defibrillator,144,,node/8521981892,no,,,,,,,,,,,,,,
8540385917,node,47.348489,7.9268927,yes,,,,,,,,,,,"Gemeindeverwaltung Starrkirch-Wil, Eingang",durchgehend erreichbar,,,,defibrillator,144,,node/8540385917,no,,,,,,24/7,Gemeinde,,,,,,,
8547911436,node,47.3479733,7.9154016,yes,,,,,,,,,,,"Links am Selecta-Automat, der vor der Garage steht.",,,,,defibrillator,144,,node/8547911436,no,,,,,,24/7,Procamed AG,,,+41 52 368 60 00,,,,
8548048565,node,47.3466111,7.9174056,yes,,,,,,,,,,,Rechts am Selecta-Automaten in grünem Wandkasten,,,,,defibrillator,144,,node/8548048565,no,,,,,,24/7,Procamed AG,,,+41 52 368 60 00,,,,
8556671479,node,47.3532336,7.9049823,,,,,,,,,,,,"EG, Eingang Werkstatt",während Öffnungszeiten verfügbar,,,,defibrillator,144,,node/8556671479,yes,,,,,,,,,,+41 62 206 16 16,,,,
8561631201,node,47.3495052,7.9451235,,,,,,,,,,,,Kann am Bankschalter angefordert werden,,,,,defibrillator,144,,node/8561631201,yes,,,,,,"Mo-Fr 08:30-12:00, 13:30-16:30",Raiffeisenbank Dulliken-Starrkirch,,,+41 62 285 40 30,,,,
8573698870,node,47.4223754,7.5981637,yes,,,,,,,,,,,"Im Eingang des Gemeindehauses, von aussen frei zugänglich.",,,,,defibrillator,144,,node/8573698870,no,,,,,,24/7,Gemeinde Himmelried,,,+41 61 741 17 78,,,,
8582376625,node,47.1847707,7.4014639,yes,,,,,,,,,,,Berufsbildungszentrum Grenchen,"Im Gang gegenüber der Kantine, Erdgeschoss, Südseite",,,,defibrillator,144,,node/8582376625,yes,,,,,,Mo-Fr 08:00-17:00,BBZ Grenchen,,,+41326532727,,,,
8613196117,node,47.3517463,7.9010756,yes,,,,,,,,,,,Im Eingang links Raiffeisen gegenüber Café Ring,,,,,defibrillator,144,,node/8613196117,yes,,,,,,06:00-00:00,Raiffeisenbank,,,+41622050505,,,,
8614882174,node,47.2287075,7.6216126,yes,,,,,,,,,,,Treppenhaus,,,,,defibrillator,144,,node/8614882174,yes,,0,,,,,,,,,,,,
8627921973,node,47.3498459,7.9064394,yes,,,,,,,,,,,"Vor Eingang Post-Gebäude, Rechts am Selecta-Automaten in grünem Wandkasten",,,,,defibrillator,144,,node/8627921973,no,,,,,,24/7,Procamed AG,,,+41 52 368 60 00,,,,
8640004218,node,47.3520362,7.9044253,yes,,,,,,,,,,,Olten Tourismus,"Aussen, neben Eingang",,,,defibrillator,144,,node/8640004218,no,,,,,,24/7,Olten Tourismus,,,,,,,
8644201707,node,47.4806551,7.456762,yes,,,,,,,,,,,An der nördlichen Aussenfassade der Gemeindeverwaltung in einem Schutzgehäuse.,,24h verfügbar,,,defibrillator,144,,node/8644201707,no,,,,,,24/7,Gemeindeverwaltung / 4118 Rodersdorf,,,+41 61 731 33 16,,,,
8644268817,node,47.3482537,7.9029574,yes,,,,,,,,,,,"Der Defi hängt an der Wand rechts wenn man vor dem Eingang der Schützi steht. Von der Badi her sieht man ihn gut, aber von der anderen Seite (Hausmattrain, Leberngasse) ist er nicht direkt ersichtlich.",,,,,defibrillator,144,,node/8644268817,no,,,,,,24/7,,,,,,,,
8644503017,node,47.2257945,7.4727204,yes,,,,,,,,,,,Schulhaus,links beim Rollstuhleingang,,,,defibrillator,144,,node/8644503017,no,,,,,,24/7,Gemeinde,,,,,,,yes
8645174717,node,47.2222545,7.4748437,yes,,,,,,,,,,,Beim Feuerwehrgebäude,,,,,defibrillator,144,,node/8645174717,no,,,,,,24/7,Gemeinde,,,,,,,
8678245346,node,47.4816456,7.457051,yes,,,,,,,,,,,Praxis Dr. Walter Meier,,,,,defibrillator,144,,node/8678245346,yes,,,,,,"Mo-Fr 08:00-11:30,14:00-17:30; We,Th 08:00-11:30; Sa 08:30-10:30",Praxis Dr. Walter Meier,,,+41 61 731 32 32,,,,
8686646117,node,47.211143,7.5261007,no,,,,,,,,,,,Migros Öufi,während den Öffnungszeiten,,,,defibrillator,144,,node/8686646117,yes,,,,,,,Migros,,,,,,,
8699607518,node,47.1143696,7.4625508,yes,,,,,,,,,,,"Draussen, neben Garagentor.",,,,,defibrillator,144,,node/8699607518,no,,,,,,24/7,Gemeinde 3254 Messen,,,,,,,
8742684117,node,47.3176356,7.6942168,yes,,,,,,,,,,,"Eingamg Pfarreiheim, neben dem IV WC",während der Öffnungszeit der Kirche,,,,defibrillator,144,,node/8742684117,yes,,,,,,Mo-Su 07:00-19:00,röm. kath. Kirchgemeinde Balsthal,,,+41623919191,,,,
8764958917,node,47.3080058,7.7849898,yes,,,,,,,,,,,"Migros Verteilbetriebe, Velounterstand",,,,,defibrillator,144,,node/8764958917,no,,,,,,24/7,Migros Verteilbetriebe,,,+41623887111,,,,
8779635517,node,47.1749139,7.5977311,yes,,,,,,,,,,,Beim Bankomat,,,,,defibrillator,144,,node/8779635517,no,,,,,,24/7,,,,,,,,
8811198766,node,47.4346437,7.6582673,yes,,,,,,,,,,,Gemeindeverwaltung,,,,,defibrillator,144,,node/8811198766,yes,,,,,,24/7,Gemeinde Seewen,,,+41 77 466 55 44,,,,
8832574027,node,47.3743293,7.9925024,yes,,,,,,,,,,,Schulhaus Niedergösgen ,24\7 Erreichbarkeit unter Pausenhalle ,,,,defibrillator,144,,node/8832574027,no,,,,,,24/7,Einwohnergemeinde ,,,+41793663412,,,,
8844029846,node,47.3093871,7.6932701,yes,,,,,,,,,,,Neben Haupteingang Allenspach Medical AG,,,,,defibrillator,144,,node/8844029846,no,,,,,,24/7,Allenspach Medical AG,,,+41 62 386 60 06,,,,
8852623538,node,47.3419476,7.875193,yes,,,,,,,,,,,"Tiefgaragen-Einfahrt Chrummatt, In einer Nische in der Tiefgarageneinfahrt angebracht.",,,,,defibrillator,144,,node/8852623538,no,,,,,,24/7,Maurice Stampfli,,,+41 79 444 91 89,,,,
8880283957,node,47.3732746,7.5414813,yes,,,,,,,,,,,Beim Dorfladen Volg an der Hausmauer,,,,,defibrillator,144,,node/8880283957,no,,,,,,24/7,,,,,,,,
8906909118,node,47.1682654,7.5600346,yes,,,,,,,,,,,Tennisclub Gerlafingen,,,,,defibrillator,144,,node/8906909118,no,,,,,,,Tennisclub Gerlafingen,,,+41792398828,,,,
8921604224,node,47.4208961,7.4339904,yes,,,,,,,,,,,Beim Hofladen Bauernhof Klötzli,,,,,defibrillator,144,,node/8921604224,no,,,,,,24/7,Einwohnergemeinde Kleinlützel,,,+41617759000,,,,
8921604225,node,47.4254792,7.4182774,yes,,,,,,,,,,,"Neben der Milchsammelstelle Frohmatt, Kleinlützel, direkt an der Bushaltestelle Frohmatt",,,,,defibrillator,144,,node/8921604225,no,,,,,,24/7,Einwohnergemeinde Kleinlützel,,,+41617759000,,,,
8939004359,node,47.3176082,7.802163,no,,,,,,,,,,,Gaupark Egerkingen,Steht im haus nebem Bancomat ,,,,defibrillator,144,,node/8939004359,yes,,,,,,,Einkaufzemtrum,,,,,,,
8988366817,node,47.4497427,7.6667781,yes,,,,,,,,,,,Schulhaus Oberstufenzentrum Dorneckberg Haupteingang aussen,24/365,,,,defibrillator,144,,node/8988366817,no,,,,,,24/7,Schule,,,,,,,
8989620017,node,47.3815567,7.5016519,yes,,,,,,,,,,,Feuerwehrmagazin Aussenmauer Haltestelle Dorf Mitte,,,,,defibrillator,144,,node/8989620017,no,,,,,,,Gemeinde,,,,,,,
8996685818,node,47.3650736,7.9463754,,,,,,,,,,,,Mehrzweckhalle Hardmatt,im Korridor nur während Nutzungszeiten,,,,defibrillator,144,,node/8996685818,yes,,,,,,08:00-18:00,Gemeinde,,,+41 62 530 68 20,,,,
8996694717,node,47.363658,7.9478376,,,,,,,,,,,,Feuerwehr,nur durch Feuerwehr,,,,defibrillator,144,,node/8996694717,yes,,,,,,24/7,Feuerwehr,,,,,,,
9007308220,node,47.363108,7.8957383,yes,,,,,,,2025-11-24,,,,Gemeindeverwaltung Trimbach,,,,,defibrillator,144,,node/9007308220,no,,,,,,24/7,Gemeinde Trimbach,,,,,,,
9010992717,node,47.3409488,7.8550738,yes,,,,,,,,,,,"Schulhaus, Haupteingang, östlich",,,,,defibrillator,144,,node/9010992717,no,,,,,,24/7,,,,,,,,
9045503549,node,47.2201602,7.555247,yes,,,,,,,,,,,Beim Haupteingang an der Hausfassade,,,,,defibrillator,144,,node/9045503549,no,,,,,,24/7,Gemeinde Feldbrunnen,,,+41 32 622 86 05,,,,
9052689420,node,47.1633452,7.5264509,yes,,,,,,,,,,,Gegenüber der Bushaltestelle am Gebäude Bahnhofplatz 2,,,,,defibrillator,144,,node/9052689420,no,,,,,,24/7,Neuenschwander AG,,,+41 32 422 08 10,,,,
9061442816,node,47.1908317,7.6628855,yes,,,,,,,,,,,Vor dem Haupteingang zum Mehrzweckgebäude auf der linken Seite,,,,,defibrillator,144,,node/9061442816,yes,,,,,,24/7,"Einwohnergemeinde Bolken, Häner Gisela",,,+41 62 961 60 10,,,,
9066525917,node,47.3928262,7.8855428,yes,,,,,,,,,,,Werkhof neben dem Eingang,,,,,defibrillator,144,,node/9066525917,no,,,,,,24/7,,,,,,,,
9072547217,node,47.2819721,7.7527267,yes,,,,,,,,,,,SPAR Supermarkt,,,,,defibrillator,144,,node/9072547217,no,,,,,,24/7,,,,,,,,
9078807959,node,47.3520189,7.8907666,yes,,,,,,,,,,,"Bei der Haupttreppe,links, Gebäude Singsaal",,,,,defibrillator,144,,node/9078807959,no,,,,,,24/7,"Procamed AG,Schulstrasse 5 8355 Aadorf",,,+41 52 368 60 00,,,,
9101273185,node,47.4849093,7.5223437,yes,,,,,,,,,,,Eingang Firma Kenny Design GmbH,,,,,defibrillator,144,,node/9101273185,no,,,,,,24/7,"Nicole Martin, Kenny Design GmbH",,,+41 61 545 99 10,,,,
9102959692,node,47.2065288,7.5648255,yes,,,,,,,,,,,gleich an Aussenfassade,,,,,defibrillator,144,,node/9102959692,,,0,,,Garten Wyss,24/7,Garten Wyss,,,,,,,
9104138425,node,47.221871,7.5804923,private,,,,,,,,,,,Aussenfassade bei Velostation,,,,,defibrillator,144,,node/9104138425,no,,,,,Biogen,24/7,Biogen,,,,,,,
9121866714,node,47.3507628,7.9023168,yes,,,,,,,,,,,"Im Bankomatenraum, nach der Glastür links an der Wand",,,,,defibrillator,144,,node/9121866714,yes,,0,,,,24/7,Aargauische Kantonalbank,,,+41 62 207 99 99,,,,yes
9122029900,node,47.1969664,7.5986478,yes,,,,,,,,,,,Bei Lieferqanteneingang,,,,,defibrillator,144,,node/9122029900,,,,,,Brönnimann,24/7,,,,,,,,
9128865040,node,47.4832507,7.6136126,yes,,,,,,,,,,,Aussen beim Käch an der Wand richtung Strasse.,,,,,defibrillator,144,,node/9128865040,no,,,,,,24/7,,,,,,,,
9129678917,node,47.1128067,7.3913201,private,,,,,,,,,,,Produktion UG,,,,,defibrillator,144,,node/9129678917,yes,,-1,,,,Mo - Fr 07:00-17:00,CDR Glas AG,,,+41 79 335 50 20,,,,
9134247938,node,47.4055511,7.5443807,yes,,,,,,,,,,,In der Eingangshalle neben den Aufzügen,24h verfügbar (in der Nacht über Portier),,,,defibrillator,144,,node/9134247938,yes,,,,,,24/7,Alterszentrum Bodenacker,,,+41797674236,,,,
9137534605,node,47.171185,7.5277913,yes,,,,,,,,,,,Beim alten Schulhaus Haupteingang,,,,,defibrillator,144,,node/9137534605,no,,,,,,24/7,Einwohnergemeinde Lohn-Ammannsegg,,,+41 79 298 79 24,,,,
9137626118,node,47.0914943,7.4466246,yes,,,,,,,,,,,Werkhof Messen/Glasentsorgung,Fassade rechts,,,,defibrillator,144,,node/9137626118,no,,,,,,24/7,Gemeinde,,,,,,,
9141470790,node,47.2979857,7.7913257,,,,,,,,,,,,In der Massagepraxis Garderobe,während Öffnungszeiten verfügbar,,,,defibrillator,144,,node/9141470790,yes,,,,,,,Claudia Bossart,,,+41 79 710 72 33,,,,
9148386151,node,47.313124,7.6531786,,,,,,,,,,,,,,,,,defibrillator,144,,node/9148386151,no,,0,,,,24/7,,,,,,,,
9164637680,node,47.3097966,7.8115832,yes,,,,,,,,,,,Haupteingang,,,,,defibrillator,144,,node/9164637680,yes,,,,,,24/7,SRS Medical GmbH Rettungsdienst,,,+41 800 777 668,,,,
9165023217,node,47.1951086,7.607689,yes,,,,,,,,,,,landi ,parkplatz vor lafeneingang rechts,,,,defibrillator,144,,node/9165023217,no,,,,,,24/7,lebensrettungstafel,,,,,,,
9169730417,node,47.3566057,7.9461676,,,,,,,,,,,,"untere Ey, Clubhaus FC Dulliken",Während Trainings-und Spielbetrieb offen,,,,defibrillator,144,,node/9169730417,yes,,,,,,Mo-Fr 17:30-21:30,FC Dulliken,,,+41794434462,,,,
9187600026,node,47.2066755,7.5649899,yes,,,,,,,,,,,Beim Ausgang vom Gartencenter montiert. Vom Parkplatz her öffentlich zugänglich.,,,,,defibrillator,144,,node/9187600026,no,,,,,,24/7,Christian Schluep,,,+41 32 686 68 68,,,,
9187601815,node,47.1637145,7.5320452,yes,,,,,,,,,,,Am Gebäude sichtbar angebracht,,,,,defibrillator,144,,node/9187601815,no,,,,,,24/7,Kläy,,,+41 32 623 16 59,,,,
9187601816,node,47.1640728,7.5279281,yes,,,,,,,,,,,an der Hauswand,,,,,defibrillator,144,,node/9187601816,no,,,,,,24/7,Neuenschwander Mulden AG,,,+41 32 623 16 59,,,,
9211049156,node,47.2755058,7.8339735,yes,,,,,,,,,,,Gemeindehaus Fulenbach neben Eingang,,,,,defibrillator,144,,node/9211049156,no,,,,,,24/7,,,,,,,,yes
9229784017,node,47.4889947,7.4989965,yes,,,,,,,,,,,Bahnhof Flüh,Rechts an der Wand neben dem Kiosk,,,,defibrillator,144,,node/9229784017,no,,,,,,24/7,,,,+41797336077,,,,
9248384206,node,47.1826843,7.5609297,yes,,,,,,,,,,,Vor Bankeingang,,,,,defibrillator,144,,node/9248384206,,,,,,,,,,,,,survey,,
9293948817,node,47.3085112,7.8567342,yes,,,,,,,,,,,Milchhüsli / Gemeindeverwaltung,,,,,defibrillator,144,,node/9293948817,no,,,,,,24/7,Gemeinde,,,,,,,
9301983118,node,47.4609472,7.6899331,yes,,,,,,,,,,,Feuerwehrmagazin,24/365,,,,defibrillator,144,,node/9301983118,no,,,,,,24/7,Gemeinde,,,,,,,
9301999117,node,47.4694079,7.6917472,yes,,,,,,,,,,,Turnhalle,24/365,,,,defibrillator,144,,node/9301999117,no,,,,,,24/7,Gemeinde,,,,,,,
9306622338,node,47.2801306,7.7563902,yes,,,,,,,,,,,Alte Strasse 24,Eingang EnDes,,,,defibrillator,144,,node/9306622338,no,,,,,,24/7,EnDes Engineering Partner AG,,,+41718582181,,,,
9324816727,node,47.3402594,7.8627537,private,,,,,,,,,,,Personaleingang,,,,,defibrillator,144,,node/9324816727,yes,,0,,,BOGG,,BOGG,,,,,,,
9363820103,node,47.2132009,7.5299631,yes,,,,,,,,,,,An der Wand des Feuerwehrmagazin Feuerwehr Stadt Solothurn,,,,,defibrillator,144,,node/9363820103,no,,0,,,,24/7,Stadt Solothurn,,,+41 32 626 92 70,,,,limited
9456323117,node,47.2260292,7.6166886,yes,,,,,,,,,,,"Cindy‘s Dinner, Eingang Restaurant",Zwischen Kiosk und Restaurant am Fenster,,,,defibrillator,144,,node/9456323117,yes,,,,,,24/7,Cindy‘s Dinner,,,,,,,
9462761918,node,47.1424242,7.4945173,yes,,,,,,,,,,,"Buechi Schule, Hauptstr. 59",,,,,defibrillator,144,,node/9462761918,no,,0,,,,24/7,Gemeinde Buchegg,,,+41 32 661 50 60,,,,
9462838417,node,47.1459956,7.4783251,yes,,,,,,,,,,,Parkplatz beim Restaurant Tscheppach's,,,,,defibrillator,144,,node/9462838417,no,,,,,,24/7,Gemeinde Buchegg,,,+41 32 661 50 60,,,,
9482829517,node,47.3968416,8.0044165,no,,,,,,,,,,,"Schulhaus Mühlematt, neben Eingang rechts",,,,,defibrillator,144,,node/9482829517,yes,,,,,,,,,,,,,,
9487701770,node,47.2140866,7.5850046,yes,,,,,,,,,,,An Wand bei Turnhalle,,,,,defibrillator,144,,node/9487701770,yes,,,,,,,Gemeinde Luterbach,,,,Turnhalle Luterbach,,,
9510963657,node,47.2102063,7.5352431,yes,,,,,,,,,,,"Haupteingang, Treppenhaus 1. Stock",,,,,defibrillator,144,,node/9510963657,yes,,,,,,Mo-Fr 07:00-20:00,"Hauswarte, zksk",,,+41 32 625 82 50,,,,
9510963658,node,47.287721,7.7112587,yes,,,,,,,,,,,"Haupteingang, direkt nach der Glasschiebetüre",,,,,defibrillator,144,,node/9510963658,yes,,,,,,Mo-Fr 07:00-18:00,"Hauswarte, zksk",,,+41 32 625 82 50,,,,
9511002128,node,47.1985334,7.5385483,yes,,,,,,,,,,,"Haupteingang, Zwischenraum Schiebetüren",,,,,defibrillator,144,,node/9511002128,yes,,,,,,Mo-Fr 07:00-20:00,"Hauswarte, zksk",,,+41 32 625 82 50,,,,
9524757617,node,47.207871,7.5007591,yes,,,,,,,,,,,TOP Tennis und Squash Center,Während Öffnungszeiten zugänglich,,,,defibrillator,144,,node/9524757617,yes,,,,,,Mo-Fr 08:30-22:30; Sa 09:00-16:00; Su 09:00-14:00,TOP Tennis und Squash Center,,,+41326183233,,,,
9531726360,node,47.1657727,7.6340723,,,,,,,,,,,,,,,,,defibrillator,144,,node/9531726360,,,,,,,,,,,,,,,
9549424047,node,47.2035483,7.536333,,,,,,,,,,,,Treppenhaus,,,,,defibrillator,144,,node/9549424047,yes,,0,,,,Mo-Fr 08:00-17:00,Enerconom AG,,,,,,,
9553744417,node,47.3292593,7.9716955,yes,,,,,,,,,,,Gemeinde Walterswil ,Immer verfügbar ,,,,defibrillator,144,,node/9553744417,no,,,,,,,Gemeinde ,,,,,,,
9553858117,node,47.3240724,7.9599283,yes,,,,,,,,,,,"salzhaus Walterswil, visavis St. Urs",Immer verfügbar ,,,,defibrillator,144,,node/9553858117,no,,,,,,,Gemeinde ,,,,,,,
9554040817,node,47.3608843,7.9135375,,,,,,,,,,,,"Industriestrasse 78, 4600 Olten",Im Durchgang beim AGVS,,,,defibrillator,144,,node/9554040817,yes,,,,,,Mo-Fr: 06:30-19:00,Auto Gewerbe Verband Schweiz,,,+41622878000,,,,
9601797393,node,47.2162271,7.5784084,private,,,,,,,,,,,Haupteingang Links,,,,,defibrillator,144,,node/9601797393,yes,,0,,,,,,,,,,,,
9601797394,node,47.2291686,7.601776,yes,,,,,,,,,,,Unterstand,,,,,defibrillator,144,,node/9601797394,no,,0,,,Golfclub Wylihof,,Golfclub,,,,,,,
9601797395,node,47.2263041,7.5883613,private,,,,,,,,,,,Eingang Links,,,,,defibrillator,144,,node/9601797395,yes,,,,,Vigier,,Vigier,,,,,,,
9601824642,node,47.220186,7.5754464,private,,,,,,,,,,,Treppenhaus,,,,,defibrillator,144,,node/9601824642,yes,,,,,Dosenbach Logistik,,,,,,,,,
9601824643,node,47.2232274,7.5782525,private,,,,,,,,,,,Erste Hilfe Station,,,,,defibrillator,144,,node/9601824643,yes,,0,,,Biogen,,,,,,,,,
9604775420,node,47.2039144,7.5399645,yes,,,,,,,,,,,VZ: 2. Stock beim Empfang im schwarzen Schrank,,,,,defibrillator,144,,node/9604775420,yes,,,,,,Mo-Fr 08:00-18:00,VZ VermögensZentrum Solothurn Daniel Hofstetter,,,+41 32 560 30 30,,,,
9611083117,node,47.2024751,7.5282471,yes,,,,,,,,,,,"Glutz AG, 3. Stock",Während Öffnungszeiten,,,,defibrillator,144,,node/9611083117,yes,,,,,,"Mo-Th 07:30-17:00, Fr 07:30-16:00",Glutz AG,,,,,,,
