osm_id,osm_type,lat,lon,access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,check_date,contact:phone,defibrillator:location,defibrillator:location:en,description,email,emergency,emergency:phone,fixme,id,image,indoor,internet_access,latitude,level,longitude,name,note,opening_hours,operator,operator:phone,operator:type,phone,postal_code,ref,source,website,wheelchair
6017249880,node,47.507974,8.0192628,customers,,,,,,,,,vor dem Kassenbereich,,,,defibrillator,144,,node/6017249880,,yes,,,,,,,MO-FR 08:00-20:00; SA 07:30-18:00,Migros Genossenschaftsbund,,,,,,,,yes
6066721244,node,47.5507237,7.7743312,no,,,,,,,,,,,,,defibrillator,144,,node/6066721244,,yes,,,,,,,,,,,,,,,,
6160120165,node,47.1478177,8.3914245,yes,,,,,,,,,Unterstand Schulhaus Badiblick (Eingang Schulleiterbüro),,,,defibrillator,144,,node/6160120165,,no,,,,,,,24/7,Gemeinde Dietwil,,,+41 41 787 34 72,,,,,
6219026385,node,47.3920944,8.0534217,yes,,,,,,,,,,,,,defibrillator,144,,node/6219026385,,,,,,,,,,,,,,,,,,
6293056987,node,47.5806671,8.2504442,,Klingnau,,17,5313,Sonnengasse,,,,,,,,defibrillator,144,,node/6293056987,,,,,,,,,,,,,,,,,,
6318321968,node,47.3909155,8.3873403,yes,,,,,,,,,An Aussenwand,,,,defibrillator,144,,node/6318321968,,,,,0,,,,24/7,,,,,,,,,limited
6938294362,node,47.3921539,8.3896544,private,,,,,,,,,Küche,,,,defibrillator,144,,node/6938294362,,yes,,,0,,,,,,,,,,,,,
7049195212,node,47.5587232,7.801117,yes,Rheinfelden,CH,41,4310,Roberstenstrasse,,,,Stadtpark Ost bei der WC Anlage auf der Westseite,,Hinter WC Anlage,,defibrillator,144,,node/7049195212,,no,,,,,,,24/7,Stadt Rheinfelden,,,+41 61 835 51 11,4310 Rheinfelden,,,,
7139428310,node,47.5603515,7.8425406,yes,,,,,,,,,"Raiffeisenbank Möhlin, im Vorraum der Schalterhalle",,,,defibrillator,144,,node/7139428310,,yes,,,0,,,,24/7,Samariterverein Möhlin,,,+41794742048,,,,,
7139430480,node,47.5582504,7.9040533,,,,,,,,,,,,,,defibrillator,144,,node/7139430480,,no,,,,,,,,Gemeinde Wallbach,,,,,,,,
7139430481,node,47.5609025,7.8984643,yes,,,,,,,,,Zwischen Eingang Schule und Mehrzweckhalle,,,,defibrillator,144,,node/7139430481,,no,,,,,,,,Gemeinde Wallbach,,,,,Schule Wallbach,,,
7185174590,node,47.3727578,8.0831775,yes,,,,,,,,,,,,,defibrillator,144,,node/7185174590,,,,,,,,,,,,,,,,,,yes
7185174616,node,47.3547818,8.0996369,,,,,,,,,,,,,,defibrillator,144,,node/7185174616,,,,,,,,,,,,,,,,,,
7185174617,node,47.3286468,8.1194807,yes,,,,,,,,,,,,,defibrillator,144,,node/7185174617,,,,,,,,,24/7,,,,,,,,,yes
7185174624,node,47.319565,8.1134489,yes,,,,,,,,,,,,,defibrillator,144,,node/7185174624,,,,,,,,,May-Sep 09:00-20:00,,,,,,,,,
7185174625,node,47.3105855,8.1140589,customers,,,,,,,,,,,,,defibrillator,144,,node/7185174625,,yes,,,,,,,Mo-Fr 08:00-12:00,,,,,,,,,
7185174626,node,47.3095952,8.1156079,yes,,,,,,,,,,,,,defibrillator,144,,node/7185174626,,yes,,,,,,,"Mo-Fr 07:30-12:15,13:30-18:30; Sa 07:30-16:00",,,,,,,,,
7185174627,node,47.2989492,8.1225007,yes,,,,,,,,,,,,,defibrillator,144,,node/7185174627,,no,,,,,,,24/7,,,,,,,,,yes
7185174628,node,47.2658958,8.1765681,yes,,,,,,,,,Mc' Donalds,,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7185174628,,yes,,,0,,,,,,,,,,,,,yes
7195543125,node,47.3114985,8.1155797,,,,,,,,,,,,,,defibrillator,144,,node/7195543125,,yes,,,,,,,,,,,,,,,,
7221276897,node,47.34812,8.1736377,permissive,,,,,,,,,Beim Warenlift im EG,,,,defibrillator,144,,node/7221276897,,yes,,,,,,,Mo-Fr 07:00-18:00,,,,,,,,,
7263253615,node,47.3874698,8.1784643,yes,,,,,,,,,Kultkabine Post beim Parkplatz,,"Aussenkasten, Alarm bei Öffnung",,defibrillator,144,,node/7263253615,,no,,,,,,,24/7,Stadt Lenzburg / reaktion.ch,,,+41 78 736 77 59,,,,,
7476164252,node,47.3843906,8.1232486,yes,,,,,,,,,Hintereingang rechts vom Gemeindehaus,,,,defibrillator,144,,node/7476164252,,,,,,,,,24/7,,,,,,,,,yes
7559692337,node,47.3340503,8.1656072,private,,,,,,,,,,,,,defibrillator,144,,node/7559692337,,,,,,,,,,,,,,,,,,
7559692338,node,47.3541749,8.1700824,private,,,,,,,,,,,,,defibrillator,144,,node/7559692338,,,,,,,,,,,,,,,,,,
7559692339,node,47.3480754,8.1590492,private,,,,,,,,,,,,,defibrillator,144,,node/7559692339,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,
7559692340,node,47.3469278,8.1679313,yes,,,,,,,,,Im Restaurant an der Wand befestigt,,während Öffnungszeiten verfügbar,,defibrillator,144,,node/7559692340,,,,,,,,,,Sarah Meister,,,+41 62 769 85 91,,,,,
7559692341,node,47.3448333,8.1583773,,,,,,,,,,,,,,defibrillator,144,,node/7559692341,,,,,,,,,Mo-Fr 08:00-21:45,,,,,,,,,
7559692342,node,47.3550244,8.1686287,yes,,,,,,,,,Eingang Physiotherapie (Treppe UG),,,,defibrillator,144,,node/7559692342,,yes,,,0,,,,24/7,,,,,,,,,
7559692343,node,47.346747,8.15483,yes,,,,,,,2025-09-27,,Aussenwand Richtung Oberdorfstrasse,,,,defibrillator,144,,node/7559692343,,no,,,,,,,24/7,,,,,,,,,
7559692345,node,47.3453112,8.1653443,yes,,,,,,,,,Büroeingang,,,,defibrillator,144,,node/7559692345,,,,,,,,,24/7,,,,,,,,,
7565185872,node,47.4181274,8.3649924,yes,,,,,,,,,Aussenbereich neben Bankeingang,,,,defibrillator,144,,node/7565185872,,,,,,,,,24/7,,,,,,,,,
7569054302,node,47.4182085,8.2743867,yes,,,,,,,,,Ausserhalb des Gemeindegebäudes,,,,defibrillator,144,,node/7569054302,,no,,,,,,,24/7,Gemeinde Mellingen / Samariterverein Mellingen,,,,,,,,
7574604108,node,47.4718398,8.3393875,yes,,,,,,,,,Neben dem Eingang,,,,defibrillator,144,,node/7574604108,,yes,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,
7574604109,node,47.4604526,8.3133405,private,,,,,,,,,Beim Empfang 3. Stock melden,,,,defibrillator,144,,node/7574604109,,yes,,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,
7574604110,node,47.4649243,8.3183724,private,,,,,,,,,Bei Eingang Turnhalle,,,,defibrillator,144,,node/7574604110,,yes,,,,,,,Mo-Fr 07:30-22:00,,,,,,,,,
7574604111,node,47.4663296,8.3106181,private,,,,,,,,,Sanitätszimmer Schwimmbad,,,,defibrillator,144,,node/7574604111,,yes,,,,,,,Mo-Fr 09:00-21:00,,,,,,,,,
7574604112,node,47.4712088,8.3152825,yes,,,,,,,,,In Cafeteria,,,,defibrillator,144,,node/7574604112,,yes,,,,,,,24/7,,,,,,,,,
7574604113,node,47.4705035,8.3235624,private,,,,,,,,,Bei Eingang Turnhalle,,,,defibrillator,144,,node/7574604113,,yes,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,
7574604115,node,47.4656714,8.3259335,private,,,,,,,,,Im Fitnesscenter,,,,defibrillator,144,,node/7574604115,,yes,,,,,,,Mo-Fr 08:00-22:00,,,,,,,,,
7574604116,node,47.4661945,8.3263063,private,,,,,,,,,Bei Regionalpolizei am Schalter,,,,defibrillator,144,,node/7574604116,,yes,,,,,,,Mo-Fr 08:30-16:30,,,,,,,,,
7574604117,node,47.4657389,8.3274367,private,,,,,,,,,Im Treppenhaus zum Parking (EG),,,,defibrillator,144,,node/7574604117,,yes,,,,,,,,,,,,,,,,
7574604118,node,47.464928,8.3306569,private,,,,,,,,,Bei Eingang Turnhalle,,,,defibrillator,144,,node/7574604118,,yes,,,,,,,Mo-Fr 07:30-22:00,,,,,,,,,
7574604119,node,47.463276,8.3189222,private,,,,,,,,,Im Kirchgemeindehaus,,,,defibrillator,144,,node/7574604119,,yes,,,,,,,,,,,,,,,,
7574604120,node,47.463597,8.3245146,private,,,,,,,,,Bei Eingang Turnhalle,,,,defibrillator,144,,node/7574604120,,yes,,,,,,,Mo-Fr 07:30-22:00,,,,,,,,,
7574604121,node,47.4571647,8.336775,private,,,,,,,,,Beim Empfang melden,,,,defibrillator,144,,node/7574604121,,yes,,,,,,,Mo-Fr 07:30-17:00,,,,,,,,,
7574604122,node,47.4618417,8.332792,private,,,,,,,,,Bei Eingang Turnhalle,,,,defibrillator,144,,node/7574604122,,yes,,,,,,,Mo-Fr 07:30-22:00,,,,,,,,,
7574604123,node,47.4627919,8.3373463,private,,,,,,,,,Magazin nur teilweise besetzt,,,,defibrillator,144,,node/7574604123,,yes,,,,,,,Mo-Fr 07:30-16:00,,,,,,,,,
7574604124,node,47.4616386,8.3384836,private,,,,,,,,,Treppe bei Seiteneingang ins UG,,,,defibrillator,144,,node/7574604124,,yes,,,,,,,Mo-Fr 07:30-16:00,,,,,,,,,
7574604125,node,47.4601842,8.3413213,private,,,,,,,,,im 1. OG des Trainingscenter für Fördertechnik,,,,defibrillator,144,,node/7574604125,,yes,,,,,,,Mo-Fr 07:30-18:00,,,,,,,,,
7574604126,node,47.458349,8.3462512,private,,,,,,,,,Bei Mercedes,,,,defibrillator,144,,node/7574604126,,yes,,,,,,,Mo-Fr 07:00-17:00,,,,,,,,,
7574604127,node,47.458777,8.3294016,private,,,,,,,,,Beim Kundendienst Coop,,,,defibrillator,144,,node/7574604127,,yes,,,,,,,Mo-Sa 08:00-20:00,,,,,,,,,
7574604128,node,47.4577251,8.3340687,private,,,,,,,,,Im geschäft bei Kull Laube Ag,,,,defibrillator,144,,node/7574604128,,yes,,,,,,,Mo-Fr 07:30-17:30,,,,,,,,,
7574604129,node,47.456053,8.3315742,private,,,,,,,,,Beim Empfang EG,,,,defibrillator,144,,node/7574604129,,yes,,,,,,,Mo-Fr 08:00-16:00,,,,,,,,,
7574604130,node,47.4563504,8.3328295,private,,,,,,,,,Wesco AG: Beim Empfang melden,,,,defibrillator,144,,node/7574604130,,yes,,,,,,,Mo-Fr 07:30-17:00,,,,,,,,,
7574604131,node,47.4547363,8.3375126,private,,,,,,,,,Im Sanitätszimmer des Schwimmbades,,,,defibrillator,144,,node/7574604131,,yes,,,,,,,Mo - Fr 10:00-21:00,,,,,,,,,
7574624012,node,47.3286557,8.177323,yes,,,,,,,,,Im FW Magazin,,,,defibrillator,144,,node/7574624012,,yes,,,,,,,24/7,,,,,,,,,
7578919274,node,47.3767869,8.1422313,yes,,,,,,,,,"Gemeindehaus, Winkelgasse 1, Schafisheim",,,,defibrillator,144,,node/7578919274,,no,,,,,,,24/7,Gemeinde Schafisheim,,,,,,,,yes
7630029024,node,47.4542642,8.3268834,,,,,,,,,,Aussenbereich,,"Feuerwehrmagazin, 24h verfügbar im Aussenbereich",,defibrillator,144,,node/7630029024,,,,,,,Feuerwehrmagazin,,24/7,,,,,,,,,
7667575576,node,47.3537191,8.0453638,private,,,,,,,,,,,,,defibrillator,144,,node/7667575576,,yes,,,,,,,,Jakob Härdi AG,,,,,,,,no
7844199397,node,47.3244342,7.982363,yes,,,,,,,,,befindet sich links vor dem Eingang des Subaru / Kia Gebäudes,,Öffentlich zugänglich 24h,,defibrillator,144,,node/7844199397,,no,,,,,,,24/7,Subaru Schweiz,,,,,,,,
7900575164,node,47.5337576,7.7291975,,,,,,,,,,im Foyer der Sporthalle,,,,defibrillator,144,,node/7900575164,,yes,,,,,,,,,,,,,,,,
7913265077,node,47.4156556,8.3812751,customers,,,,,,,,,Beim Schalter,,,,defibrillator,144,,node/7913265077,,yes,,,0,,,,,,,,,,,,,limited
7921106597,node,47.5402546,7.7222644,yes,,,,,,,,,aussen neben dem unteren Eingang zur Turnhalle (Niveau Dorfstrasse),,,,defibrillator,144,,node/7921106597,,,,,,,,,24/7,,,,,,,,,
7925417085,node,47.5664902,8.3517352,,,,,,,,,,,,,,defibrillator,144,,node/7925417085,,,,,,,,,,,,,,,,,,
7937510859,node,47.3157649,8.1877474,,,,,,,,,,"Schulhaus Boniswil, vis à vis Gemeindehaus, Schulstrasse, ab Parkplatz nördlicher Eingang",,,,defibrillator,144,,node/7937510859,,no,,,,,,,24/7,,,,,,,,,
7962675983,node,47.5011023,8.3499401,,,,,,,,,,ex. Telefonkabine,,,,defibrillator,144,,node/7962675983,,no,,,,,,,,,,,,,,,,
7962675984,node,47.4897656,8.3429322,,,,,,,,,,,,,,defibrillator,144,Standort gem. Zeitungsbericht. Genauer Standort vor Ort unklar.,node/7962675984,,no,,,,,,,,,,,,,,,,
7962692585,node,47.4969846,8.3412909,,,,,,,,,,Aussenseite Hauswand.,,,,defibrillator,144,,node/7962692585,,no,,,,,,,,,,,,,,,,
7962692586,node,47.4941553,8.3409402,yes,,,,,,,,,"Damian Apotheke Ehrendingen
an der Hauswand neben dem Eingang",,,,defibrillator,144,,node/7962692586,,,,,,,,,,Gemeinde Ehrendingen,,,,,,,,
8001261697,node,47.4991908,7.9339254,yes,,,,,,,,,Gemeindeverwaltung / Im Aussenbereich beim Velokeller,,,,defibrillator,144,,node/8001261697,,no,,,,,,,24/7,,,,,,,,,
8001261698,node,47.4998136,7.9360076,yes,,,,,,,,,Innenbereich,,während Öffnungszeiten vefügbar,,defibrillator,144,,node/8001261698,,yes,,,,,,,,,,,,,,,,
8002947293,node,47.526366,7.8987595,yes,,,,,,,,,"Schulhaus, im Aussenbereich",,,,defibrillator,144,,node/8002947293,,no,,,,,,,24/7,,,,,,,,,
8002949119,node,47.5090955,7.9221397,yes,,,,,,,,,Turnhalle der Schule im Eingangsbereich,,während Öffnungszeiten verfügbar,,defibrillator,144,,node/8002949119,,yes,,,,,,,,,,,,,,,,
8002949120,node,47.5084578,7.9221712,yes,,,,,,,,,"Beim Feuerwehrmagazin im Aussenbereich, beim Entsorgungsplatz",,,,defibrillator,144,,node/8002949120,,no,,,,,,,24/7,,,,,,,,,
8002964410,node,47.541784,7.9583046,yes,,,,,,,,,"Stiftung MBF, im Innenbereich",,,,defibrillator,144,,node/8002964410,,yes,,,,,,,Mo-Fr 07:00-16:00,,,,,,,,,
8025650828,node,47.4964044,8.0820027,yes,,,,,,,,,Eingang zum Schulhaus,,,,defibrillator,144,,node/8025650828,,no,,,,,,,24/7,,,,,,,,,
8063174897,node,47.3922458,8.0577699,,,,,,,,,,,,,,defibrillator,144,,node/8063174897,,,,,,,,,,,,,,,,,,
8081635849,node,47.4879489,8.2433527,,,,,,,,,,,,,,defibrillator,144,,node/8081635849,,no,,,,,,,,,,,,,,,,
8146345556,node,47.3987618,8.0638861,,,,,,,,,,Im Haus,,während Öffnungszeiten verfügbar,,defibrillator,144,,node/8146345556,,yes,,,,,,,,Kiff,,,+41 62 824 06 50,,,,,
8146588933,node,47.6078842,8.2337782,,,,,,,,,,,,,,defibrillator,144,,node/8146588933,,,,,,,,,,,,,,,,,,
8155172069,node,47.2524782,7.9455823,no,,,,,,,,,Im Privatfahrzeug eines First Responders,,Nur über Notruf erreichbar,,defibrillator,144,,node/8155172069,,yes,,,,,,,,Thomas Wicki,,,+41794393060,,,,,
8227888719,node,47.4623398,8.1837225,,,,,,Dorfstrasse 41,,,,Links vom Eingang zur Gemeindeverwaltung,,"Nach Betätigung des roten Knopfes senkt sich Schublade nach unten.  Defibrillator, Rettungsdecke und Beatmungsmaske können entnommen werden. Alarmton ertönt solange wie Schublade offen ist.",,defibrillator,144,,node/8227888719,,no,,,,,AED Defibrillator - Gemeindeverwaltung Habsburg,,24/7,Gemeindeverwaltung Habsburg / Daniela Weibel (Gemeindeschreiberin),,,+41564415435,,,,https://www.habsburg.ch/,
8230591072,node,47.4749862,8.2127067,yes,,,,,,,,,"Im Migros, Einkaufsebene, neben Lift",,,,defibrillator,144,,node/8230591072,,yes,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:00,Migros,,,+41585672200,,,,,
8236805998,node,47.4646413,8.3170067,yes,,,,,,,,,Beim Eingang zum Kurslokal Sanität Wettingen-Limmattal. Beim Kindergarten Altenburg.,,Der Defibrillator wird von Sanität Wettingen-Limmattal zur Verfügung gestellt und ist rund um die Uhr zugänglich.,,defibrillator,144,,node/8236805998,,no,,,,,,,24/7,Sanität Wettingen-Limmattal,,,+41 56 426 33 26,,,,,
8259450779,node,47.3718255,8.3077401,yes,,,,,,,,,zwischen den Garagetoren aussen,,,,defibrillator,144,,node/8259450779,,no,,,,,,,24/7,,,,,,,,,
8274917270,node,47.5358623,7.7317514,yes,,,,,,,,,aussen neben dem Eingang zur Bibliothek und zum Saal,,,,defibrillator,144,,node/8274917270,,,,,,,,,24/7,,,,,,,,,
8278092273,node,47.443467,8.3672576,no,,,,,,,,,Im Eingangsbereich an der rechten Wand,,nur während Betriebszeiten verfügbar,,defibrillator,144,,node/8278092273,,yes,,,,,,,,Gemeinde Würenlos,,,+41 56 436 87 20,,,,,
8278092274,node,47.4428475,8.3660191,yes,,,,,,,,,Direkt vor dem Eingang zur Gemeindeverwaltung,,,,defibrillator,144,,node/8278092274,,no,,,,,,,24/7,Gemeinde Würenlos,,,+41 56 436 87 87,,,,,
8278092275,node,47.4415291,8.3648121,yes,,,,,,,,,Direkt vor dem Eingang zur Bank,,,,defibrillator,144,,node/8278092275,,no,,,,,,,24/7,Raiffeisenbank Würenlos,,,+41 56 436 75 75,,,,,
8278092276,node,47.4430298,8.3622875,yes,,,,,,,,,Vor dem Laden,,,,defibrillator,144,,node/8278092276,,no,,,,,,,24/7,Coop Würenlos,,,+41 56 436 70 90,,,,,
8278092277,node,47.4671149,8.3282111,no,,,,,,,,,Beim Empfang melden,,nur während Bürozeiten verfügbar,,defibrillator,144,,node/8278092277,,yes,,,,,,,,SKK Landschaftsarchitekten,,,+41 56 437 30 20,,,,,
8278092278,node,47.4509266,8.3269072,,,,,,,,,,Eingangshalle Gemeindehaus,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/8278092278,,yes,,,,,,,"Tu-Fr 08:00-11:30,13:00-18:00; Mo 08:00-11:30, 14:00-18:00","Gemeinde Neuenhof, Marcel Gerny",,,+41 56 416 21 63,,,,,
8278092279,node,47.4516857,8.325043,no,,,,,,,,,Eingangshalle zur Turnhalle,,nur bei Turnbetrieb,,defibrillator,144,,node/8278092279,,yes,,,,,,,,"Gemeinde Neuenhof, Marcel Gerny",,,+41 56 416 21 63,,,,,
8278092280,node,47.4525461,8.3500741,,,,,,,,,,"Peterhans Handwerkercenter AG, an der Kasse melden",,Zoll AED plus. Hängt direkt bei der Kasse neben dem Eingang,,defibrillator,144,,node/8278092280,,yes,,,,,,,"Mo-Fr 07:00-12:00,13:00-18:00; Sa 08:00-12:00",Peterhans Handwerkercenter AG,,,+41 56 437 11 11,,,,,
8278092281,node,47.4563033,8.3375823,,,,,,,,,,1. Stock am Empfang melden,,nur während Arbeitszeiten verfügbar,,defibrillator,144,,node/8278092281,,yes,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00","Nagra, Nationale Genossenschaft für die Lagerung radioaktiver Abfälle",,,+41 56 437 11 11,,,,,
8279013422,node,47.3874351,8.1816791,yes,,,,,,,,,Kultkabine Krone beim Parkplatz,,"Aussenkasten, Alarm bei Öffnung",,defibrillator,144,,node/8279013422,,no,,,,,,,24/7,Stadt Lenzburg / reaktion.ch,,,+41 78 736 77 59,,,,,
8294483386,node,47.3816552,8.2393845,,,,,,,,,,Aussen an der Wand,,,,defibrillator,144,,node/8294483386,,no,,,,,,,,,,,,,,,,
8310975224,node,47.3859882,8.1814248,yes,,,,,,,,,"Kultkabine Seifi, beim Parkplatz",,"Aussenkasten, Alarm bei Öffnung",,defibrillator,144,,node/8310975224,,no,,,,,,,24/7,Stadt Lenzburg / reaktion.ch,,,+41 78 736 77 59,,,,,
8321221839,node,47.3724043,8.2071556,,,,,,,,,,Am AEW Häuschen beim Parkplatz,,,,defibrillator,144,,node/8321221839,,no,,,,,,,24/7,Gemeinde Ammerswil,,,+41 62 891 25 31,,,,,
8345905862,node,47.2729178,7.8978836,yes,,,,,,,,,vor der Turnhalle / Gemeindesaal,,,,defibrillator,144,,node/8345905862,,no,,,,,,,24/7,,,,,,,,,
8345905863,node,47.2771757,7.9024353,yes,,,,,,,,,vor dem Feuerwehrmagazin,,,,defibrillator,144,,node/8345905863,,no,,,,,,,24/7,,,,,,,,,
8389413796,node,47.4902669,8.1057294,yes,,,,,,,,,Eingang Halle,,,,defibrillator,144,,node/8389413796,,no,,,,,,,24/7,Unterhalt Gemeinde Böztal,,,+41 62 865 35 85,,,,,
8389413797,node,47.508674,8.0992316,yes,,,,,,,,,Eingang Mehrzweckhalle,,,,defibrillator,144,,node/8389413797,,no,,,,,,,24/7,Unterhalt Gemeinde Böztal,,,+41 62 865 35 85,,,,,
8389413798,node,47.4983457,8.0645419,yes,,,,,,,,,Eingang Mehrzweckhalle,,,,defibrillator,144,,node/8389413798,,no,,,,,,,24/7,Unterhalt Gemeinde Böztal,,,+41 62 865 35 85,,,,,
8403850730,node,47.4651565,8.2863537,private,,,,,,,,,Im Eingangsbereich,,nur während Öffnungszeiten verfügbar,,defibrillator,144,,node/8403850730,,yes,,,,,,,,Das Kehl,,,+41 56 200 28 28,,,,,
8446439518,node,47.5019136,8.0197435,,,,,,,,,,Hallenbad Vitamare,,während der Öffnungszeiten verfügbar,,defibrillator,144,,node/8446439518,,yes,,,,,,,12:00 - 21:30,Vitamare Freizeitzentrum,,,+41628658881,,,,,
8446597217,node,47.2731308,8.1455337,yes,,,,,,,,,"Gemeindehaus Gontenschwil, vor Eingang",,,,defibrillator,144,,node/8446597217,,no,,,,,,,24/7,Gemeinde,,,,,,,,
8446804922,node,47.3192451,8.4190493,yes,,,,,,,,,Schulhauseingang,,,,defibrillator,144,,node/8446804922,,no,,,,,,,24/7,Gemeinde,,,,,,,,
8446804923,node,47.2915361,7.9422159,no,,,,,,,,,Migros Zofingen,,während Öffnungszeiten,,defibrillator,144,,node/8446804923,,yes,,,,,,,,Migros,,,,,,,,
8446827718,node,47.319295,8.4196251,,,,,,,,,,Feuerwehrfahrzeug PiF,,118,,defibrillator,144,,node/8446827718,,yes,,,,,,,24/7,Feuerwehr,,,,,,,,
8453233095,node,47.1425026,8.398078,yes,,,,,,,,,"beim Clubhaus, im Aussenkasten, den Spielfeldern zugewandt.",,,,defibrillator,144,,node/8453233095,,no,,,,,,,24/7,FC Dietwil,,,+41 79 208 81 15,,,,,
8453233096,node,47.1471724,8.3918151,no,,,,,,,,,im TLF der Feuerwehr,,nur via Notruf verfügbar,,defibrillator,144,,node/8453233096,,yes,,,,,,,,Feuerwehr Dietwil Oberrüti,,,+41 41 789 60 76,,,,,
8453284063,node,47.3443437,8.1592633,yes,,,,,,,,,"Feuerwehrlokal, zwischen den Toren",,,,defibrillator,144,,node/8453284063,,no,,,,,,,24/7,Gemeinde Seon,,,,,,,,
8454141717,node,47.5869592,8.29107,,,,,,,,,,Pfauen - Zentrum für Pflege und Betreuung,,Während den Öffnungszeiten verfügbar,,defibrillator,144,,node/8454141717,,yes,,,,,,,Mo-Su 08:30-17:30,Pfauen - Zentrum für Pflege und Betreuung,,,+41562560100,,,,,
8457810817,node,47.2823477,7.9416276,yes,,,,,,,,,"EG Zentralgebäude, im Mensabereich",,,,defibrillator,144,,node/8457810817,,yes,,,,,,,Mo-Fr 07:00-22:00; Sa 07:00-17:00,,,,+41 79 240 75 69,,,,,
8459398117,node,47.396316,8.039201,no,,,,,,,,,in Fahrzeughalle,,"in der Regel zu Büroarbeitszeit zugänglich
",,defibrillator,144,,node/8459398117,,yes,,,,,,,,Feuerwehr Aarau,,,+41628434710,,,,,
8460946418,node,47.5153267,8.1908645,yes,,,,,,,,,Gemeindehaus bei Eingang,,Immer verfügbar,,defibrillator,144,,node/8460946418,,no,,,,,,,24/7,Gemeinde,,,,,,,,
8474813017,node,47.2980195,8.3164991,yes,,,,,,,,,Shell Tankstelle,,,,defibrillator,144,,node/8474813017,,no,,,,,,,24/7,Gemeinde Boswil,,,,,,,,
8486984072,node,47.5190412,8.3643751,yes,,,,,,,,,Der Standort befindet sich im Bankvorraum der Raiffeisenbank,,Verfügbar täglich jeweils ab 05.00 morgen bis 01.00 morgen.,,defibrillator,144,,node/8486984072,,yes,,,,,,,Mo-Su 05:00-01:00,Firstresponder Schneisingen,,,+41 56 241 27 66,,,,,
8488318317,node,47.3678447,8.3681466,yes,,,,,,,,,"Sportzentrum Burkertsmatt, Rennbahn-Ebene, neben Garderoben-Eingang",,,,defibrillator,144,,node/8488318317,,no,,,0,,,,24/7,Sportzentrum Burkertsmatt,,,+41566314720,,,,,
8488409717,node,47.3630257,8.3682571,,,,,,,,,,"Zahnarztpraxis, 1. OG",,Während Öffnungszeiten,,defibrillator,144,,node/8488409717,,yes,,,,,,,"Mo-Fr 08:00-12:00,14:00-18:00; Tu 07:00-12:00,13:00-16:00; Th 08:00-12:00,12:30-16:30; Sa 08:00-13:00","Praxis für Zahnmedizin, Dr. med. dent. Adil Ataman",,,+41566331534,,,,,
