osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,check_date,colour,covered,defibrillator:location,defibrillator:location:de,defibrillator:location:en,defibrillator:location:fr,des,description,emergency,emergency:phone,fixme,id,indoor,latitude,layer,level,longitude,name,object:housenumber,object:street,opening_hours,opening_hours:url,operator,operator:phone,operator:wikidata,phone,phone:CH,ref,source,wheelchair
6030108805,node,46.5096638,6.4945795,yes,,,,,,,,,Colonne entre entrée et caisses de la Migros,,,,,,defibrillator,144,,node/6030108805,yes,,,-1,,,,,Mo-Th 08:00-18:45; Fr 08:00-20:00; Sa 07:30-18:00,,Migros,,,,,,,
6293195064,node,46.3821067,6.2395943,yes,,,,,,,,,"En extérieur, sur le côté de l'entrée du bâtiment",,,,,,defibrillator,144,,node/6293195064,no,,,0,,,,,24/7,,,,,,,,,
6313845123,node,46.4765439,6.398145,yes,,,,,,,,,A côté de la sortie,,,,,,defibrillator,144,,node/6313845123,yes,,,0,,,,,Mo-We 10:00-19:00; Th-Fr 10:00-21:00; Sa 09:00-19:00,,IKEA,,,,,,,
6313845124,node,46.4766617,6.3966753,yes,,,,,,,,,A côté des toilettes du restaurant,,,,,,defibrillator,144,,node/6313845124,yes,,,1,,,,,Mo-We 10:00-19:00; Th-Fr 10:00-21:00; Sa 09:00-19:00,,IKEA,,,,,,,
6333831522,node,46.3845964,6.2397007,yes,,,,,,,,,Dans la loge à gauche en entrant,,,,,,defibrillator,144,,node/6333831522,yes,,,0,,,,,Sep-Jun Mo-Fr 07:00-17:00,,,,,,,,,
6334939083,node,46.7781093,6.6420477,yes,,,,,,,,,A côté de l'ancien kiosque,,,,,,defibrillator,144,,node/6334939083,no,,,,,,,,24/7,,Police Nord Vaudois,,,,,,,
6337049882,node,46.7806737,6.6371828,yes,,,,,,,,,A côté de l'arrêt de bus,,,,,,defibrillator,144,,node/6337049882,no,,,,,,,,24/7,,Police Nord Vaudois,,,,,,,
6338517136,node,46.5069073,6.4853566,yes,,,,,,,,,A côté de l'ascendeur vers le pressing,,,,,,defibrillator,144,,node/6338517136,yes,,,0,,,,,Mo-Th 08:00-18:45; Fr 08:00-20:00; Sa 08:00-18:00,,Centre Commercial La Gottaz,,,,,,,
6356298332,node,46.3822757,6.2259845,yes,,,,,,,,,Dans la loge à droite,,,,,,defibrillator,144,,node/6356298332,yes,,,0,,,,,Mo-Fr 07:00-17:00; SH off,,,,,,,,,
6356298333,node,46.3869609,6.2373537,customers,,,,,,,,,Dans le local sanitaire vers la salle n° 2,,,,,,defibrillator,144,,node/6356298333,yes,,,,,,,,"08:00-12:00,14:00-16:30; SH off",,,,,,,,,
6356298338,node,46.3907684,6.2264183,customers,,,,,,,,,,,,,,,defibrillator,144,,node/6356298338,yes,,,,,,,,"08:00-12:00,14:00-16:30; SH off",,,,,,,,,
6356298339,node,46.3891674,6.2237528,customers,,,,,,,,,A côté de la caisse des gardiens,,,,,,defibrillator,144,,node/6356298339,yes,,,0,,,,,"Mo-Th 09:00-21:00; We,Fr 07:00-21:00; Sa,Su 09:00-18:00",,,,,,,,,
6356303709,node,46.38344,6.2272619,yes,,,,,,,,,,,,,,,defibrillator,144,,node/6356303709,yes,,,,,,,,24/7,,Hôpital de Nyon,,,,,,,
6356303710,node,46.3839442,6.219745,,,,,,,,,,,,,,,,defibrillator,144,,node/6356303710,yes,,,,,,,,,,SDIS Nyon-Dôle,,,,,,,
6413388764,node,46.7842895,6.6533776,yes,,,,,,,,,,,,,,,defibrillator,144,,node/6413388764,no,,,,,,,,24/7,,Police Nord Vaudois,,,,,,,
6457514546,node,46.4745258,6.417538,yes,,,,,,,,,A la caisse de Micasa,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6457514546,yes,,,0,,,,,,,Migros,,,,,,,
6468183854,node,46.7720966,6.634862,yes,,,,,,,,,,,,,,,defibrillator,144,,node/6468183854,no,,,,,,,,24/7,,,,,,,,,
6476423227,node,46.3709042,6.2275183,yes,,,,,,,,,A l'entrée des vestiaires,,,,,,defibrillator,144,,node/6476423227,no,,,,,,,,24/7,,Centre sportif de Colovray,,,,,,,
6482847068,node,46.508288,6.4765647,yes,,,,,,,,,A l'entrée de la salle de gym,,,,,,defibrillator,144,,node/6482847068,no,,,,,,,,24/7,,,,,,,,,
6501139445,node,46.7240235,6.5316358,,,,,,,,,,,,,,,,defibrillator,144,,node/6501139445,no,,,,,,,,,,,,,,,,,
6502128994,node,46.5104828,6.4827218,,,,,,,,,,En bas à droite de l'escalier qui vient de la cour,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6502128994,yes,,,-1,,,,,,,,,,,,,,
6516960948,node,46.5200482,6.4574603,yes,,,,,,,,,A gauche de l'entrée,,,,,,defibrillator,144,,node/6516960948,no,,,,,,,,24/7,,,,,,,,,
6603095386,node,46.3827469,6.2350808,yes,,,,,,,,,A côté des ascenseurs,,,,,,defibrillator,144,,node/6603095386,yes,,,0,,,,,Mo-Fr 08:30-19:00; Sa 08:00-18:00,,Migros,,,,,,,
6622570031,node,46.3826513,6.2351307,yes,,,,,,,,,A côté des toilettes,,,,,,defibrillator,144,,node/6622570031,yes,,,1,,,,,Mo-Fr 08:30-19:00; Sa 08:00-18:00,,Migros,,,,,,,
6698784824,node,46.5541206,6.5697082,yes,,,,,,,,,A l'entrée du restaurant Migros,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6698784824,yes,,,1,,,,,,,Migros,,,,,,,
6698791511,node,46.5546263,6.5693252,yes,,,,,,,,,A l'entrée de la Migros (au service clientèle),,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6698791511,yes,,,0,,,,,,,Migros,,,,,,,
6788958396,node,46.4821607,6.4601745,yes,,,,,,,,,A l'entrée arrière du bâtiment,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6788958396,yes,,,0,,,,,,,,,,,,,,
6810233573,node,46.7793982,6.6595987,yes,,,,,,,,,Derrière la loge à gauche du hall d'entrée (niveau E),,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6810233573,yes,,,0,,,,,,,HEIG-VD,,,,,,,
6984969085,node,46.5235649,6.633645,yes,,,,,,,,,Dans l'escalier principal,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/6984969085,yes,,,1,,,,,,,Palais de Rumine,,,,,,,
7046673475,node,46.3883193,6.2209879,yes,,,,,,,,,A l'accueil du Do It Garden,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7046673475,yes,,,0,,,,,,,Migros,,,,,,,
7056515216,node,46.4636618,6.8400089,yes,,,,,,,,,A côté des ascenseurs (sortie des caisses Migros),,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7056515216,yes,,,-1,,,,,,,Migros,,,,,,,
7198542160,node,46.5040523,6.4513687,yes,,,,,,,,,A côté de l'entrée,,,,,,defibrillator,144,,node/7198542160,no,,,,,,,,24/7,,,,,,,,,
7232379834,node,46.3162684,6.193365,yes,,,,,,,,,Sous l'arcade,,,,,,defibrillator,144,,node/7232379834,no,,,,,,,,24/7,,Commune de Coppet,,,,,,,
7241780321,node,46.428591,6.2505271,yes,,,,,,,,,Devant le greffe municipal,,,,,,defibrillator,144,,node/7241780321,no,,,,,,,,24/7,,Commune de Vich,,,,,,,
7260639697,node,46.3844864,6.235291,yes,,,,,,,,,En bas des escaliers,,,,,,defibrillator,144,,node/7260639697,yes,,,-1,,,,,24/7,,NStCM,,,,,,,
7260673064,node,46.3907765,6.2294381,yes,,,,,,,,,A l'arrêt du train,,,,,,defibrillator,144,,node/7260673064,no,,,,,,,,24/7,,NStCM,,,,,,,
7261070190,node,46.4174789,6.2737057,yes,,,,,,,,,A l'entrée du collège,,,,,,defibrillator,144,,node/7261070190,no,,,,,,,,24/7,,Commune de Gland,,,,,,,
7261070191,node,46.4216434,6.2593136,yes,,,,,,,,,,,,,,,defibrillator,144,,node/7261070191,no,,,,,,,,24/7,,Commune de Gland,,,,,,,
7261070192,node,46.4241159,6.2659259,yes,,,,,,,,,,,,,,,defibrillator,144,,node/7261070192,no,,,,,,,,24/7,,Commune de Gland,,,,,,,
7261070193,node,46.4233231,6.2753123,yes,,,,,,,,,A côté de l'entrée,,,,,,defibrillator,144,,node/7261070193,no,,,,,,,,24/7,,Commune de Gland,,,,,,,
7261070194,node,46.4285237,6.2753574,yes,,,,,,,,,A côté des toilettes,,,,,,defibrillator,144,,node/7261070194,no,,,,,,,,24/7,,Commune de Gland,,,,,,,
7288577561,node,46.4700996,6.8422228,yes,,,,,,,,,Dans le sas de la banque,,,,,,defibrillator,144,,node/7288577561,yes,,,0,,,,,24/7,,Raiffeisen,,,,,,,
7291436517,node,46.4292109,6.2016697,yes,,,,,,,,,Dans le corridor d'entrée,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7291436517,yes,,,0,,,,,,,Commune de Givrins,,,,,,,
7294364647,node,46.4525566,6.8576627,yes,,,,,,,,,En face des caisses de la Migros,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7294364647,yes,,,0,,,,,,,Migros,,,,,,,
7297761031,node,46.2927218,6.9883725,,,,,,,,,,,,,,,,defibrillator,144,,node/7297761031,no,,,,,,,,,,,,,,,,,
7342213968,node,46.594492,6.6917966,,,,,,,,,,,,,,,,defibrillator,144,,node/7342213968,no,,,,,,,,,,,,,,,,,
7590530162,node,46.4469876,6.8750883,yes,,,,,,,,,Dans les toilettes,,,,,,defibrillator,144,,node/7590530162,yes,,,0,,,,,,,,,,,,,,
7678508289,node,46.4772341,6.8603841,yes,,,,,,,,,Contre une façade dans la zone entre les carwashes,,,,,,defibrillator,144,,node/7678508289,no,,,,,,,,24/7,,Riviera Carburant Lavage,,,,,,,
7684737162,node,46.4680604,6.832793,customers,,,,,,,,,A la caisse,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7684737162,yes,,,0,,,,,,,Piscine de Vevey-Corseaux Plage,,,,,,,
7705766341,node,46.6263439,6.2526196,yes,,,,,,,,,Entrée des douches,,,,,,defibrillator,144,,node/7705766341,yes,,,,,,,,,,,,,,,,,
7720456888,node,46.585197,6.607604,customers,,,,,,,,,,,,,,,defibrillator,144,,node/7720456888,no,,,,,,,,,,,,,,,,,
7775389506,node,46.7851635,6.6365258,yes,,,,,,,,,A l'extrémité du pont,,,,,,defibrillator,144,,node/7775389506,no,,,,,,,,24/7,,Police Nord Vaudois,,,,,,,
7780390174,node,46.3683431,6.2289775,customers,,,,,,,,,A l'emplacement des gardiens,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390174,no,,,,,,,,May-Jun 09:00-20:00; Jul-Aug 09:00-20:30; Sep 10:00-19:00,,Piscine de Colovray,,,,,,,
7780390175,node,46.3684413,6.2285934,customers,,,,,,,,,Au pied de la tour des gardiens,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390175,no,,,,,,,,May-Jun 09:00-20:00; Jul-Aug 09:00-20:30; Sep 10:00-19:00,,Piscine de Colovray,,,,,,,
7780390176,node,46.3690782,6.2277063,customers,,,,,,,,,A l'infirmerie,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390176,yes,,,0,,,,,May-Jun 09:00-20:00; Jul-Aug 09:00-20:30; Sep 10:00-19:00,,Piscine de Colovray,,,,,,,
7780390177,node,46.3709999,6.2274247,customers,,,,,,,,,A l'infirmerie,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390177,yes,,,0,,,,,,,Centre sportif de Colovray,,,,,,,
7780390178,node,46.3716266,6.2281486,yes,,,,,,,,,À l'entrée du vestiaire joueurs,,,,,,defibrillator,144,,node/7780390178,yes,,,0,,,,,,,,,,,,,,
7780390179,node,46.3711519,6.2314402,,,,,,,,,,A l'entrée du restaurant,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390179,yes,,,1,,,,,,,UEFA,,,,,,,
7780390180,node,46.3709573,6.2310729,,,,,,,,,,A l'accueil,,,,,,defibrillator,144,,node/7780390180,yes,,,0,,,,,Mo-Fr 07:45-18:00,,UEFA,,,,,,,
7780390181,node,46.3719692,6.2298991,,,,,,,,,,A la cafétéria,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390181,yes,,,1,,,,,,,UEFA,,,,,,,
7780390182,node,46.3719684,6.2301434,,,,,,,,,,A l'accueil,,,,,,defibrillator,144,,node/7780390182,yes,,,0,,,,,Mo-Fr 07:45-18:00,,,,,,,,,
7780390183,node,46.37257,6.2287947,,,,,,,,,,Dans la cage d'escaliers à gauche en entrant,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780390183,yes,,,0,,,,,,,Clinique de Bois-Bougy,,,,,,,
7780390184,node,46.3729401,6.2305405,,,,,,,,,,A l'accueil,,,,,,defibrillator,144,,node/7780390184,yes,,,0,,,,,Mo-Fr 07:45-18:00,,,,,,,,,
7780441885,node,46.3728265,6.2308928,,,,,,,,,,A la cafétéria,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780441885,yes,,,,,,,,,,,,,,,,,
7780441886,node,46.3842002,6.2272405,yes,,,,,,,,,A l'accueil du centre urologie & soins aux migrants,,,,,,defibrillator,144,,node/7780441886,yes,,,0,,,,,"Mo-Th 09:00-11:30,14:30-16:00; Fr 09:00-11:30,14:30-15:30",,,,,,,,,
7780441887,node,46.3928501,6.237961,yes,,,,,,,,,A l'accueil,,,,,,defibrillator,144,,node/7780441887,yes,,,0,,,,,Mo-Fr 07:30-18:00,,Edwards Lifesciences,,,,,,,
7780441888,node,46.4000503,6.2171974,yes,,,,,,,,,A l'accueil,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7780441888,yes,,,0,,,,,,,NGL Cleaning Technology,,,,,,,
7780441889,node,46.4038634,6.2150798,yes,,,,,,,,,Dans l'entrée,,,,,,defibrillator,144,,node/7780441889,yes,,,0,,,,,"Mo-Fr 07:15-12:00,13:30-16:30",,Commune de Nyon,,,,,,,
7780441890,node,46.3975778,6.2057625,yes,,,,,,,,,A côté de Sun Store,,,,,,defibrillator,144,,node/7780441890,yes,,,0,,,,,Mo-Sa 09:00-19:00; Fr 09:00-21:00,,Signy Centre,,,,,,,
7781172974,node,46.7664162,6.6448905,yes,,,,,,,,,"En face du passage piéton, à côté d'un arbre",,,,,,defibrillator,144,,node/7781172974,no,,,,,,,,24/7,,,,,,,,,
7810372470,node,46.4607635,6.8443086,yes,,,,,,,,,Dans le couloir d'entrée,,,,,,defibrillator,144,,node/7810372470,yes,,,0,,,,,24/7,,Police Riviera,,,,,,,
7852902175,node,46.4753229,6.3953976,yes,,,,,,,,,A l'entrée du dépôt IKEA,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7852902175,yes,,,0,,,,,,,,,,,,,,
7854066640,node,46.4649043,6.8417595,yes,,,,,,2023-10-30,,,A côté des ascenseurs,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7854066640,yes,,,-1,,,,,Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 07:00-17:00,,Migros,,,,,,,
7881560365,node,46.4840847,6.354129,yes,,,,,,,,,,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/7881560365,yes,,,,,,,,,,Migros,,,,,,,
7911771120,node,46.7984969,6.7560151,yes,Yvonand,2,1462,Rue de la Petite-Amérique,,,,,Extérieur,,,,,,defibrillator,144,,node/7911771120,no,,,,,,,,24/7,,SDIS Nord vaudois,,,,,,,
7911771121,node,46.785034,6.6397863,yes,,,,,,,,,A l'extrémité du pont,,,,,,defibrillator,144,,node/7911771121,no,,,,,,,,24/7,,,,,,,,,
7948765536,node,46.6432368,6.5782211,,,,,,,,,,,,,,,,defibrillator,144,,node/7948765536,,,,,,,,,,,,,,,,,,
7958614224,node,46.851884,6.7187452,yes,,,,,,,,,A l'entrée de la caserne des pompiers,,,,,,defibrillator,144,,node/7958614224,no,,,,,,,,24/7,,SDIS Nord vaudois,,,,,,,
7958614225,node,46.8139907,6.6490623,yes,,,,,,,,,,,,,,,defibrillator,144,,node/7958614225,no,,,,,,,,24/7,,,,,,,,,
7978656699,node,46.5138664,6.4878658,customers,,,,,,,,,,,,,,,defibrillator,144,,node/7978656699,wall,,,0,,,,,,,,,,,,,,
7978662260,node,46.5144263,6.5004049,yes,,,,,,,,,,,,,,,defibrillator,144,,node/7978662260,wall,,,,,,,,24/7,,,,,,,,,
8013761524,node,46.4140044,6.9278277,customers,,,,,,,,,Vers la porte à droite de la fontaine,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/8013761524,no,,,0,,,,,"Apr-Sep 09:00-19:00; Mar 09:30-18:00; Oct 09:30-18:00; Nov-Feb 10:00-17:00; Dec 25, Jan 01 off",,Château de Chillon,,,,,,,
8038002539,node,46.4624901,6.8437884,yes,,,,,,,,,Dans l'entrée de l'hôtel,,,,,,defibrillator,144,,node/8038002539,yes,,,0,,,,,,,Vision Apartments,,,,,,,
8046833944,node,46.8470981,6.6289614,yes,,,,,,,,,"Dans le coin de la caserne, à gauche de la porte d'entrée",,,,,,defibrillator,144,,node/8046833944,no,,,,,,,,24/7,,,,,,,,,
8167621124,node,46.5555489,6.6347428,yes,,,,,,,,,"Sur le mur, entrée salle du Conseil communal",,,,,,defibrillator,144,,node/8167621124,no,,,,,,,,24/7,,,,,,,,https://vaud.momentum.dos-group.com/dae/index,
8204243025,node,46.5056799,6.6731892,yes,,,,,,,,,Administration communale,,,,,,defibrillator,144,,node/8204243025,yes,,,,,,,,Mo-Fr 08:00-12:00,,Commune de Paudex,,,,,,,
8262928342,node,46.4652347,6.895663,yes,,,,,,,,,A la sortie des caisses de la Migros,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/8262928342,yes,,,0,,,,,,,Migros,,,,,,,
8275066549,node,46.65323,6.7865654,,,,,,,,,,,,,,,,defibrillator,144,,node/8275066549,,,,,,,,,,,,,,,,,,
8393447295,node,46.6396902,6.6330631,yes,,,,,,,,,Sur la façade des WC,,,,,,defibrillator,144,,node/8393447295,,,,0,,,,,24/7,,,,,,,,,limited
8397852992,node,46.5611362,6.631653,yes,,,,,,,,,"Sur le mur, à côté de l'entrée principale",,,,,,defibrillator,144,,node/8397852992,no,,,,,,,,24/7,,,,,,,,https://vaud.momentum.dos-group.com/dae/index,
8449830809,node,46.556949,6.6397216,yes,,,,,,,,,A gauche de l'entrée,,,,,À l'entrée des vestiaires du centre sportif,defibrillator,144,,node/8449830809,no,,,,,,,,24/7,,,,,,,,,
8491920417,node,46.5535837,6.6361157,yes,,,,,,,,,A l'entrée de la salle communale,,,,,,defibrillator,144,,node/8491920417,no,,,,,,,,24/7,,,,,,,,,
8515463391,node,46.5575623,6.6344528,yes,,,,,,,,,"Mural, à droite de l'entrée principal du bâtiment C",,,,,,defibrillator,144,,node/8515463391,no,,,,,,,,24/7,,,,,,,,,
8552327146,node,46.532609,6.5867003,yes,,,,,,,,,Devant le portail d'entrée du supermarché d'alimentation Migros,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/8552327146,yes,,,,,,,,"Mo-Fr 07:00-19:00, Sa 07:30-17:00",,,,,,,,,
8607991153,node,46.675453,6.6834533,yes,,,,,,,,,Dans la cabine téléphonique à côté de la boîte aux lettres,,,,,,defibrillator,144,,node/8607991153,no,,,,,,,,24/7,,,,,,,,,
8638007152,node,46.5545065,6.5699855,yes,,,,,,,,,A l'entrée du Do It Garden,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/8638007152,yes,,,0,,,,,,,Migros,,,,,,,
8714882718,node,46.896293,6.8996081,yes,,,,,,,,,"Port de Chevroux, Capitainerie",,,,,Extérieur du bâtiment,defibrillator,144,,node/8714882718,no,,,,,,,,24/7,,Port de Chevroux,,,,,,,
8804586177,node,46.6864424,6.6474902,yes,,,,,,,,yes,A droite de la porte d'entrée du bureau communal,,,,,,defibrillator,144,,node/8804586177,no,,,,,,,,24/7,,Commune de Vuarrens,,,,,,,yes
8844331863,node,46.5235066,6.6388086,yes,,,,,,,,,"Porte arrière du bâtiment, côté parking, suivre fléchage",,,,,,defibrillator,144,,node/8844331863,no,,,,,,,,24/7,,,,,,,,,
8887127881,node,46.8316053,6.656772,yes,,,,,,,,,,,,,,,defibrillator,144,,node/8887127881,no,,,,,,,,24/7,,,,,,,,,
8897401196,node,46.5291679,6.62277,customers,,,,,,,,,"2 au 2e étage, 1 au 3e étage",,,,,Pendant les heures d'ouverture,defibrillator,144,,node/8897401196,yes,,,,,,,,,,,,,,,,,
8903364585,node,46.486598,6.4590918,yes,,,,,,,,,Dans l'entrée,,,,,Pendant les heures d'ouverture,defibrillator,144,,node/8903364585,yes,,,,,,,,Mo-Fr 04:00-18:00,,Nico Leininger,,,+41218232929,,,,
8911826160,node,46.9083695,7.0771906,yes,,,,,,,,,Vers l'entrée de l'administration communale,,,,,,defibrillator,144,,node/8911826160,no,,,0,,,,,24/7,,Commune de Faoug,,,,,,,
8930488917,node,46.9134413,7.0340278,customers,,,,,,,,,Réception,,,,,,defibrillator,144,,node/8930488917,no,,,,,,,,24/7,,TCS Salavaux,,,,,,,
9023926519,node,46.8111607,6.6180303,yes,,,,,,,,,"Côté bâtiment communal et école, vers l'arrêt de bus, en-haut de 5 marches d'escalier",,,,,,defibrillator,144,,node/9023926519,no,,,,,,,,24/7,,Commune de Giez,,,,,,,
9045291371,node,46.5471577,6.6375794,yes,,,,,,,,,"Sur le mur, à gauche de l'entrée principale",,,,,,defibrillator,144,,node/9045291371,no,,,,,,,,24/7,,,,,,,,,
9070062619,node,46.5152449,6.536912,yes,,,,,,,,,Contre le mur du bâtiment,,,,,,defibrillator,144,,node/9070062619,no,,,,,,,,24/7,,,,,,,,,
9089267582,node,46.704266,6.5767376,yes,,,,,,,,,Dans l'ancienne cabine téléphonique à droite de la porte d'entrée de la salle de sport I,,,,,,defibrillator,144,,node/9089267582,no,,,,,,,,24/7,,Commune de Chavornay,,,+41244428510,,,,
9143874864,node,46.2964668,6.9947908,yes,,,,,,,,,A gauche de la porte d'entrée au poste,,,,,,defibrillator,144,,node/9143874864,no,,,,,,,,24/7,,Commune d'Ollon,,,+41244990140,,,,
9152041010,node,46.7353808,6.5323216,customers,,,,,,,,,Sur le mur à gauche de l'entrée,,,,,,defibrillator,144,,node/9152041010,no,,,,,,,,24/7,,Piscine d'Orbe,,,,,,,
