osm_id,osm_type,lat,lon,access,defibrillator:location,description,emergency,emergency:phone,id,indoor,level,name,opening_hours,operator,phone,source,wheelchair
8890548217,node,46.7757086,8.2689345,no,SOS Pistenrettung,während Bahnbetrieb,defibrillator,144,node/8890548217,yes,,,,Frutt Bahnen,,,
8890548218,node,46.7776168,8.2906338,customers,Berghotel Bonistock,im Eingang,defibrillator,144,node/8890548218,yes,0,,24/7,Berghotel Bonistock,+41 79 961 62 41,,limited
8890632218,node,46.8391967,8.1766006,no,Mehrzweckhalle,bei den WC,defibrillator,144,node/8890632218,yes,,,,Gemeinde Giswil,+41 79 961 62 41,,
8900458840,node,46.9220836,8.2622565,yes,Links vom Eingang,,defibrillator,144,node/8900458840,no,,,24/7,Gemeinde Sarnen,,,
8914400617,node,46.8932081,8.1263569,yes,beim Sportgeschäft,,defibrillator,144,node/8914400617,no,,,24/7,Langlauffreunde Langis,,,
8914404917,node,46.9525049,8.2801443,yes,am FC Gräudr,,defibrillator,144,node/8914404917,no,,,24/7,FC Alpnach,,,
8914404918,node,46.9534079,8.2816738,yes,WC  Herzog Werft,,defibrillator,144,node/8914404918,no,,,24/7,Herzog Werft,,,
8978060217,node,46.8432478,8.1813962,yes,Kitech AG,,defibrillator,144,node/8978060217,no,,,24/7,Elektro Kathriner,,,
8978063117,node,46.8537653,8.1882802,yes,im Behinderten WC,,defibrillator,144,node/8978063117,no,,,24/7,Camping Giswil,,,
8978069317,node,46.8839977,8.2435614,yes,Beim Eingang zum Schwimmbad rechts an der Wand,Während der Öffnungszeiten des Schwimmbades verfügbar,defibrillator,144,node/8978069317,yes,,,,Gemeinde Sarnen,,,
8978069318,node,46.9031797,8.2473866,yes,Eingang Büro,,defibrillator,144,node/8978069318,no,,,24/7,Holzbau Burch,,,
8978069319,node,46.9402907,8.276605,yes,Elekto Gasser,,defibrillator,144,node/8978069319,no,,,24/7,Elektro Gasser,,,
8978072217,node,46.8941148,8.2440602,no,bei der alten Turnhalle,während Schulbetrieb,defibrillator,144,node/8978072217,yes,,,,Gemeinde Sarnen,,,
8978083217,node,46.9411284,8.2875637,no,"ARA Obwalden
Er stet bei dem eingang bei der Werkstat.",während Öffnungszeiten,defibrillator,144,node/8978083217,yes,,,,ARA Obwalden,,,
8978086117,node,46.9100718,8.2932447,no,Empfang Garage Windlin,während Öffnungszeite ,defibrillator,144,node/8978086117,yes,,,,Garage Windlin,,,
8985701017,node,46.7731201,8.2685767,private,Family Lodg Empfang,während Öffnungszeiten,defibrillator,144,node/8985701017,yes,0,,24/7,Frutt Mountain Resort,+41 41 669 79 79,,no
9108600418,node,46.8828742,8.2425151,yes,Sanitärgebäude Campingplatz,,defibrillator,144,node/9108600418,yes,,,24/7,Seefeld Park Sarnen,,,
9196011917,node,46.8164359,8.1750913,yes,Enz Pflästerunf,,defibrillator,144,node/9196011917,no,,,24/7,Härz fir Obwaldä,+41 79 961 62 41,,
9247411323,node,46.9335682,8.2556136,yes,"Huber‘s Wystübli, unter der Treppe",draussen,defibrillator,144,node/9247411323,no,,,24/7,ein Herz für OW,,,
9515818914,node,46.9368378,8.2765246,,XUND Bildungszentrum,,defibrillator,144,node/9515818914,,,,,,,,
9515869349,node,46.9379637,8.2685631,,Schoriederstrasse 4,,defibrillator,144,node/9515869349,,,,,,,,
9532019050,node,46.8207848,8.4020725,,Kursaal Engelberg,,defibrillator,144,node/9532019050,,,,,,,,
9532057479,node,46.8714669,8.2691775,,Bitzigasse 5,,defibrillator,144,node/9532057479,,,,,,,,
9532178893,node,46.8330449,8.1840486,,Schlossmattli 10 Markus Enz AG,,defibrillator,144,node/9532178893,,,,,,,,
9532184010,node,46.8376662,8.1870436,,Praxis Dr. Dillier,,defibrillator,144,node/9532184010,,,,,,,,
9532197350,node,46.8253499,8.1088081,,,,defibrillator,144,node/9532197350,,,,,,,,
9534138199,node,46.9122684,8.2586746,,Bahnhofstrasse 11 Von Atzigen,,defibrillator,144,node/9534138199,,,,,,,,
9534172534,node,46.9025929,8.2776109,yes,Auf dem Parkplatz der Elektrizitätswerke,,defibrillator,144,node/9534172534,no,,,24/7,Elektritsitätswerk Obwalden,+41 800 876 876,,
9534639041,node,46.8253678,8.1083661,yes,Sanitätsraum Skilifte Mörlialp,,defibrillator,144,node/9534639041,yes,,,24/7,Skilifte Mörlialp AG,+41 41 675 22 28,,
9551027376,node,46.783731,8.159443,,Samariterlokal Brünigstrasse 107,,defibrillator,144,node/9551027376,,,,,,,,
9553821878,node,46.8906972,8.1224021,,Bundesasylcenter,,defibrillator,144,node/9553821878,,,,,,,,
9553918879,node,46.8880693,8.2324947,,Kurhaus am Sarnersee,,defibrillator,144,node/9553918879,,,,,,,,
9624452417,node,46.8688783,8.2395179,yes,bei der Drogerie,,defibrillator,144,node/9624452417,no,,,24/7,Härz fir Obwaldä,+41 79 961 62 41,,
9910160717,node,46.9008744,8.2486218,,Pilatusstrasse 14b,während Öffnungszeiten,defibrillator,144,node/9910160717,yes,,,Mo-Sa 07:30-20:00,lidl Schweiz,+41 71 588 05 10,,
9910171317,node,46.8989102,8.2498419,yes,Büntenterminal,Tresor für Responder plus,defibrillator,144,node/9910171317,no,,,24/7,Härz fir Obwaldä,+41799616241,,
9910171318,node,46.9532364,8.2758078,yes,an EWO Trafostation,in Tresor für Responder Plus,defibrillator,144,node/9910171318,no,,,,Härz fir Obwaldä,+41799616241,,
9910175217,node,46.9241894,8.2627098,private,an EWO Trafostation,im Tresor für Responder Plus,defibrillator,144,node/9910175217,no,,,,Härz fir Obwaldä,+41799616241,,
9917843285,node,46.9008574,8.2487322,yes,Verkaufsfläche LIDL,während Öffnungszeiten verfügbar,defibrillator,144,node/9917843285,yes,,,,LIDL Schweiz,+41716278074,,
10261946709,node,46.8187183,8.4153986,yes,Talstation Brunni-Bahnen,an der Aussenwand des Toiletten-Einganges,defibrillator,144,node/10261946709,no,0,,24/7,Brunni-Bahnen Engelberg AG,+41 41 639 60 60,,
10589606805,node,46.8727826,8.2418352,yes,Migrol Tankstelle,an Aussenwand,defibrillator,144,node/10589606805,no,0,,24/7,Härz fir Obwaldä,+41 79 961 62 41,,
10592192106,node,46.7850784,8.1596009,no,Tresor Responder Plus,unter Treppe,defibrillator,144,node/10592192106,no,0,,,Härz fir Obwaldä,+41799619241,,
10611781810,node,46.9010093,8.2735379,no,Hintereingang Gemeindeverwaltung,Tresor Responder Plus,defibrillator,144,node/10611781810,no,,,,Härz fir Obwaldä,+41799616241,,
10611782526,node,46.8753894,8.2827473,no,Tresor Responder Plus,,defibrillator,144,node/10611782526,no,,,,Härz fir Obwaldä,+41799616241,"local_knowledge, defikarte.ch",
10611784405,node,46.9006733,8.2745221,yes,Postgebäude Eingang WC,,defibrillator,144,node/10611784405,no,,,24/7,Samariterverein Kerns,+41786975353,,
10611796805,node,46.8695988,8.2405937,no,Tresor Responder Plus,,defibrillator,144,node/10611796805,no,,,,Härz fir Obwaldä,+41799616241,"local_knowledge, defikarte.ch",
10657914306,node,46.841642,8.4109408,yes,Kräuterhütte am Härzlisee,,defibrillator,144,node/10657914306,no,,,24/7,,,"local_knowledge, defikarte.ch",
10660721005,node,46.9409089,8.2683277,,Schulhaus Alpnach,während Schulöffnungszeiten,defibrillator,144,node/10660721005,yes,1,,Mo-Fr 07:00-17:00,Einwohnergemeinde Alpnach Liegenschaftsdienst,+41 41 672 96 96,"local_knowledge, defikarte.ch",
10660722605,node,46.9411506,8.2733113,yes,Einwohnergemeinde Gemeindehaus Alpnach,Bei Haupteingang links,defibrillator,144,node/10660722605,no,0,,24/7,Einwohnergemeinde Alpnach Liegenschaften Infrastruktur,+41 41 672 96 96,"local_knowledge, defikarte.ch",
10759156505,node,46.7823745,8.1609573,yes,Eingang Mehrzweckgebäude,,defibrillator,144,node/10759156505,no,0,,24/7,Gemeinde Lungern,+41 41 679 79 79,,
10759156506,node,46.7835999,8.15617,yes,Strandbad Lungeen,an Aussenfasade,defibrillator,144,node/10759156506,no,0,,24/7,Gemeinde Lungerm,+41 41 679 79 79,,
11038063806,node,46.9138356,8.3236349,yes,beim Eingang,,defibrillator,144,node/11038063806,no,0,,24/7,Fixit AG,+41 79 422 66 86,,
11062952505,node,46.8410615,8.4116301,yes,Bergstation vom Sessellift,,defibrillator,144,node/11062952505,no,,,24/7,,,,
11067196806,node,46.7920059,8.163287,yes,Lagerhaus Tourismusverein,An der Fassade beim Eingang,defibrillator,144,node/11067196806,no,0,,24/7,Tourismusverein Lungern,+41799616241,"local_knowledge, defikarte.ch",
11114363405,node,46.9794984,8.2556462,,bei Löschposten Bucherershop EG Panoramagalerie,,defibrillator,144,node/11114363405,yes,0,,,Pilatus-Bahnen AG,+41413291142,,
11114373405,node,46.9795021,8.253538,yes,Hotel Pilatus-Kulm,neben Eingang Lift,defibrillator,144,node/11114373405,yes,,,24/7,Pilatus-Bahnen AG,+41413291142,"local_knowledge, defikarte.ch",
11133178693,node,46.8096258,8.422586,,,,defibrillator,144,node/11133178693,no,,,,,,,
11411730804,node,46.9028256,8.2782678,no,Bei den Elektrizitätswerken,nur für Mitarbeiter,defibrillator,144,node/11411730804,yes,,,,Elektritsitätswerk Obwalden,+41 800 876 876,,
11531619672,node,46.7852482,8.151834,yes,Camping Obsee,an der Fasade zum WC,defibrillator,144,node/11531619672,no,,,24/7,Gemeinde Lungern,+41799616241,"local_knowledge, defikarte.ch",
11569307369,node,46.9040507,8.2745558,,Hausarztpraxis Kerns,,defibrillator,144,node/11569307369,yes,,,"Mo-Fr 07:30-12:00,13:00-17:00",Hausarztpraxis Kerns,+41 41 666 03 66,"local_knowledge, defikarte.ch",
11669308669,node,46.8179547,8.4020627,,"Rohrstrasse 2, Engelberg aussen am Gebäude",immer zugänglich,defibrillator,144,node/11669308669,no,,,24/7,Elektrizitäswerk Obwalden,,"local_knowledge, defikarte.ch",
11752441069,node,46.8421777,8.3744574,,"Bei den Garagen, Obermatt 2/Grafenort",öffentlich zugänglich,defibrillator,144,node/11752441069,no,,,24/7,Elektrizitätswerk Obwalden,,"local_knowledge, defikarte.ch",
11884802869,node,46.9083094,8.2630491,yes,Autospritzwerk André Kiser AG,Während Öffnungszeiten verfügbar,defibrillator,144,node/11884802869,yes,,,Mo - Fr 07:00 -  17:30,Firma,+41416606122,"local_knowledge, defikarte.ch",
11906651069,node,46.8933217,8.2428643,,"Gemeindehaus Sarnen, neben Eingang",,defibrillator,144,node/11906651069,no,,,24/7,Gemeinde Sarnen,,"local_knowledge, defikarte.ch",
11906651070,node,46.8837896,8.2427965,yes,"Seefeldpark Restaurant, neben Eingang",,defibrillator,144,node/11906651070,no,,,24/7,Gemeinde Sarnen,,,
11906671069,node,46.8936299,8.2436192,no,"Aula Cher, im Foyer",während Schulbetrieb und Veranstaltungen in der Aula,defibrillator,144,node/11906671069,yes,0,,,Gemeinde Sarnen,,"local_knowledge, defikarte.ch",
11925637569,node,46.9554753,8.2776694,yes,Kasse Pilatus-Bahnen Alpnachstad,,defibrillator,144,node/11925637569,no,,,24/7,Pilatus-Bahnen AG,+41 41 329 11 42,"local_knowledge, defikarte.ch",
11936951169,node,46.9013898,8.2523042,permissive,"QUBO, Kägiswilerstrasse 15",während Öffnungszeiten verfügbar!,defibrillator,144,node/11936951169,yes,0,,Mo - Fr 08:00 - 17:00,Eberli AG,+41 41 666 38 48 ,"local_knowledge, defikarte.ch",
12027976669,node,46.8858138,8.2502335,no,"Unterwerk Sarnen, Hasli, Flüelistrasse 24, Sarnen","Haupteingang, wenn jemand vor Ort ist zugänglich",defibrillator,144,node/12027976669,no,,,,,,"local_knowledge, defikarte.ch",
12053624069,node,46.899832,8.2727011,,Dossenhalle Siedernstrasse 8 Beim Eingang am Ecken ,,defibrillator,144,node/12053624069,no,,,24/7,,,,
12278859801,node,46.8306259,8.1685584,yes,Sportschützen Giswil,,defibrillator,144,node/12278859801,no,0,,24/7,Sportschützen Giswil,+41799616241,,
12278863601,node,46.8315208,8.183689,yes,Asyl Unterkunft Ehemals Krone,,defibrillator,144,node/12278863601,no,0,,24/7,Kanton Obwalden,+41799616241,,
12355352732,node,46.9067995,8.2567191,private,"zb Zentralbahn AG, Kägiswilerstrasse 49, 6060 Sarnen
im Haupteingang,","Klingel benutzen, wenn jemand da ist, helfen wir gerne",defibrillator,144,node/12355352732,yes,0,,,zb Zentralbahn AG,+4158 668 88 88,"local_knowledge, defikarte.ch",
12393307801,node,46.8462064,8.4627557,yes,Beim Treppenhaus vom Parterre zum 1. Stock an der Wand.,Während dem ganzen Jahr verfügbar auch im unbewarteten Betrieb.,defibrillator,144,node/12393307801,yes,,,24/7,SAC Rugghubelhütte,+41793557603,"local_knowledge, defikarte.ch",
12613264601,node,46.7855051,8.159689,yes,öffentliches WC,,defibrillator,144,node/12613264601,no,,,24/7,Gemeinde Lungern,+41799616241,,
12818579302,node,46.9005119,8.2705975,yes,Baumeler Leitungsbau AG,Während Betriebszeiten,defibrillator,144,node/12818579302,yes,0,,Mo-Fr 08:00-17:00,,+41 41 660 41 77,"local_knowledge, defikarte.ch",
12912540272,node,46.8848997,8.2063164,private,An der Wand der Busstation,,defibrillator,144,node/12912540272,no,0,,24/7,First Responder Zentralschweiz,,,no
12989098601,node,46.8195442,8.4120512,permissive,"Sporthalle Engelberg, Haupteingang",während Betriebszeiten verfügbar,defibrillator,144,node/12989098601,yes,0,,Mo-Fr 08:00 - 18:00,Sporthalle Engelberg AG,,"local_knowledge, defikarte.ch",
13247344701,node,46.9035509,8.2544429,permissive,"Eingangsbereich, rechts vom Shop",,defibrillator,144,node/13247344701,yes,,,,Wheel Park AG,+41416609292,,
13264788101,node,46.8454635,8.1891315,private,Schwerzbachstrasse 1,Nicht öffentlich,defibrillator,144,node/13264788101,yes,,,,Fanger Elementtechnik AG,,,
13264931201,node,46.8682938,8.2450557,yes,"Felsenheim, Lebensart im Alter, Flüelistrasse 33, 6072 Sachseln",Von aussen frei zugänglich - rechts vom Haupteingang,defibrillator,144,node/13264931201,no,0,,24/7,"Stiftung Felsenheim, Lebensart im Alter",+41 41 666 04 04,,
13471417402,node,46.8199792,8.4058853,permissive,"Parkweg 1, 6390 Engelberg",,defibrillator,144,node/13471417402,yes,1,,Mo-Th 08:00-15:00; Fr 08:00-12:00,Marheine Zahnmedizin AG,+41 41 637 23 32,,
13582204603,node,46.9124237,8.2596286,,Enz Gartenbau,öffentlich,defibrillator,144,node/13582204603,no,0,,24/7,Enz Gartenbau,+41 79 958 89 86,,
13629744901,node,46.9429754,8.2860396,,,,defibrillator,,node/13629744901,,,,,,,,
13631038501,node,46.942984,8.2860106,,,,defibrillator,,node/13631038501,,,,,,,,
13700596601,node,46.8895891,8.2452846,permissive,Klinik Sarnen,,defibrillator,144,node/13700596601,yes,2,,24/7,Luzerner Psychiatrie AG,+41 58 856 50 46,,
