osm_id,osm_type,lat,lon,access,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,defibrillator:location,description,email,emergency,emergency:phone,id,indoor,level,name,opening_hours,operator,phone,ref,source,wheelchair
9157256950,node,47.3023594,7.1556611,yes,Saulcy,,2873,,,Vers l'entrée,,,defibrillator,144,node/9157256950,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256951,node,47.305462,7.112393,yes,Saint-Brais,,2364,,,extérieur,,,defibrillator,144,node/9157256951,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256953,node,47.256872,6.9971663,yes,Saignelégier,,2350,,,Devant garage ambulance,,,defibrillator,144,node/9157256953,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256954,node,47.2509674,7.0006783,yes,Saignelégier,,2350,,,Infirmerie,,,defibrillator,144,node/9157256954,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256955,node,47.2562364,6.9954695,yes,Saignelégier,,2350,,,Salle de soins,,,defibrillator,144,node/9157256955,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256956,node,47.2560362,6.9972151,yes,Saignelégier,,2350,,,A la pharmacie,,,defibrillator,144,node/9157256956,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256957,node,47.255831,6.9959267,yes,Saignelégier,,2350,,,Vers l'entrée,,,defibrillator,144,node/9157256957,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256958,node,47.3907227,6.9573126,yes,Rocourt,,2907,,,Vers l'entrée,,,defibrillator,144,node/9157256958,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256959,node,47.3662164,6.9517505,yes,Roche d'Or,,2912,,,Façade du Bâtiment,,,defibrillator,144,node/9157256959,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256960,node,47.37538,6.92339,yes,Réclère,,2912,,,Façade du Bâtiment,,,defibrillator,144,node/9157256960,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256961,node,47.3247815,7.4154654,yes,Rebeuvelier,,2832,,,façade Est du bâtiment communal,,,defibrillator,144,node/9157256961,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256962,node,47.4173259,7.0766232,yes,Porrentruy,,2900,,,sas d'entrée de la banque,,,defibrillator,144,node/9157256962,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256963,node,47.41892,7.0809,yes,Porrentruy,,2800,,,entrée sur de l'immeuble,,,defibrillator,144,node/9157256963,no,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256964,node,47.42062,7.07718,yes,Porrentruy,,2900,,,Poste de Police,,,defibrillator,144,node/9157256964,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256965,node,47.4207283,7.0794432,yes,Porrentruy,,2900,,,à côté du bancomat,,,defibrillator,144,node/9157256965,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256966,node,47.41695,7.088195,yes,Porrentruy,,2900,,,,,,defibrillator,144,node/9157256966,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256967,node,47.4136331,7.080144,yes,Porrentruy,,2900,,,accès par chemin du Val,,,defibrillator,144,node/9157256967,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256968,node,47.423474,7.083178,yes,Porrentruy,,2900,,,façade ouest batiment Voirie,,,defibrillator,144,node/9157256968,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256969,node,47.418373,7.06713,yes,Porrentruy,,2900,,,batiment de pompage,,,defibrillator,144,node/9157256969,no,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256970,node,47.4254956,7.0798099,yes,Porrentruy,,2900,,,côté route,,,defibrillator,144,node/9157256970,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256971,node,47.412504,7.068988,yes,Porrentruy,,2900,,,Devant l'entrée principale,,,defibrillator,144,node/9157256971,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256972,node,47.4168076,7.0776443,yes,Porrentruy,,2900,,,Cabanon,,,defibrillator,144,node/9157256972,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256973,node,47.4267548,7.082756,yes,Porrentruy,,2900,,,entrée réception,,,defibrillator,144,node/9157256973,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256974,node,47.4163011,7.0776988,yes,Porrentruy,,2900,,,Dans la pharmacie,Pendant les heures d'ouverture,,defibrillator,144,node/9157256974,yes,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256975,node,47.4164,7.0776849,yes,Porrentruy,,2900,,,Vers le service clientèle de la Migros,Pendant les heures d'ouverture,,defibrillator,144,node/9157256975,yes,-1,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256976,node,47.4105445,7.0737176,yes,Porrentruy,,2900,,,Vers l'entrée,,,defibrillator,144,node/9157256976,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256977,node,47.4146979,7.0743929,yes,Porrentruy,,2900,,,Vers l'entrée,,,defibrillator,144,node/9157256977,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256978,node,47.4180345,7.0856379,yes,Porrentruy,,2900,,,Infirmerie,,,defibrillator,144,node/9157256978,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256979,node,47.4188123,7.0784848,yes,Porrentruy,,2900,,,1er étage,,,defibrillator,144,node/9157256979,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256980,node,47.4172832,7.0735656,yes,Porrentruy,,2900,,,Vers l'entrée,,,defibrillator,144,node/9157256980,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256981,node,47.4074521,7.2919019,yes,Pleigne,,2807,,,Façade nord Bâtiment Epicentre,,,defibrillator,144,node/9157256981,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256982,node,47.4096426,7.3171061,yes,Movelier,,2812,,,droite entrée bureau communal,,,defibrillator,144,node/9157256982,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256983,node,47.3621609,7.5078403,yes,Montsevelier,,2828,,,Façade du Bâtiment,,,defibrillator,144,node/9157256983,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256984,node,47.4841342,7.0582909,yes,Montignez,,2924,,,entrée usine cage d'escaliers,,,defibrillator,144,node/9157256984,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256985,node,47.4810026,7.1007334,yes,Lugnez,,2933,,,façade ouest magasin,,,defibrillator,144,node/9157256985,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256986,node,47.4206325,7.2449577,yes,Lucelle,,2807,,,rez en face bur. d'accueil,,,defibrillator,144,node/9157256986,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256987,node,47.2549173,7.1317702,yes,Les Genevez,,2714,,,entrée nord 1er étage,,,defibrillator,144,node/9157256987,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256988,node,47.2546772,7.1340344,yes,Les Genevez,,2714,,,Entrée principale du bâtiment,,,defibrillator,144,node/9157256988,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256989,node,47.2092748,7.003054,yes,Les Breuleux,,2345,,,entrée est de la halle (rue du Midi),,,defibrillator,144,node/9157256989,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256990,node,47.2081988,7.0058727,yes,Les Breuleux,,2345,,,Infirmerie niveau 00,,,defibrillator,144,node/9157256990,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256991,node,47.2137859,7.0038209,yes,Les Breuleux,,2345,,,Infirmerie niveau 0,,,defibrillator,144,node/9157256991,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256992,node,47.1773292,6.9049288,yes,Les Bois,,2336,,,Façade sud de l'école,,,defibrillator,144,node/9157256992,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256993,node,47.1754289,6.9028754,yes,Les Bois,,2336,,,bâtiment 1 entrée collab.,,,defibrillator,144,node/9157256993,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256994,node,47.2247666,6.9648647,yes,Le Noirmont,,2340,,,RDC nouveaux bâtiment,,,defibrillator,144,node/9157256994,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256995,node,47.225684,6.956525,yes,Le Noirmont,,2340,,,Façade ouest bâtiment Voirie,,,defibrillator,144,node/9157256995,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256996,node,47.2261567,6.9593452,yes,Le Noirmont,,2340,,,"Bâtiment 1995, rez sup.",,,defibrillator,144,node/9157256996,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256997,node,47.2250771,6.9628513,yes,Le Noirmont,,2340,,,Vers l'entrée,,,defibrillator,144,node/9157256997,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256998,node,47.2788467,7.1375998,yes,Lajoux,,2718,,,Vers l'entrée,,,defibrillator,144,node/9157256998,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157256999,node,47.3920725,6.9392029,yes,Grandfontaine,,2908,,,Facade du bâtiment,,,defibrillator,144,node/9157256999,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257000,node,47.341112,7.211926,yes,Glovelier,,2855,,,Nord du bâtiment,,,defibrillator,144,node/9157257000,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257001,node,47.4181831,6.9495457,yes,Fahy,,2916,,,Entrée du bâtiment,,,defibrillator,144,node/9157257001,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257002,node,47.3577327,7.2957443,yes,Develier,,2802,,,Vers l'entrée,,,defibrillator,144,node/9157257002,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257003,node,47.3604796,7.3580165,yes,Delémont,,2800,,,RDC vers entrée,,,defibrillator,144,node/9157257003,,,,Mo-Fr 08:00-01:00,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257004,node,47.36186,7.34879,yes,Delémont,,2800,,,Poste de Police,,,defibrillator,144,node/9157257004,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257005,node,47.3586,7.3411,yes,Delémont,,2800,,,Bureau police judiciaire,,,defibrillator,144,node/9157257005,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257006,node,47.3633149,7.3489713,yes,Delémont,,2800,,,Dans la banque,,,defibrillator,144,node/9157257006,,,,"Mo-Fr 09:00-12:00, 14:00-17:00",Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257007,node,47.360798,7.353185,yes,Delémont,,2800,,,A gauche de l'entrée principale,,,defibrillator,144,node/9157257007,no,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257008,node,47.3610873,7.342854,yes,Delémont,,2800,,,1er étage centre usine,,,defibrillator,144,node/9157257008,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257009,node,47.3569221,7.3297341,yes,Delémont,,2800,,,sonner à l'interphone rz-ch.,,,defibrillator,144,node/9157257009,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257010,node,47.3599364,7.34324,yes,Delémont,,2800,,,Entrée principale,,,defibrillator,144,node/9157257010,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257011,node,47.352479,7.3420225,yes,Delémont,,2800,,,Vers l'entrée atelier polis.,,,defibrillator,144,node/9157257011,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257012,node,47.3622147,7.3467041,yes,Delémont,,2800,,,A la réception,,,defibrillator,144,node/9157257012,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257013,node,47.3603303,7.3527036,yes,Delémont,,2800,,,à l'entrée pricipale/serv. clientèle,,,defibrillator,144,node/9157257013,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257014,node,47.3497847,7.3361513,yes,Delémont,,2800,,,Allé du rez de chaussée,,,defibrillator,144,node/9157257014,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257015,node,47.3604471,7.3404219,yes,Delémont,,2800,,,devant l'entrée du centre,,,defibrillator,144,node/9157257015,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257016,node,47.37193,6.89726,yes,Damvant,,2914,,,Façade du Bâtiment,,,defibrillator,144,node/9157257016,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257017,node,47.337605,7.317497,yes,Courtételle,,2852,,,"Home, gauche de l'entrée",,,defibrillator,144,node/9157257017,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257018,node,47.345141,7.317021,yes,Courtételle,,2852,,,Magasin Joliat cycles extérieur,,,defibrillator,144,node/9157257018,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257019,node,47.341015,7.318131,yes,Courtételle,,2852,,,"Raiffeisen, sas du bancomat",,,defibrillator,144,node/9157257019,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257020,node,47.3964432,7.1383407,yes,Courtemautruy,,2950,,,Façade Ouest Transformateur BKW,,,defibrillator,144,node/9157257020,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257021,node,47.456539,7.048224,yes,Courtemaîche,,2923,,,"PINOS, gauche de la réception",,,defibrillator,144,node/9157257021,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257022,node,47.4053673,7.0428781,yes,Courtedoux,,2905,,,façade est transformateur BKW,,,defibrillator,144,node/9157257022,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257023,node,47.4105753,7.0444298,yes,,,,,,façade Ouest (entrée personnel);facade Est du Bâtiment communal,,,defibrillator,144,node/9157257023,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257024,node,47.4129326,7.0354672,yes,Courtedoux,,2905,,,Façade ext. Est,,,defibrillator,144,node/9157257024,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257025,node,47.3568067,7.3836603,yes,Courroux,,2822,,,Façade nord entrepôt,,,defibrillator,144,node/9157257025,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257026,node,47.3620348,7.3759113,yes,Courroux,,2822,,,A coté halles de gym,,,defibrillator,144,node/9157257026,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257027,node,47.3623041,7.3720534,yes,Courroux,,2822,,,Salle d'endocospie,,,defibrillator,144,node/9157257027,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257028,node,47.3432599,7.3705555,yes,Courrendlin,,2830,,,Côté WC publics,,,defibrillator,144,node/9157257028,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257029,node,47.338119,7.369257,yes,Courrendlin,,2830,,,facade Nord du bâtiment,,,defibrillator,144,node/9157257029,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257030,node,47.3355453,7.3729544,yes,Courrendlin,,2830,,,Gauche entrée principale,,,defibrillator,144,node/9157257030,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257031,node,47.339812,7.374663,yes,Courrendlin,,2830,,,"Batiment voirie, Est du bâtiment",,,defibrillator,144,node/9157257031,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257032,node,47.4004924,7.1218828,yes,Courgenay,,2950,,,gauche entrée halle polyvalente,,,defibrillator,144,node/9157257032,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257033,node,47.4059263,7.1194928,yes,Courgenay,,2950,,,façade nord Transformateur BKW,,,defibrillator,144,node/9157257033,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257034,node,47.4118757,7.1536397,yes,Cornol,,2952,,,Façade Est du bâtiment,,,defibrillator,144,node/9157257034,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257035,node,47.4073129,7.163453,yes,Cornol,,2952,,,"Ecole, à droite de l'entrée",,,defibrillator,144,node/9157257035,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257036,node,47.3466034,7.4763901,yes,Corban,,2826,,,Façade du Bâtiment,,,defibrillator,144,node/9157257036,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257037,node,47.4531378,7.0982958,yes,Coeuve,,2932,,,facade Nord du Bâtiment communal,,,defibrillator,144,node/9157257037,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257038,node,47.3931,6.99674,yes,Chevenez,,2906,,,Façade du Bâtiment,,,defibrillator,144,node/9157257038,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257039,node,47.3924896,7.0026815,yes,Chevenez,,2906,,,Façade du Bâtiment,,,defibrillator,144,node/9157257039,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257040,node,47.3303132,7.3443604,yes,Châtillon,,2843,,,préau de l'école,,,defibrillator,144,node/9157257040,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257041,node,47.441676,7.0093167,yes,Bure,,2915,,2025-04-10,À gauche de l'entrée.,,,defibrillator,144,node/9157257041,no,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,survey,
9157257042,node,47.4411473,7.0060976,yes,Bure,,2915,,2025-04-10,"Sur la façade, à gauche de l'entrée.",,,defibrillator,144,node/9157257042,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257043,node,47.4501096,7.0114515,yes,Bure,,2915,,,Hall d'entrée rz-ch.,,,defibrillator,144,node/9157257043,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257044,node,47.4480066,7.0125063,yes,Bure,,2915,,,Hall d'entrée rz-ch.,,,defibrillator,144,node/9157257044,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257045,node,47.452175,7.0130129,yes,Bure,,2915,,,Corridor rz-ch.,,,defibrillator,144,node/9157257045,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257046,node,47.4480559,7.012507,yes,Bure,,2915,,,Hall d'entrée rz-ch.,,,defibrillator,144,node/9157257046,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257047,node,47.4525198,7.0162986,yes,Bure,,2915,,,Hall d'entrée rz-ch.,,,defibrillator,144,node/9157257047,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257048,node,47.4850574,7.0303793,yes,Buix,,2925,,,Au cabinet médical,,,defibrillator,144,node/9157257048,,,,,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257049,node,47.3978792,7.2439091,yes,Bourrignon,,2803,,,Vers l'entrée,,,defibrillator,144,node/9157257049,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257050,node,47.4773228,7.1511767,yes,,,,,,facade du bâtiment communal,,,defibrillator,144,node/9157257050,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,limited
9157257051,node,47.4961488,7.0155217,yes,Boncourt,,2926,,,Banque Cantonale face au bacomat,,,defibrillator,144,node/9157257051,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257052,node,47.4977665,7.0116558,yes,Boncourt,,2926,,,Façade Est de la halle,,,defibrillator,144,node/9157257052,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
9157257053,node,47.4959981,7.0115875,yes,Boncourt,,2926,,,local de l'infirmerie,,,defibrillator,144,node/9157257053,,,,24/7,Fondation RéaJura Cœur,+41 79 414 74 11,,,
